"iWine","iPurchase","PurchaseDate","DeliveryDate","StoreName","Currency","ExchangeRate","Price","NativePrice","NativePriceCurrency","Quantity","Remaining","OrderNumber","Delivered","Size","Vintage","Wine","Locale","Type","Color","Category","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"1775286","100000372","1/1/2021","4/15/2021","Winery Direct","USD","1","65.40","65.40","USD","2","0","OrderId:500000051","True","750ml","2012","Domaine Robert Arnoux / Arnoux-Lachaux Nuits-Saint-Georges 1er Cru Les Procès","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Red","Red","Dry","Domaine Robert Arnoux / Arnoux-Lachaux","Pinot Noir","Pinot Noir","Unknown","Les Procès","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru"
"5074890","100000373","1/17/2021","3/26/2021","Mailer","USD","1","59.76","59.76","USD","6","0","OrderId:500000050","True","750ml","2022","Domaine Jean-Marc / Thomas Bouley Volnay Clos de la Cave","France, Burgundy, Côte de Beaune, Volnay","Red","Red","Dry","Domaine Jean-Marc / Thomas Bouley","Pinot Noir","Pinot Noir","Unknown","Clos de la Cave","France","Burgundy","Côte de Beaune","Volnay"
"4215959","100000374","1/17/2021","3/3/2022","Mailer","USD","1","91.79","91.79","USD","1","0","OrderId:500000050","True","750ml","2019","King Estate Pinot Noir Willamette Valley","USA, Oregon, Willamette Valley","Red","Red","Dry","King Estate","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"1186851","100000375","1/1/2021","1/17/2021","Gift","USD","1","0.00","0.00","USD","4","0","OrderId:100000375","True","750ml","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","White","White","Dry","François Raveneau","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru"
"3530277","100000376","1/16/2021","2/15/2021","K&L Wine Merchants","USD","1","37.92","37.92","USD","6","0","OrderId:100000376","True","750ml","2018","Hubert Lignier Morey-Saint-Denis Trilogie","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Red","Dry","Hubert Lignier","Pinot Noir","Pinot Noir","Trilogie","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"2293523","100000377","1/17/2021","5/17/2021","Mailer","USD","1","52.55","52.55","USD","7","0","OrderId:500000050","True","750ml","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"3038305","100000378","1/23/2021","4/9/2021","Gift","USD","1","0.00","0.00","USD","3","0","OrderId:100000378","True","750ml","2016","Acquiesce Grenache Blanc Methode Champenoise","USA, California, Central Valley, Lodi","White - Sparkling","White","Sparkling","Acquiesce","Grenache Blanc","Grenache","Methode Champenoise","Unknown","USA","California","Central Valley","Lodi"
"3834751","100000379","1/17/2021","6/11/2021","Mailer","USD","1","43.60","43.60","USD","1","0","OrderId:500000050","True","750ml","2020","Domaine Sylvain Pataille Marsannay Rosé Fleur de Pinot","France, Burgundy, Côte de Nuits, Marsannay Rosé","Rosé","Rosé","Dry","Domaine Sylvain Pataille","Pinot Blend","Pinot Noir","Fleur de Pinot","Unknown","France","Burgundy","Côte de Nuits","Marsannay Rosé"
"4977736","100000380","1/17/2021","11/20/2021","Mailer","USD","1","25.99","25.99","USD","2","0","OrderId:500000050","True","750ml","2022","Domaine Lafouge Auxey-Duresses 1er Cru La Chapelle Rouge","France, Burgundy, Côte de Beaune, Auxey-Duresses 1er Cru","Red","Red","Dry","Domaine Lafouge","Pinot Noir","Pinot Noir","Rouge","La Chapelle","France","Burgundy","Côte de Beaune","Auxey-Duresses 1er Cru"
"4632438","100000381","1/1/2021","3/21/2021","Flatiron Wines","USD","1","28.18","28.18","USD","3","0","OrderId:100000381","True","750ml","2021","Patricia Green Cellars Chardonnay Durant Vineyard","USA, Oregon, Willamette Valley, Dundee Hills","White","White","Dry","Patricia Green Cellars","Chardonnay","Chardonnay","Unknown","Durant Vineyard","USA","Oregon","Willamette Valley","Dundee Hills"
"3192612","100000382","1/3/2021","1/28/2021","Bottleshop","USD","1","263.55","263.55","USD","2","0","OrderId:100000382","True","1.5L","2017","Domaine Lignier-Michelot Clos de la Roche","France, Burgundy, Côte de Nuits, Clos de la Roche Grand Cru","Red","Red","Dry","Domaine Lignier-Michelot","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru"
"2882411","100000383","1/13/2021","3/13/2021","Liner & Elsen","USD","1","228.97","228.97","USD","1","0","OrderId:100000383","True","750ml","1001","Krug Champagne Brut Grande Cuvée Edition 166eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 166eme","Unknown","France","Champagne","Unknown","Champagne"
"4161190","100000384","1/1/2021","12/29/2021","Winery Direct","USD","1","101.28","101.28","USD","6","0","OrderId:500000051","True","750ml","2020","Vincent Dauvissat (René & Vincent) Chablis 1er Cru La Forest","France, Burgundy, Chablis, Chablis 1er Cru","White","White","Dry","Vincent Dauvissat (René & Vincent)","Chardonnay","Chardonnay","Unknown","La Forest","France","Burgundy","Chablis","Chablis 1er Cru"
"2743440","100000385","2/14/2021","3/31/2021","Astor Wines","USD","1","79.55","79.55","USD","3","0","OrderId:100000385","True","750ml","2015","Rhys Pinot Noir Home Vineyard","USA, California, Santa Cruz Mountains","Red","Red","Dry","Rhys","Pinot Noir","Pinot Noir","Unknown","Home Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"4893791","100000386","2/27/2021","5/11/2021","K&L Auctions","USD","1","375.55","375.55","USD","3","0","OrderId:100000386","True","750ml","2022","Cecile Tremblay Vosne-Romanée 1er Cru","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Red","Red","Dry","Cecile Tremblay","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru"
"4240504","100000387","2/8/2021","2/28/2022","Mailing List","USD","1","92.19","92.19","USD","1","0","OrderId:500000053","True","750ml","2019","The Eyrie Vineyards Pinot Noir The Eyrie","USA, Oregon, Willamette Valley, Dundee Hills","Red","Red","Dry","The Eyrie Vineyards","Pinot Noir","Pinot Noir","The Eyrie","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"5086130","100000388","2/24/2021","8/30/2021","List Allocation","USD","1","19.54","19.54","USD","10","0","OrderId:500000052","True","750ml","2022","Sandlands Zinfandel","USA, California, Central Valley, Lodi","Red","Red","Dry","Sandlands","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Central Valley","Lodi"
"1728017","100000389","2/8/2021","1/1/2022","Mailing List","USD","1","49.71","49.71","USD","5","0","OrderId:500000053","True","750ml","2012","Rhys Pinot Noir Family Farm Vineyard","USA, California, San Francisco Bay, San Mateo County","Red","Red","Dry","Rhys","Pinot Noir","Pinot Noir","Unknown","Family Farm Vineyard","USA","California","San Francisco Bay","San Mateo County"
"5090825","100000390","2/24/2021","3/15/2022","List Allocation","USD","1","86.76","86.76","USD","3","0","OrderId:500000052","True","750ml","2022","00 Wines Pinot Noir Shea Vineyard","USA, Oregon, Willamette Valley","Red","Red","Dry","00 Wines","Pinot Noir","Pinot Noir","Unknown","Shea Vineyard","USA","Oregon","Willamette Valley","Willamette Valley"
"2061850","100000391","2/15/2021","2/24/2021","Liner & Elsen","USD","1","17.53","17.53","USD","1","0","OrderId:100000391","True","375ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"1683286","100000392","2/22/2021","3/30/2021","Liner & Elsen","USD","1","118.30","118.30","USD","4","0","OrderId:100000392","True","750ml","2012","Louis Jadot Gevrey-Chambertin 1er Cru Clos St. Jacques Domaine Louis Jadot","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Red","Dry","Louis Jadot","Pinot Noir","Pinot Noir","Domaine Louis Jadot","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"5133953","100000393","2/8/2021","10/16/2021","Mailing List","USD","1","64.89","64.89","USD","1","0","OrderId:500000053","True","750ml","2022","Cameron Rouge Clos Electrique","USA, Oregon","Red","Red","Dry","Cameron","Pinot Noir","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon"
"3796351","100000394","2/17/2021","3/3/2021","Bottleshop","USD","1","20.05","20.05","USD","1","0","OrderId:100000394","True","750ml","2019","Domaine Servin Chablis 1er Cru Les Forêts","France, Burgundy, Chablis, Chablis 1er Cru","White","White","Dry","Domaine Servin","Chardonnay","Chardonnay","Unknown","Les Forêts","France","Burgundy","Chablis","Chablis 1er Cru"
"4826434","100000395","2/8/2021","6/20/2021","Mailing List","USD","1","170.06","170.06","USD","2","0","OrderId:500000053","True","750ml","2022","Vincent Dauvissat (René & Vincent) Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","White","White","Dry","Vincent Dauvissat (René & Vincent)","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru"
"1691753","100000396","2/24/2021","10/26/2021","List Allocation","USD","1","317.89","317.89","USD","5","0","OrderId:500000052","True","750ml","2009","Marcassin Pinot Noir Marcassin Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Marcassin","Pinot Noir","Pinot Noir","Unknown","Marcassin Vineyard","USA","California","Sonoma County","Sonoma Coast"
"638984","100000397","2/2/2021","2/15/2021","K&L Auctions","USD","1","63.99","63.99","USD","2","0","OrderId:100000397","True","750ml","1001","Vilmart & Cie Champagne Premier Cru Grand Cellier Brut","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Vilmart & Cie","Champagne Blend","Champagne Blend","Grand Cellier Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"4561478","100000398","2/20/2021","3/14/2021","Bottleshop","USD","1","1167.74","1167.74","USD","2","0","OrderId:100000398","True","1.5L","2021","Cecile Tremblay Chambolle-Musigny 1er Cru Les Feusselottes","France, Burgundy, Côte de Nuits, Chambolle-Musigny 1er Cru","Red","Red","Dry","Cecile Tremblay","Pinot Noir","Pinot Noir","Unknown","Les Feusselottes","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru"
"1541126","100000399","2/13/2021","5/8/2021","Flatiron Wines","USD","1","104.26","104.26","USD","3","0","OrderId:100000399","True","750ml","2011","Domaine Michel Lafarge Volnay 1er Cru Clos des Chênes","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Red","Dry","Domaine Michel Lafarge","Pinot Noir","Pinot Noir","Unknown","Clos des Chênes","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"3697140","100000400","2/4/2021","3/23/2021","Flatiron Wines","USD","1","26.87","26.87","USD","1","0","OrderId:100000400","True","750ml","2019","Claire Hill Syrah Grist Vineyard","USA, California, Sonoma County, Dry Creek Valley","Red","Red","Dry","Claire Hill","Syrah","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley"
"2184924","100000401","3/19/2021","5/3/2021","Vinopolis","USD","1","37.25","37.25","USD","2","0","OrderId:100000401","True","750ml","2013","Andrew Will Two Blondes Vineyard","USA, Washington, Columbia Valley, Yakima Valley","Red","Red","Dry","Andrew Will","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Two Blondes Vineyard","USA","Washington","Columbia Valley","Yakima Valley"
"901504","100000402","3/12/2021","12/14/2021","List Allocation","USD","1","106.00","106.00","USD","3","0","OrderId:500000055","True","750ml","2008","Spottswoode Cabernet Sauvignon Estate","USA, California, Napa Valley, St. Helena","Red","Red","Dry","Spottswoode","Cabernet Sauvignon","Cabernet Sauvignon","Estate","Unknown","USA","California","Napa Valley","St. Helena"
"3071867","100000403","3/1/2021","4/24/2021","Flatiron Wines","USD","1","102.24","102.24","USD","2","0","OrderId:100000403","True","750ml","2016","Trimbach Riesling Frédéric Emile","France, Alsace","White","Red","Dry","Trimbach","Riesling","Riesling","Frédéric Emile","Unknown","France","Alsace","Unknown","Alsace"
"4798089","100000404","3/5/2021","4/9/2021","Bottleshop","USD","1","55.70","55.70","USD","3","0","OrderId:100000404","True","750ml","2021","Cameron Blanc Clos Electrique","USA, Oregon","White","White","Dry","Cameron","Chardonnay","Chardonnay","Blanc","Clos Electrique","USA","Oregon","Unknown","Oregon"
"2910719","100000405","3/12/2021","7/6/2021","List Allocation","USD","1","52.16","52.16","USD","2","0","OrderId:500000055","True","750ml","2016","Hubert Lignier Gevrey-Chambertin Les Seuvrées","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Red","Dry","Hubert Lignier","Pinot Noir","Pinot Noir","Unknown","Les Seuvrées","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"4308337","100000406","3/22/2021","5/22/2023","Liner & Elsen","USD","1","64.36","64.36","USD","3","1","OrderId:100000406","True","750ml","2019","Forey Père et Fils Vosne-Romanée Menhir","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Red","Dry","Forey Père et Fils","Pinot Noir","Pinot Noir","Menhir","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"4808475","100000407","3/7/2021","12/25/2021","Mailing List","USD","1","157.10","157.10","USD","7","0","OrderId:500000054","True","750ml","2021","Egly-Ouriet Coteaux Champenois Cuvée des Grands Côtés Vieilles Vignes Rouge Ambonnay","France, Champagne, Coteaux Champenois","Red","Red","Dry","Egly-Ouriet","Pinot Noir","Pinot Noir","Cuvée des Grands Côtés Vieilles Vignes Rouge","Ambonnay","France","Champagne","Unknown","Coteaux Champenois"
"2689762","100000408","3/7/2021","8/30/2021","Mailing List","USD","1","77.70","77.70","USD","3","0","OrderId:500000054","True","750ml","1001","Pascal Mazet Champagne Premier Cru Unique","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Pascal Mazet","Champagne Blend","Champagne Blend","Unique","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"4893791","100000409","3/11/2021","5/17/2021","Gift","USD","1","0.00","0.00","USD","10","0","OrderId:100000409","True","750ml","2022","Cecile Tremblay Vosne-Romanée 1er Cru","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Red","Red","Dry","Cecile Tremblay","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru"
"4228434","100000410","3/12/2021","6/19/2021","List Allocation","USD","1","27.20","27.20","USD","2","0","OrderId:500000055","True","750ml","2020","Sandlands Red Table Wine Lodi","USA, California, Central Valley, Lodi","Red","Red","Dry","Sandlands","Red Blend","Red Blend","Red Table Wine","Unknown","USA","California","Central Valley","Lodi"
"4237537","100000411","3/4/2021","5/22/2021","Liner & Elsen","USD","1","76.99","76.99","USD","1","0","OrderId:100000411","True","375ml","2013","Pol Roger Champagne Cuvée Sir Winston Churchill","France, Champagne","White - Sparkling","White","Sparkling","Pol Roger","Champagne Blend","Champagne Blend","Cuvée Sir Winston Churchill","Unknown","France","Champagne","Unknown","Champagne"
"4294988","100000412","3/25/2021","4/26/2021","Chambers Street","USD","1","160.66","160.66","USD","2","1","OrderId:100000412","True","750ml","2001","Emidio Pepe Montepulciano d'Abruzzo Vecchie Vigne","Italy, Abruzzi, Montepulciano d'Abruzzo","Red","Red","Dry","Emidio Pepe","Montepulciano","Montepulciano","Vecchie Vigne","Unknown","Italy","Abruzzi","Unknown","Montepulciano d'Abruzzo"
"4770198","100000413","3/12/2021","2/9/2022","List Allocation","USD","1","35.76","35.76","USD","2","0","OrderId:500000055","True","750ml","2022","Stein Palmberg Riesling Kabinett trocken Alte Reben","Germany, Mosel Saar Ruwer","White","White","Dry","Stein","Riesling","Riesling","Kabinett trocken Alte Reben","Palmberg","Germany","Mosel Saar Ruwer","Unknown","Unknown"
"820950","100000414","3/12/2021","8/25/2021","List Allocation","USD","1","67.06","67.06","USD","3","0","OrderId:500000055","True","750ml","2008","Domaine Drouhin Oregon Pinot Noir","USA, Oregon, Willamette Valley","Red","Red","Dry","Domaine Drouhin Oregon","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"4790451","100000415","3/23/2021","4/5/2021","WineBid","USD","1","52.32","52.32","USD","4","2","OrderId:100000415","True","750ml","2022","Arterberry Maresh Pinot Noir Old Vines","USA, Oregon, Willamette Valley, Dundee Hills","Red","Red","Dry","Arterberry Maresh","Pinot Noir","Pinot Noir","Old Vines","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"4479861","100000416","3/4/2021","1/31/2022","Cellar Allocation","USD","1","36.88","36.88","USD","5","0","OrderId:500000056","True","750ml","2021","Patricia Green Cellars Pinot Noir Wind Ridge Vineyard","USA, Oregon, Willamette Valley, Ribbon Ridge","Red","Red","Dry","Patricia Green Cellars","Pinot Noir","Pinot Noir","Unknown","Wind Ridge Vineyard","USA","Oregon","Willamette Valley","Ribbon Ridge"
"90384","100000417","3/4/2021","12/22/2021","Cellar Allocation","USD","1","225.75","225.75","USD","3","0","OrderId:500000056","True","750ml","2002","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Red","Red","Dry","Domaine des Lambrays","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru"
"3678780","100000418","3/14/2021","5/11/2021","Chambers Street","USD","1","84.34","84.34","USD","1","0","OrderId:100000418","True","750ml","2019","Patricia Green Cellars Pinot Noir Marine Sedimentary Chehalem Mountains","USA, Oregon, Willamette Valley, Chehalem Mountains","Red","Red","Dry","Patricia Green Cellars","Pinot Noir","Pinot Noir","Marine Sedimentary","Unknown","USA","Oregon","Willamette Valley","Chehalem Mountains"
"1068764","100000419","3/7/2021","3/19/2022","Mailing List","USD","1","79.85","79.85","USD","3","0","OrderId:500000054","True","750ml","2008","Laurent-Perrier Champagne Brut Millésimé","France, Champagne","White - Sparkling","White","Sparkling","Laurent-Perrier","Champagne Blend","Champagne Blend","Brut Millésimé","Unknown","France","Champagne","Unknown","Champagne"
"1728017","100000420","3/7/2021","10/17/2021","Mailing List","USD","1","50.66","50.66","USD","1","0","OrderId:500000054","True","750ml","2012","Rhys Pinot Noir Family Farm Vineyard","USA, California, San Francisco Bay, San Mateo County","Red","Red","Dry","Rhys","Pinot Noir","Pinot Noir","Unknown","Family Farm Vineyard","USA","California","San Francisco Bay","San Mateo County"
"4893876","100000421","3/4/2021","9/14/2021","Cellar Allocation","USD","1","158.90","158.90","USD","1","0","OrderId:500000056","True","750ml","2022","Domaine Denis Bachelet Gevrey-Chambertin Les Evocelles Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Red","Dry","Domaine Denis Bachelet","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Evocelles","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"3510209","100000422","3/4/2021","12/4/2021","Cellar Allocation","USD","1","53.91","53.91","USD","6","0","OrderId:500000056","True","750ml","1001","Bérêche et Fils Champagne Brut Réserve Vieilles Vignes","France, Champagne","White - Sparkling","White","Sparkling","Bérêche et Fils","Champagne Blend","Champagne Blend","Brut Réserve Vieilles Vignes","Unknown","France","Champagne","Unknown","Champagne"
"4828037","100000423","3/26/2021","4/14/2021","K&L Wine Merchants","USD","1","67.84","67.84","USD","2","2","OrderId:100000423","True","750ml","2021","Bérêche et Fils Champagne Rive Gauche","France, Champagne","White - Sparkling","White","Sparkling","Bérêche et Fils","Pinot Meunier","Pinot Meunier","Rive Gauche","Unknown","France","Champagne","Unknown","Champagne"
"3426216","100000424","3/12/2021","5/25/2021","K&L Wine Merchants","USD","1","174.60","174.60","USD","2","0","OrderId:100000424","True","750ml","2016","Cameron Julia Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Red","Dry","Cameron","Pinot Noir","Pinot Noir","Julia","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"1691753","100000425","4/27/2021","6/17/2021","Flatiron Wines","USD","1","291.09","291.09","USD","1","0","OrderId:100000425","True","750ml","2009","Marcassin Pinot Noir Marcassin Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Marcassin","Pinot Noir","Pinot Noir","Unknown","Marcassin Vineyard","USA","California","Sonoma County","Sonoma Coast"
"3903177","100000426","4/20/2021","6/4/2021","WineBid","USD","1","142.06","142.06","USD","5","4","OrderId:100000426","True","1.5L","2018","Spottswoode Cabernet Sauvignon Lyndenhurst","USA, California, Napa Valley, St. Helena","Red","Red","Dry","Spottswoode","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Lyndenhurst","USA","California","Napa Valley","St. Helena"
"3038305","100000427","4/21/2021","6/30/2021","Cellar Allocation","USD","1","31.69","31.69","USD","3","2","OrderId:500000058","True","750ml","2016","Acquiesce Grenache Blanc Methode Champenoise","USA, California, Central Valley, Lodi","White - Sparkling","White","Sparkling","Acquiesce","Grenache Blanc","Grenache","Methode Champenoise","Unknown","USA","California","Central Valley","Lodi"
"5173236","100000428","4/25/2021","11/15/2021","Winery Direct","USD","1","74.60","74.60","USD","2","1","OrderId:500000057","True","750ml","2022","Hirsch Vineyards Pinot Noir Raschen Ridge","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Hirsch Vineyards","Pinot Noir","Pinot Noir","Raschen Ridge","Unknown","USA","California","Sonoma County","Sonoma Coast"
"5060889","100000429","4/23/2021","6/20/2021","WineBid","USD","1","76.24","76.24","USD","2","2","OrderId:100000429","True","750ml","2013","Charles Heintz Madison Hailey Blanc de Blancs","USA, California, Sonoma County, Sonoma Coast","White - Sparkling","White","Sparkling","Charles Heintz","Chardonnay","Chardonnay","Madison Hailey Blanc de Blancs","Unknown","USA","California","Sonoma County","Sonoma Coast"
"1068764","100000430","4/2/2021","6/21/2021","K&L Auctions","USD","1","38.23","38.23","USD","1","1","OrderId:100000430","True","375ml","2008","Laurent-Perrier Champagne Brut Millésimé","France, Champagne","White - Sparkling","White","Sparkling","Laurent-Perrier","Champagne Blend","Champagne Blend","Brut Millésimé","Unknown","France","Champagne","Unknown","Champagne"
"1579537","100000431","4/13/2021","6/3/2021","Liner & Elsen","USD","1","69.91","69.91","USD","5","1","OrderId:100000431","True","750ml","1001","Alexandre Filaine Champagne Cuvée Spéciale","France, Champagne","White - Sparkling","White","Sparkling","Alexandre Filaine","Champagne Blend","Champagne Blend","Cuvée Spéciale","Unknown","France","Champagne","Unknown","Champagne"
"4194681","100000432","4/25/2021","4/26/2022","Winery Direct","USD","1","76.37","76.37","USD","2","2","OrderId:500000057","True","750ml","2020","Arnaud Mortet Gevrey-Chambertin Ma Cuveé","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Red","Dry","Arnaud Mortet","Pinot Noir","Pinot Noir","Ma Cuveé","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"4348327","100000433","4/7/2021","4/14/2021","Astor Wines","USD","1","162.01","162.01","USD","2","2","OrderId:100000433","True","750ml","2020","Antica Terra Chardonnay Aequorin","USA, Oregon, Willamette Valley","White","White","Dry","Antica Terra","Chardonnay","Chardonnay","Aequorin","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"2061850","100000434","4/21/2021","12/5/2021","Cellar Allocation","USD","1","31.89","31.89","USD","1","0","OrderId:500000058","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"4905013","100000435","4/10/2021","5/18/2021","Bottleshop","USD","1","56.53","56.53","USD","2","1","OrderId:100000435","True","750ml","2022","Whitcraft Winery Pinot Noir La Rinconada Vineyard","USA, California, Central Coast, Sta. Rita Hills","Red","Red","Dry","Whitcraft Winery","Pinot Noir","Pinot Noir","Unknown","La Rinconada Vineyard","USA","California","Central Coast","Sta. Rita Hills"
"1560306","100000436","4/25/2021","5/5/2022","Winery Direct","USD","1","74.83","74.83","USD","5","3","OrderId:500000057","True","750ml","2009","Williams Selyem Pinot Noir Westside Road Neighbors","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Westside Road Neighbors","USA","California","Sonoma County","Russian River Valley"
"2926502","100000437","4/6/2021","10/4/2021","Mailer","USD","1","182.25","182.25","USD","2","1","OrderId:500000059","True","750ml","2016","Domaine Denis Bachelet Gevrey-Chambertin Les Evocelles Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Red","Dry","Domaine Denis Bachelet","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Evocelles","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"5158344","100000438","4/1/2021","4/14/2021","Astor Wines","USD","1","68.97","68.97","USD","2","2","OrderId:100000438","True","750ml","2022","Hirsch Vineyards Pinot Noir Maritime","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Hirsch Vineyards","Pinot Noir","Pinot Noir","Maritime","Unknown","USA","California","Sonoma County","Sonoma Coast"
"2648304","100000439","4/25/2021","4/1/2022","Winery Direct","USD","1","19.43","19.43","USD","1","1","OrderId:500000057","True","750ml","2016","Château Marsau","France, Bordeaux, Libournais, Francs Côtes de Bordeaux","Red","Red","Dry","Château Marsau","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Francs Côtes de Bordeaux"
"4791414","100000440","4/25/2021","9/17/2021","Winery Direct","USD","1","44.67","44.67","USD","3","2","OrderId:500000057","True","750ml","2022","Hirsch Vineyards Pinot Noir San Andreas Fault","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Hirsch Vineyards","Pinot Noir","Pinot Noir","San Andreas Fault","Unknown","USA","California","Sonoma County","Sonoma Coast"
"3335382","100000441","4/26/2021","7/28/2023","Liner & Elsen","USD","1","62.36","62.36","USD","3","2","OrderId:100000441","True","750ml","2018","Jacques-Frédéric Mugnier Chambolle-Musigny 1er Cru Les Fuées","France, Burgundy, Côte de Nuits, Chambolle-Musigny 1er Cru","Red","Red","Dry","Jacques-Frédéric Mugnier","Pinot Noir","Pinot Noir","Unknown","Les Fuées","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru"
"3154108","100000442","4/24/2021","7/3/2021","Bottleshop","USD","1","37.32","37.32","USD","3","2","OrderId:100000442","True","750ml","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Red","Dry","Rene Rostaing","Syrah","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"4234207","100000443","4/25/2021","2/1/2022","Winery Direct","USD","1","29.77","29.77","USD","2","2","OrderId:500000057","True","750ml","2020","Domaine de Montille Bourgogne","France, Burgundy, Bourgogne","Red","Red","Dry","Domaine de Montille","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne"
