"iInventory","Pending","Barcode","WineBarcode","Price","Size","iWine","Type","Vintage","Wine","Producer","Varietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","Note","StoreName","PurchaseDate","PurchaseNote","Location","Bin"
"200001651","0","0200001651","W2112751_750ml","96.62","750ml","2112751","Red","2014","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar",""
"200001652","0","0200001652","W2112751_750ml","96.62","750ml","2112751","Red","2014","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Off-site Storage","75-B"
"200001653","0","0200001653","W2112751_750ml","96.62","750ml","2112751","Red","2014","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar","59-E"
"200001656","0","0200001656","W2293523_750ml","52.05","750ml","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","Roger Coulon","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar",""
"200001657","0","0200001657","W2293523_750ml","52.05","750ml","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","Roger Coulon","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar","48-D"
"200001659","0","0200001659","W3869845_750ml","129.36","750ml","3869845","Red","2019","Domaine Bruno Clair Chambolle-Musigny 1er Cru Les Charmes","Domaine Bruno Clair","Pinot Noir","Unknown","Les Charmes","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar","67-D"
"200001660","0","0200001660","W3869845_750ml","129.36","750ml","3869845","Red","2019","Domaine Bruno Clair Chambolle-Musigny 1er Cru Les Charmes","Domaine Bruno Clair","Pinot Noir","Unknown","Les Charmes","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar",""
"200001662","0","0200001662","W1186851_750ml","0.00","750ml","1186851","White","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","François Raveneau","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru","","Gift","11/9/2021","OrderId:100000573","Home Cellar",""
"200001663","0","0200001663","W3204_750ml","241.65","750ml","3204","Red","1992","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","Heitz Cellar","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","","Flatiron Wines","11/14/2021","OrderId:100000574","Off-site Storage","54-C"
"200001664","0","0200001664","W1186851_750ml","387.75","750ml","1186851","White","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","François Raveneau","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Kitchen",""
"200001665","0","0200001665","W1186851_750ml","387.75","750ml","1186851","White","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","François Raveneau","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru","","Mailer","11/17/2021","OrderId:500000075","Home Cellar",""
"200001668","0","0200001668","W4905013_1.5L","113.18","1.5L","4905013","Red","2022","Whitcraft Winery Pinot Noir La Rinconada Vineyard","Whitcraft Winery","Pinot Noir","Unknown","La Rinconada Vineyard","USA","California","Central Coast","Sta. Rita Hills","","Winery Direct","11/19/2021","OrderId:500000076","Home Cellar",""
"200001669","0","0200001669","W4905013_1.5L","113.18","1.5L","4905013","Red","2022","Whitcraft Winery Pinot Noir La Rinconada Vineyard","Whitcraft Winery","Pinot Noir","Unknown","La Rinconada Vineyard","USA","California","Central Coast","Sta. Rita Hills","","Winery Direct","11/19/2021","OrderId:500000076","Off-site Storage","87-D"
"200001670","0","0200001670","W4905013_1.5L","113.18","1.5L","4905013","Red","2022","Whitcraft Winery Pinot Noir La Rinconada Vineyard","Whitcraft Winery","Pinot Noir","Unknown","La Rinconada Vineyard","USA","California","Central Coast","Sta. Rita Hills","","Winery Direct","11/19/2021","OrderId:500000076","Home Cellar","69-C"
"200001671","0","0200001671","W4905013_1.5L","113.18","1.5L","4905013","Red","2022","Whitcraft Winery Pinot Noir La Rinconada Vineyard","Whitcraft Winery","Pinot Noir","Unknown","La Rinconada Vineyard","USA","California","Central Coast","Sta. Rita Hills","","Winery Direct","11/19/2021","OrderId:500000076","Home Cellar","30-F"
"200001673","0","0200001673","W117283_750ml","64.02","750ml","117283","Red","2003","Claude Dugat Gevrey-Chambertin 1er Cru Lavaux St. Jacques","Claude Dugat","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","K&L Wine Merchants","11/5/2021","OrderId:100000579","Kitchen","24-E"
"200001674","0","0200001674","W117283_750ml","64.02","750ml","117283","Red","2003","Claude Dugat Gevrey-Chambertin 1er Cru Lavaux St. Jacques","Claude Dugat","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","K&L Wine Merchants","11/5/2021","OrderId:100000579","Off-site Storage","03-C"
"200001675","0","0200001675","W117283_750ml","64.02","750ml","117283","Red","2003","Claude Dugat Gevrey-Chambertin 1er Cru Lavaux St. Jacques","Claude Dugat","Pinot Noir","Unknown","Lavaux St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","K&L Wine Merchants","11/5/2021","OrderId:100000579","Kitchen","32-B"
"200001676","0","0200001676","W804511_750ml","15.07","750ml","804511","Red","2006","Adelsheim Pinot Noir Ribbon Springs","Adelsheim","Pinot Noir","Unknown","Ribbon Springs","USA","Oregon","Willamette Valley","Ribbon Ridge","","Bottleshop","11/23/2021","OrderId:100000580","Home Cellar","68-E"
"200001677","0","0200001677","W804511_750ml","15.07","750ml","804511","Red","2006","Adelsheim Pinot Noir Ribbon Springs","Adelsheim","Pinot Noir","Unknown","Ribbon Springs","USA","Oregon","Willamette Valley","Ribbon Ridge","","Bottleshop","11/23/2021","OrderId:100000580","Off-site Storage","37-B"
"200001678","0","0200001678","W4958295_750ml","73.92","750ml","4958295","White - Sparkling","2014","Roger Coulon Champagne Blanc de Noirs Millesime","Roger Coulon","Pinot Blend","Blanc de Noirs Millesime","Unknown","France","Champagne","Unknown","Champagne","","Vinopolis","11/1/2021","OrderId:100000581","Home Cellar","50-E"
"200001679","0","0200001679","W4107907_750ml","0.00","750ml","4107907","Red","2020","Ridge Zinfandel Pagani Ranch","Ridge","Zinfandel","Unknown","Pagani Ranch","USA","California","Sonoma County","Sonoma Valley","","Gift","11/23/2021","OrderId:100000582","Home Cellar","13-A"
"200001680","0","0200001680","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Off-site Storage","35-E"
"200001681","0","0200001681","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","11-C"
"200001683","0","0200001683","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","73-F"
"200001684","0","0200001684","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","66-C"
"200001685","0","0200001685","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","08-C"
"200001686","0","0200001686","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","76-F"
"200001689","0","0200001689","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","15-C"
"200001690","0","0200001690","W2576182_750ml","266.45","750ml","2576182","Red","2015","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","71-E"
"200001693","0","0200001693","W2826713_750ml","0.00","750ml","2826713","Red","2015","Cameron Pinot Noir Abbey Ridge","Cameron","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills","","Gift","12/16/2021","OrderId:100000584","Home Cellar",""
"200001697","0","0200001697","W2434732_750ml","252.07","750ml","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","Krug","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","75-E"
"200001698","0","0200001698","W2434732_750ml","252.07","750ml","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","Krug","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","12/9/2021","OrderId:500000077","Kitchen",""
"200001701","0","0200001701","W2434732_750ml","252.07","750ml","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","Krug","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","12/9/2021","OrderId:500000077","Home Cellar","48-B"
"200001702","0","0200001702","W3834454_750ml","477.75","750ml","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Liner & Elsen","12/10/2021","OrderId:100000586","Off-site Storage","96-D"
"200001703","0","0200001703","W3834454_750ml","477.75","750ml","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Liner & Elsen","12/10/2021","OrderId:100000586","Home Cellar","68-F"
"200001705","0","0200001705","W4781934_750ml","82.38","750ml","4781934","Red","2021","Hirsch Vineyards Pinot Noir Block 8","Hirsch Vineyards","Pinot Noir","Block 8","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","12/9/2021","OrderId:500000077","Off-site Storage",""
"200001706","0","0200001706","W3038305_750ml","34.05","750ml","3038305","White - Sparkling","2016","Acquiesce Grenache Blanc Methode Champenoise","Acquiesce","Grenache Blanc","Methode Champenoise","Unknown","USA","California","Central Valley","Lodi","","Cellar Allocation","12/2/2021","OrderId:500000078","Home Cellar","89-E"
"200001708","0","0200001708","W4383289_750ml","70.92","750ml","4383289","Red","2021","Château Thivin Côte de Brouilly","Château Thivin","Gamay","Unknown","Unknown","France","Burgundy","Beaujolais","Côte de Brouilly","","Cellar Allocation","12/2/2021","OrderId:500000078","Home Cellar","89-D"
"200001709","0","0200001709","W4383289_750ml","70.92","750ml","4383289","Red","2021","Château Thivin Côte de Brouilly","Château Thivin","Gamay","Unknown","Unknown","France","Burgundy","Beaujolais","Côte de Brouilly","","Cellar Allocation","12/2/2021","OrderId:500000078","Home Cellar","58-E"
"200001710","0","0200001710","W4383289_750ml","70.92","750ml","4383289","Red","2021","Château Thivin Côte de Brouilly","Château Thivin","Gamay","Unknown","Unknown","France","Burgundy","Beaujolais","Côte de Brouilly","","Cellar Allocation","12/2/2021","OrderId:500000078","Off-site Storage","97-D"
"200001711","0","0200001711","W4383289_750ml","70.92","750ml","4383289","Red","2021","Château Thivin Côte de Brouilly","Château Thivin","Gamay","Unknown","Unknown","France","Burgundy","Beaujolais","Côte de Brouilly","","Cellar Allocation","12/2/2021","OrderId:500000078","Kitchen","86-D"
"200001712","0","0200001712","W5270913_1.5L","210.03","1.5L","5270913","Red","2023","Marchand & Tawse / Pascal Marchand Corton","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Mailer","1/16/2022","OrderId:500000081","Kitchen","14-E"
"200001713","0","0200001713","W5270913_1.5L","210.03","1.5L","5270913","Red","2023","Marchand & Tawse / Pascal Marchand Corton","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Mailer","1/16/2022","OrderId:500000081","Kitchen","04-D"
"200001714","0","0200001714","W5270913_1.5L","210.03","1.5L","5270913","Red","2023","Marchand & Tawse / Pascal Marchand Corton","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Mailer","1/16/2022","OrderId:500000081","Off-site Storage","11-A"
"200001715","0","0200001715","W5270913_1.5L","210.03","1.5L","5270913","Red","2023","Marchand & Tawse / Pascal Marchand Corton","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Mailer","1/16/2022","OrderId:500000081","Off-site Storage","36-D"
"200001716","0","0200001716","W5270913_1.5L","210.03","1.5L","5270913","Red","2023","Marchand & Tawse / Pascal Marchand Corton","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Mailer","1/16/2022","OrderId:500000081","Kitchen",""
"200001717","0","0200001717","W5270913_1.5L","210.03","1.5L","5270913","Red","2023","Marchand & Tawse / Pascal Marchand Corton","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Mailer","1/16/2022","OrderId:500000081","Home Cellar","49-F"
"200001718","0","0200001718","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Off-site Storage","25-E"
"200001719","0","0200001719","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar",""
"200001720","0","0200001720","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","68-F"
"200001721","0","0200001721","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Off-site Storage","33-C"
"200001724","0","0200001724","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","52-B"
"200001726","0","0200001726","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Off-site Storage","45-F"
"200001727","0","0200001727","W3050280_750ml","84.12","750ml","3050280","Red","2016","Rhys Pinot Noir Skyline Vineyard","Rhys","Pinot Noir","Unknown","Skyline Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","43-F"
"200001729","0","0200001729","W4140476_750ml","125.93","750ml","4140476","White","2020","Vincent Dauvissat (René & Vincent) Chablis 1er Cru Vaillons","Vincent Dauvissat (René & Vincent)","Chardonnay","Unknown","Vaillons","France","Burgundy","Chablis","Chablis 1er Cru","","Chambers Street","1/1/2022","OrderId:100000593","Home Cellar","54-C"
"200001730","0","0200001730","W3353586_750ml","80.83","750ml","3353586","Red","2018","Domaine Michel Lafarge Beaune 1er Cru Clos des Aigrots","Domaine Michel Lafarge","Pinot Noir","Unknown","Clos des Aigrots","France","Burgundy","Côte de Beaune","Beaune 1er Cru","","Winery Direct","1/7/2022","OrderId:500000079","Kitchen","97-F"
"200001731","0","0200001731","W5270912_750ml","175.00","750ml","5270912","Red","2023","Marchand & Tawse / Pascal Marchand Clos Saint-Denis","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","52-E"
"200001732","0","0200001732","W5270912_750ml","175.00","750ml","5270912","Red","2023","Marchand & Tawse / Pascal Marchand Clos Saint-Denis","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Kitchen","22-D"
"200001733","0","0200001733","W5270912_750ml","175.00","750ml","5270912","Red","2023","Marchand & Tawse / Pascal Marchand Clos Saint-Denis","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","05-C"
"200001734","0","0200001734","W5270912_750ml","175.00","750ml","5270912","Red","2023","Marchand & Tawse / Pascal Marchand Clos Saint-Denis","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","95-A"
"200001735","0","0200001735","W5270912_750ml","175.00","750ml","5270912","Red","2023","Marchand & Tawse / Pascal Marchand Clos Saint-Denis","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Kitchen","35-B"
"200001736","0","0200001736","W5270912_750ml","175.00","750ml","5270912","Red","2023","Marchand & Tawse / Pascal Marchand Clos Saint-Denis","Marchand & Tawse / Pascal Marchand","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","13-A"
"200001737","0","0200001737","W3806772_1.5L","0.00","1.5L","3806772","Red","2017","E. Pira & Figli (Chiara Boschis) Barolo Cannubi","E. Pira & Figli (Chiara Boschis)","Nebbiolo","Unknown","Cannubi","Italy","Piedmont","Langhe","Barolo","","Gift","1/2/2022","OrderId:100000596","Home Cellar","59-A"
"200001738","0","0200001738","W3774870_750ml","85.07","750ml","3774870","White - Sparkling","1001","Egly-Ouriet Champagne Les Prémices","Egly-Ouriet","Champagne Blend","Unknown","Les Prémices","France","Champagne","Unknown","Champagne","","Mailer","1/16/2022","OrderId:500000081","Kitchen","57-A"
"200001739","0","0200001739","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Kitchen","73-F"
"200001741","0","0200001741","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Home Cellar","98-B"
"200001742","0","0200001742","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Kitchen","30-C"
"200001743","0","0200001743","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Home Cellar","01-D"
"200001744","0","0200001744","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Off-site Storage",""
"200001745","0","0200001745","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Home Cellar","95-A"
"200001746","0","0200001746","W834267_750ml","244.72","750ml","834267","Red","1989","Domaine Ponsot Griotte-Chambertin","Domaine Ponsot","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru","","Mailing List","1/3/2022","OrderId:500000080","Off-site Storage","20-F"
"200001747","0","0200001747","W4977739_750ml","27.40","750ml","4977739","Red","2022","Domaine Lafouge Auxey-Duresses 1er Cru Les Duresses Rouge","Domaine Lafouge","Pinot Noir","Rouge","Les Duresses","France","Burgundy","Côte de Beaune","Auxey-Duresses 1er Cru","","Chambers Street","1/26/2022","OrderId:100000599","Home Cellar","51-F"
"200001748","0","0200001748","W4977739_750ml","27.40","750ml","4977739","Red","2022","Domaine Lafouge Auxey-Duresses 1er Cru Les Duresses Rouge","Domaine Lafouge","Pinot Noir","Rouge","Les Duresses","France","Burgundy","Côte de Beaune","Auxey-Duresses 1er Cru","","Chambers Street","1/26/2022","OrderId:100000599","Kitchen","51-F"
"200001749","0","0200001749","W4977739_750ml","27.40","750ml","4977739","Red","2022","Domaine Lafouge Auxey-Duresses 1er Cru Les Duresses Rouge","Domaine Lafouge","Pinot Noir","Rouge","Les Duresses","France","Burgundy","Côte de Beaune","Auxey-Duresses 1er Cru","","Chambers Street","1/26/2022","OrderId:100000599","Home Cellar","49-E"
"200001750","0","0200001750","W4977739_750ml","27.40","750ml","4977739","Red","2022","Domaine Lafouge Auxey-Duresses 1er Cru Les Duresses Rouge","Domaine Lafouge","Pinot Noir","Rouge","Les Duresses","France","Burgundy","Côte de Beaune","Auxey-Duresses 1er Cru","","Chambers Street","1/26/2022","OrderId:100000599","Home Cellar","17-C"
"200001752","0","0200001752","W96764_750ml","86.90","750ml","96764","Red","1999","Domaine Drouhin Oregon Pinot Noir","Domaine Drouhin Oregon","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","","Mailing List","1/3/2022","OrderId:500000080","Off-site Storage","85-E"
"200001753","0","0200001753","W4479861_750ml","42.86","750ml","4479861","Red","2021","Patricia Green Cellars Pinot Noir Wind Ridge Vineyard","Patricia Green Cellars","Pinot Noir","Unknown","Wind Ridge Vineyard","USA","Oregon","Willamette Valley","Ribbon Ridge","","Mailing List","1/3/2022","OrderId:500000080","Home Cellar","37-C"
"200001754","0","0200001754","W5270687_750ml","47.87","750ml","5270687","Red","2023","Hirsch Vineyards Pinot Noir The Family Blend","Hirsch Vineyards","Pinot Noir","The Family Blend","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","08-D"
"200001755","0","0200001755","W5270687_750ml","47.87","750ml","5270687","Red","2023","Hirsch Vineyards Pinot Noir The Family Blend","Hirsch Vineyards","Pinot Noir","The Family Blend","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","1/7/2022","OrderId:500000079","Kitchen",""
"200001756","0","0200001756","W5270687_750ml","47.87","750ml","5270687","Red","2023","Hirsch Vineyards Pinot Noir The Family Blend","Hirsch Vineyards","Pinot Noir","The Family Blend","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","90-A"
"200001758","0","0200001758","W5270687_750ml","47.87","750ml","5270687","Red","2023","Hirsch Vineyards Pinot Noir The Family Blend","Hirsch Vineyards","Pinot Noir","The Family Blend","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","1/7/2022","OrderId:500000079","Off-site Storage","48-E"
"200001759","0","0200001759","W5270687_750ml","47.87","750ml","5270687","Red","2023","Hirsch Vineyards Pinot Noir The Family Blend","Hirsch Vineyards","Pinot Noir","The Family Blend","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","1/7/2022","OrderId:500000079","Kitchen","20-E"
"200001762","0","0200001762","W2892930_750ml","190.09","750ml","2892930","Red","2016","Domaine Bruno Clair Bonnes Mares","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Bonnes Mares Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Off-site Storage","75-E"
"200001764","0","0200001764","W3037426_750ml","523.64","750ml","3037426","Red","2017","Joseph Drouhin Musigny","Joseph Drouhin","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Musigny Grand Cru","","Winery Direct","1/7/2022","OrderId:500000079","Home Cellar","54-C"
