"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50000349","1773313","Red","11/12/2024","2024","11","12","750ml","Drank from my cellar","USD","150.44","150.44","0","USD","","OrderId:500000012","","Home Cellar","68-E","2012","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000350","1773313","Red","1/3/2024","2024","1","3","750ml","Drank from my cellar","USD","150.44","150.44","0","USD","","OrderId:500000012","","Home Cellar","26-E","2012","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50000351","5071556","White - Sparkling","5/24/2020","2020","5","24","750ml","Drank from my cellar","USD","225.82","225.82","0","USD","ribeye on the grill with Sam","OrderId:100000113","","Kitchen","33-B","1001","Bérêche et Fils Champagne Grand Cru Aÿ","France, Champagne, Champagne Grand Cru","White","Sparkling","Champagne Blend","Champagne Blend","Unknown","Aÿ","France","Champagne","Unknown","Champagne Grand Cru"
"50000352","5071556","White - Sparkling","1/5/2020","2020","1","5","750ml","Drank from my cellar","USD","225.82","225.82","0","USD","paella with Sam","OrderId:100000113","","Home Cellar","07-E","1001","Bérêche et Fils Champagne Grand Cru Aÿ","France, Champagne, Champagne Grand Cru","White","Sparkling","Champagne Blend","Champagne Blend","Unknown","Aÿ","France","Champagne","Unknown","Champagne Grand Cru"
"50000353","5071556","White - Sparkling","8/2/2020","2020","8","2","750ml","Drank from my cellar","USD","225.82","225.82","0","USD","Dinner at Le Pigeon with Sam and the Nguyen family","OrderId:100000113","","Home Cellar","80-D","1001","Bérêche et Fils Champagne Grand Cru Aÿ","France, Champagne, Champagne Grand Cru","White","Sparkling","Champagne Blend","Champagne Blend","Unknown","Aÿ","France","Champagne","Unknown","Champagne Grand Cru"
"50000354","5071556","White - Sparkling","12/9/2020","2020","12","9","750ml","Drank from my cellar","USD","225.82","225.82","0","USD","Dinner at Nostrana with Sam and Kate and Josh","OrderId:100000113","","Kitchen","12-C","1001","Bérêche et Fils Champagne Grand Cru Aÿ","France, Champagne, Champagne Grand Cru","White","Sparkling","Champagne Blend","Champagne Blend","Unknown","Aÿ","France","Champagne","Unknown","Champagne Grand Cru"
"50000355","1366736","Red","8/24/2021","2021","8","24","750ml","Drank from my cellar","USD","100.75","100.75","0","USD","","OrderId:500000014","","Off-site Storage","02-E","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru"
"50000356","1366736","Red","8/14/2022","2022","8","14","750ml","Drank from my cellar","USD","100.75","100.75","0","USD","Saturday roast with Sam and Iris and Theo and Mira","OrderId:500000014","","Home Cellar","97-A","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru"
"50000357","2061850","Red","8/17/2023","2023","8","17","750ml","Drank from my cellar","USD","35.20","35.20","0","USD","","OrderId:500000013","","Home Cellar","99-E","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50000358","2061850","Red","12/1/2019","2019","12","1","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","book club Friday — February 2020","OrderId:100000116","","Home Cellar","30-A","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50000359","2061850","Red","11/25/2019","2019","11","25","750ml","Gave away","USD","0.00","0.00","0","USD","Gift to book club","OrderId:100000116","","Home Cellar","64-A","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50000360","3035645","Red","1/17/2025","2025","1","17","750ml","Drank from my cellar","USD","137.23","137.23","0","USD","ramen with Sam","OrderId:100000117","","Kitchen","39-A","2017","Domaine G. Roumier / Christophe Roumier Morey-Saint-Denis 1er Cru Clos de La Bussière","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos de La Bussière","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000361","3035645","Red","1/27/2026","2026","1","27","750ml","Drank from my cellar","USD","137.23","137.23","0","USD","","OrderId:100000117","slightly depressed cork","Kitchen","93-D","2017","Domaine G. Roumier / Christophe Roumier Morey-Saint-Denis 1er Cru Clos de La Bussière","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos de La Bussière","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000362","4219918","Red","1/7/2026","2026","1","7","750ml","Drank from my cellar","USD","44.92","44.92","0","USD","salad and leftovers with Sam and Iris and Theo","OrderId:100000118","","Home Cellar","35-B","2019","Ridge Petite Sirah Lytton Estate","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Lytton Estate","USA","California","Sonoma County","Dry Creek Valley"
"50000363","4219918","Red","3/4/2022","2022","3","4","750ml","Drank from my cellar","USD","44.92","44.92","0","USD","book club Friday — March 2022","OrderId:100000118","","Off-site Storage","04-F","2019","Ridge Petite Sirah Lytton Estate","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Lytton Estate","USA","California","Sonoma County","Dry Creek Valley"
"50000364","4219918","Red","2/4/2020","2020","2","4","750ml","Drank from my cellar","USD","44.92","44.92","0","USD","book club Friday — March 2020","OrderId:100000118","","Off-site Storage","64-F","2019","Ridge Petite Sirah Lytton Estate","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Lytton Estate","USA","California","Sonoma County","Dry Creek Valley"
"50000365","4551217","Red","8/3/2020","2020","8","3","750ml","Drank from my cellar","USD","82.52","82.52","0","USD","sheet-pan dinner with Sam and Iris and Theo","OrderId:100000119","slightly depressed cork","Home Cellar","24-D","2019","E. Pira & Figli (Chiara Boschis) Barolo Cannubi","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Cannubi","Italy","Piedmont","Langhe","Barolo"
"50000366","4938107","White","5/3/2021","2021","5","3","750ml","Drank from my cellar","USD","64.33","64.33","0","USD","","OrderId:500000013","","Kitchen","90-C","2020","Domaine des Tours Grenache Blanc Vaucluse Les Tours","France, Rhône, Southern Rhône, Vaucluse","White","Dry","Grenache Blanc","Grenache","Les Tours","Unknown","France","Rhône","Southern Rhône","Vaucluse"
"50000367","4938107","White","4/3/2023","2023","4","3","750ml","Drank from my cellar","USD","64.33","64.33","0","USD","Dinner at Castagna with Sam","OrderId:500000013","","Off-site Storage","50-D","2020","Domaine des Tours Grenache Blanc Vaucluse Les Tours","France, Rhône, Southern Rhône, Vaucluse","White","Dry","Grenache Blanc","Grenache","Les Tours","Unknown","France","Rhône","Southern Rhône","Vaucluse"
"50000368","4938107","White","12/13/2021","2021","12","13","750ml","Drank from my cellar","USD","64.33","64.33","0","USD","book club Friday — March 2021","OrderId:500000013","","Home Cellar","63-C","2020","Domaine des Tours Grenache Blanc Vaucluse Les Tours","France, Rhône, Southern Rhône, Vaucluse","White","Dry","Grenache Blanc","Grenache","Les Tours","Unknown","France","Rhône","Southern Rhône","Vaucluse"
"50000369","4938107","White","7/20/2020","2020","7","20","750ml","Drank from my cellar","USD","64.33","64.33","0","USD","stir-fry with Sam","OrderId:500000013","","Off-site Storage","46-C","2020","Domaine des Tours Grenache Blanc Vaucluse Les Tours","France, Rhône, Southern Rhône, Vaucluse","White","Dry","Grenache Blanc","Grenache","Les Tours","Unknown","France","Rhône","Southern Rhône","Vaucluse"
"50000370","1877923","Red","5/2/2020","2020","5","2","750ml","Drank from my cellar","USD","70.94","70.94","0","USD","Saturday roast with Sam and Iris and Theo and book club","OrderId:500000013","","Off-site Storage","51-E","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000371","1877923","Red","5/25/2020","2020","5","25","750ml","Drank from my cellar","USD","70.94","70.94","0","USD","Tuesday risotto with Sam and Iris and Theo","OrderId:500000013","","Home Cellar","","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000372","1877923","Red","10/1/2021","2021","10","1","750ml","Drank from my cellar","USD","70.94","70.94","0","USD","book club Friday — October 2021","OrderId:500000013","","Kitchen","","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50000373","2595652","Red","4/7/2020","2020","4","7","750ml","Drank from my cellar","USD","173.62","173.62","0","USD","tacos with Sam","OrderId:100000122","","Home Cellar","46-A","2013","Sine Qua Non Syrah Le Supplément Eleven Confessions Vineyard","USA, California, Central Coast","Red","Dry","Syrah","Syrah","Le Supplément","Eleven Confessions Vineyard","USA","California","Central Coast","Central Coast"
"50000374","2595652","Red","4/3/2020","2020","4","3","750ml","Drank from my cellar","USD","173.62","173.62","0","USD","book club Friday — April 2020","OrderId:100000122","","Kitchen","96-B","2013","Sine Qua Non Syrah Le Supplément Eleven Confessions Vineyard","USA, California, Central Coast","Red","Dry","Syrah","Syrah","Le Supplément","Eleven Confessions Vineyard","USA","California","Central Coast","Central Coast"
"50000375","834267","Red","10/24/2021","2021","10","24","750ml","Drank from my cellar","USD","197.59","197.59","0","USD","","OrderId:100000123","","Off-site Storage","16-E","1989","Domaine Ponsot Griotte-Chambertin","France, Burgundy, Côte de Nuits, Griotte-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru"
"50000376","834267","Red","10/4/2022","2022","10","4","750ml","Drank from my cellar","USD","197.59","197.59","0","USD","","OrderId:100000123","","Kitchen","22-E","1989","Domaine Ponsot Griotte-Chambertin","France, Burgundy, Côte de Nuits, Griotte-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru"
"50000377","159334","Red","9/19/2020","2020","9","19","750ml","Drank from my cellar","USD","29.03","29.03","0","USD","","OrderId:100000124","","Kitchen","43-D","1992","Domaine Drouhin Oregon Pinot Noir Laurène","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Laurène","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"50000378","3717786","Red","10/1/2021","2021","10","1","1.5L","Drank from my cellar","USD","133.65","133.65","0","USD","book club Friday — October 2021","OrderId:100000125","","Off-site Storage","93-A","2018","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50000379","1969622","Red","1/16/2020","2020","1","16","750ml","Drank from my cellar","USD","32.91","32.91","0","USD","","OrderId:100000126","","Kitchen","49-D","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000380","310558","Red","8/17/2023","2023","8","17","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","","OrderId:100000127","","Off-site Storage","55-D","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000381","310558","Red","12/7/2019","2019","12","7","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","duck breast with Sam and Iris and Theo and Kate and Josh","OrderId:100000127","","Home Cellar","23-D","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000382","310558","Red","7/3/2020","2020","7","3","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","book club Friday — July 2020","OrderId:100000127","","Kitchen","62-E","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000383","310558","Red","11/19/2021","2021","11","19","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","salad and leftovers with Sam and Iris and Theo","OrderId:100000127","","Home Cellar","","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000384","310558","Red","2/6/2020","2020","2","6","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","tacos with Sam and Iris and Theo","OrderId:100000127","","Kitchen","32-E","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000385","310558","Red","1/23/2020","2020","1","23","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","weeknight pasta with Sam and Iris and Theo","OrderId:100000127","","Kitchen","13-B","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000386","310558","Red","12/10/2019","2019","12","10","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","","OrderId:100000127","","Home Cellar","95-A","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000387","310558","Red","3/2/2020","2020","3","2","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","grilled salmon with Sam and Iris and Theo","OrderId:100000127","","Kitchen","33-C","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000388","310558","Red","4/27/2020","2020","4","27","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","burgers with Sam and Iris and Theo","OrderId:100000127","","Off-site Storage","","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000389","310558","Red","6/15/2020","2020","6","15","750ml","Drank from my cellar","USD","52.37","52.37","0","USD","salad and leftovers with Sam and Iris and Theo","OrderId:100000127","","Kitchen","42-F","1999","Château Bel Air-Marquis d'Aligre","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"50000390","4228434","Red","4/2/2021","2021","4","2","750ml","Drank from my cellar","USD","22.94","22.94","0","USD","book club Friday — April 2021","OrderId:500000015","","Off-site Storage","16-C","2020","Sandlands Red Table Wine Lodi","USA, California, Central Valley, Lodi","Red","Dry","Red Blend","Red Blend","Red Table Wine","Unknown","USA","California","Central Valley","Lodi"
"50000391","4228434","Red","1/22/2022","2022","1","22","750ml","Drank from my cellar","USD","22.94","22.94","0","USD","","OrderId:500000015","","Home Cellar","03-E","2020","Sandlands Red Table Wine Lodi","USA, California, Central Valley, Lodi","Red","Dry","Red Blend","Red Blend","Red Table Wine","Unknown","USA","California","Central Valley","Lodi"
"50000392","4228434","Red","7/11/2023","2023","7","11","750ml","Drank from my cellar","USD","22.94","22.94","0","USD","","OrderId:500000015","","Home Cellar","75-B","2020","Sandlands Red Table Wine Lodi","USA, California, Central Valley, Lodi","Red","Dry","Red Blend","Red Blend","Red Table Wine","Unknown","USA","California","Central Valley","Lodi"
"50000393","4228434","Red","10/15/2022","2022","10","15","750ml","Drank from my cellar","USD","22.94","22.94","0","USD","ribeye on the grill with Sam and Iris and Theo and Kate and Josh","OrderId:500000015","","Home Cellar","71-D","2020","Sandlands Red Table Wine Lodi","USA, California, Central Valley, Lodi","Red","Dry","Red Blend","Red Blend","Red Table Wine","Unknown","USA","California","Central Valley","Lodi"
"50000394","2297872","Red","7/13/2023","2023","7","13","750ml","Drank from my cellar","USD","13.76","13.76","0","USD","","OrderId:500000015","","Off-site Storage","10-B","2010","The Eyrie Vineyards Pinot Noir Willamette Valley","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"50000395","2297872","Red","8/13/2025","2025","8","13","750ml","Drank from my cellar","USD","13.76","13.76","0","USD","","OrderId:500000015","","Home Cellar","15-F","2010","The Eyrie Vineyards Pinot Noir Willamette Valley","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"50000396","3226619","Red","12/10/2024","2024","12","10","750ml","Drank from my cellar","USD","156.28","156.28","0","USD","","OrderId:500000015","","Off-site Storage","54-C","2017","Domaine Denis Bachelet Gevrey-Chambertin Les Evocelles Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Evocelles","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000397","7189","Red","12/2/2024","2024","12","2","750ml","Drank from my cellar","USD","88.45","88.45","0","USD","","OrderId:500000016","","Off-site Storage","79-F","1997","Pride Mountain Vineyards Reserve Claret","USA, California, North Coast, Napa / Sonoma","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Reserve Claret","Unknown","USA","California","North Coast","Napa / Sonoma"
"50000398","3616012","Red","2/25/2022","2022","2","25","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","burgers with Sam and Iris and Theo","OrderId:100000132","","Home Cellar","58-D","2019","Patricia Green Cellars Pinot Noir Dijon 115 Freedom Hill Vineyard","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Dijon 115","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley"
"50000399","3616012","Red","6/7/2022","2022","6","7","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000132","","Kitchen","72-D","2019","Patricia Green Cellars Pinot Noir Dijon 115 Freedom Hill Vineyard","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Dijon 115","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley"
"50000400","3616012","Red","7/28/2025","2025","7","28","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","Tuesday risotto with Sam","OrderId:100000132","","Home Cellar","81-A","2019","Patricia Green Cellars Pinot Noir Dijon 115 Freedom Hill Vineyard","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Dijon 115","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley"
"50000401","3841238","Red","5/22/2025","2025","5","22","750ml","Drank from my cellar","USD","45.86","45.86","0","USD","grilled salmon with Sam and Iris and Theo","OrderId:100000133","","Kitchen","32-B","2019","Patricia Green Cellars Pinot Noir Coury Clone Freedom Hill Vineyard","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Coury Clone","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley"
"50000402","5949","Red","8/4/2025","2025","8","4","750ml","Drank from my cellar","USD","215.09","215.09","0","USD","","OrderId:500000015","","Kitchen","38-E","1986","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville"
"50000403","3101999","Red","11/18/2023","2023","11","18","750ml","Drank from my cellar","USD","60.94","60.94","0","USD","Saturday roast with Sam and Iris and Theo","OrderId:100000135","","Home Cellar","16-F","2017","Rhys Pinot Noir Bearwallow Vineyard","USA, California, North Coast, Anderson Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Bearwallow Vineyard","USA","California","North Coast","Anderson Valley"
"50000404","3101999","Red","3/10/2023","2023","3","10","750ml","Drank from my cellar","USD","60.94","60.94","0","USD","","OrderId:100000135","","Kitchen","26-A","2017","Rhys Pinot Noir Bearwallow Vineyard","USA, California, North Coast, Anderson Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Bearwallow Vineyard","USA","California","North Coast","Anderson Valley"
"50000405","3426216","Red","2/6/2021","2021","2","6","750ml","Drank from my cellar","USD","161.42","161.42","0","USD","ribeye on the grill with Sam","OrderId:100000136","","Home Cellar","43-E","2016","Cameron Julia Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Julia","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50000406","3426216","Red","2/2/2020","2020","2","2","750ml","Drank from my cellar","USD","161.42","161.42","0","USD","Sunday braise with Sam","OrderId:100000136","","Kitchen","54-A","2016","Cameron Julia Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Julia","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50000407","3426216","Red","12/6/2019","2019","12","6","750ml","Drank from my cellar","USD","161.42","161.42","0","USD","tacos with Sam and Iris and Theo","OrderId:100000136","","Home Cellar","39-D","2016","Cameron Julia Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Julia","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50000408","3834653","Red","9/18/2025","2025","9","18","750ml","Drank from my cellar","USD","59.83","59.83","0","USD","salad and leftovers with Sam and Iris and Theo","OrderId:500000016","","Home Cellar","92-F","2019","Jacques-Frédéric Mugnier Chambolle-Musigny","France, Burgundy, Côte de Nuits, Chambolle-Musigny","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambolle-Musigny"
"50000409","1969622","Red","5/27/2020","2020","5","27","750ml","Drank from my cellar","USD","31.85","31.85","0","USD","burgers with Sam and Iris and Theo","OrderId:100000138","","Home Cellar","35-F","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000410","1969622","Red","2/7/2020","2020","2","7","750ml","Drank from my cellar","USD","31.85","31.85","0","USD","ramen with Sam and Iris and Theo","OrderId:100000138","","Off-site Storage","05-D","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000411","1969622","Red","5/24/2020","2020","5","24","750ml","Drank from my cellar","USD","31.85","31.85","0","USD","","OrderId:100000138","","Off-site Storage","18-C","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000412","1969622","Red","1/15/2020","2020","1","15","750ml","Drank from my cellar","USD","31.85","31.85","0","USD","book club Friday — January 2020","OrderId:100000138","","Home Cellar","31-D","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000413","1969622","Red","1/27/2020","2020","1","27","750ml","Drank from my cellar","USD","33.49","33.49","0","USD","book club Friday — July 2024","OrderId:100000139","","Kitchen","","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000414","1969622","Red","8/20/2020","2020","8","20","750ml","Drank from my cellar","USD","33.49","33.49","0","USD","roast chicken with Sam and Iris and Theo","OrderId:100000139","","Home Cellar","40-B","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50000415","2949072","Red","12/26/2021","2021","12","26","750ml","Drank from my cellar","USD","116.07","116.07","0","USD","Dinner at Toro Bravo with Sam and Kate and Josh","OrderId:500000016","","Home Cellar","25-B","2016","Domaine Drouhin Oregon Pinot Noir Louise","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Louise","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"50000416","2949072","Red","5/14/2025","2025","5","14","750ml","Drank from my cellar","USD","116.07","116.07","0","USD","","OrderId:500000016","","Home Cellar","","2016","Domaine Drouhin Oregon Pinot Noir Louise","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Louise","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"50000417","2949072","Red","4/8/2021","2021","4","8","750ml","Drank from my cellar","USD","116.07","116.07","0","USD","roast chicken with Sam and Iris and Theo","OrderId:500000016","","Kitchen","28-A","2016","Domaine Drouhin Oregon Pinot Noir Louise","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Louise","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"50000418","4298451","Red","11/23/2019","2019","11","23","750ml","Drank from my cellar","USD","53.19","53.19","0","USD","","OrderId:100000141","","Home Cellar","","2013","Rhys Pinot Noir Family Farm Vineyard","USA, California, San Francisco Bay, San Mateo County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Family Farm Vineyard","USA","California","San Francisco Bay","San Mateo County"
