"iInventory","Pending","Barcode","WineBarcode","Price","Size","iWine","Type","Vintage","Wine","Producer","Varietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","Note","StoreName","PurchaseDate","PurchaseNote","Location","Bin"
"200000867","0","0200000867","W4857948_750ml","75.57","750ml","4857948","Red","2022","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","Mailing List","10/1/2024","OrderId:500000016","Apartment Cellar","76-A"
"200000868","0","0200000868","W2960358_750ml","91.21","750ml","2960358","Red","2017","Joseph Drouhin Chambolle-Musigny","Joseph Drouhin","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambolle-Musigny","","Mailing List","10/1/2024","OrderId:500000016","Closet Cooler","79-C"
"200000869","0","0200000869","W3916398_750ml","221.53","750ml","3916398","White - Sparkling","2007","Bollinger Champagne R.D. Extra Brut","Bollinger","Champagne Blend","R.D. Extra Brut","Unknown","France","Champagne","Unknown","Champagne","","WineBid","10/5/2024","OrderId:100000304","Closet Cooler","56-F"
"200000876","0","0200000876","W4442038_750ml","98.51","750ml","4442038","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs La Colline Inspirée","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs La Colline Inspirée","Unknown","France","Champagne","Unknown","Champagne","","WineBid","10/10/2024","OrderId:100000307","Apartment Cellar","32-C"
"200000877","0","0200000877","W4442038_750ml","98.51","750ml","4442038","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs La Colline Inspirée","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs La Colline Inspirée","Unknown","France","Champagne","Unknown","Champagne","","WineBid","10/10/2024","OrderId:100000307","Apartment Cellar","09-D"
"200000878","0","0200000878","W1964263_750ml","0.00","750ml","1964263","Red","2013","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin 1er Cru Clos St. Jacques","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","Gift","10/9/2024","OrderId:100000308","Closet Cooler","78-A"
"200000880","0","0200000880","W457665_750ml","65.42","750ml","457665","White - Sparkling","1001","Vilmart & Cie Champagne Premier Cru Grande Réserve","Vilmart & Cie","Champagne Blend","Grande Réserve","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Chambers Street","10/1/2024","OrderId:100000309","Closet Cooler","45-E"
"200000881","0","0200000881","W4442038_1.5L","185.12","1.5L","4442038","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs La Colline Inspirée","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs La Colline Inspirée","Unknown","France","Champagne","Unknown","Champagne","","Flatiron Wines","10/19/2024","OrderId:100000310","Apartment Cellar","66-F"
"200000882","0","0200000882","W1078221_750ml","50.03","750ml","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","","Bottle Barn","10/24/2024","OrderId:100000311","Closet Cooler","86-C"
"200000883","0","0200000883","W1078221_750ml","50.03","750ml","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","","Bottle Barn","10/24/2024","OrderId:100000311","Apartment Cellar","66-C"
"200000884","0","0200000884","W4789570_750ml","66.48","750ml","4789570","Red","2022","Arterberry Maresh Pinot Noir Maresh Vineyard","Arterberry Maresh","Pinot Noir","Unknown","Maresh Vineyard","USA","Oregon","Willamette Valley","Dundee Hills","","WineBid","10/20/2024","OrderId:100000312","Closet Cooler","91-F"
"200000885","0","0200000885","W2591275_750ml","77.50","750ml","2591275","Red","2013","G.D. Vajra Barolo Bricco delle Viole","G.D. Vajra","Nebbiolo","Unknown","Bricco delle Viole","Italy","Piedmont","Langhe","Barolo","","Astor Wines","11/2/2024","OrderId:100000313","Closet Cooler","77-F"
"200000886","0","0200000886","W2591275_750ml","77.50","750ml","2591275","Red","2013","G.D. Vajra Barolo Bricco delle Viole","G.D. Vajra","Nebbiolo","Unknown","Bricco delle Viole","Italy","Piedmont","Langhe","Barolo","","Astor Wines","11/2/2024","OrderId:100000313","Apartment Cellar","32-A"
"200000887","0","0200000887","W2879253_750ml","318.25","750ml","2879253","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 165eme","Krug","Champagne Blend","Brut Grande Cuvée Edition 165eme","Unknown","France","Champagne","Unknown","Champagne","","K&L Auctions","11/25/2024","OrderId:100000314","Closet Cooler","56-A"
"200000888","0","0200000888","W2879253_750ml","318.25","750ml","2879253","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 165eme","Krug","Champagne Blend","Brut Grande Cuvée Edition 165eme","Unknown","France","Champagne","Unknown","Champagne","","K&L Auctions","11/25/2024","OrderId:100000314","Closet Cooler","03-E"
"200000890","0","0200000890","W2879253_750ml","318.25","750ml","2879253","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 165eme","Krug","Champagne Blend","Brut Grande Cuvée Edition 165eme","Unknown","France","Champagne","Unknown","Champagne","","K&L Auctions","11/25/2024","OrderId:100000314","Closet Cooler","89-E"
"200000893","0","0200000893","W4893724_750ml","91.25","750ml","4893724","Red","2022","Domaine Arlaud Morey-Saint-Denis 1er Cru Les Millandes","Domaine Arlaud","Pinot Noir","Unknown","Les Millandes","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","K&L Wine Merchants","11/9/2024","OrderId:100000315","Closet Cooler","59-B"
"200000894","0","0200000894","W4893724_750ml","91.25","750ml","4893724","Red","2022","Domaine Arlaud Morey-Saint-Denis 1er Cru Les Millandes","Domaine Arlaud","Pinot Noir","Unknown","Les Millandes","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","K&L Wine Merchants","11/9/2024","OrderId:100000315","Closet Cooler",""
"200000895","0","0200000895","W4893724_750ml","91.25","750ml","4893724","Red","2022","Domaine Arlaud Morey-Saint-Denis 1er Cru Les Millandes","Domaine Arlaud","Pinot Noir","Unknown","Les Millandes","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","K&L Wine Merchants","11/9/2024","OrderId:100000315","Closet Cooler",""
"200000897","0","0200000897","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","lightly scuffed label","WineBid","11/12/2024","OrderId:100000316","Apartment Cellar","69-B"
"200000898","0","0200000898","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","WineBid","11/12/2024","OrderId:100000316","Apartment Cellar","19-E"
"200000899","0","0200000899","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","WineBid","11/12/2024","OrderId:100000316","Closet Cooler","32-C"
"200000900","0","0200000900","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","WineBid","11/12/2024","OrderId:100000316","Apartment Cellar","31-A"
"200000901","0","0200000901","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","WineBid","11/12/2024","OrderId:100000316","Closet Cooler","81-F"
"200000902","0","0200000902","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","WineBid","11/12/2024","OrderId:100000316","Apartment Cellar",""
"200000903","0","0200000903","W3154108_750ml","38.05","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","WineBid","11/12/2024","OrderId:100000316","Apartment Cellar","42-E"
"200000904","0","0200000904","W2925350_750ml","39.12","750ml","2925350","Red","2013","Château des Eyrins La Closerie des Eyrins","Château des Eyrins","Red Bordeaux Blend","La Closerie des Eyrins","Unknown","France","Bordeaux","Médoc","Margaux","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","85-E"
"200000905","0","0200000905","W2925350_750ml","39.12","750ml","2925350","Red","2013","Château des Eyrins La Closerie des Eyrins","Château des Eyrins","Red Bordeaux Blend","La Closerie des Eyrins","Unknown","France","Bordeaux","Médoc","Margaux","","Winery Direct","11/18/2024","OrderId:500000017","Closet Cooler","07-F"
"200000906","0","0200000906","W2925350_750ml","39.12","750ml","2925350","Red","2013","Château des Eyrins La Closerie des Eyrins","Château des Eyrins","Red Bordeaux Blend","La Closerie des Eyrins","Unknown","France","Bordeaux","Médoc","Margaux","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","98-D"
"200000907","0","0200000907","W2925350_750ml","39.12","750ml","2925350","Red","2013","Château des Eyrins La Closerie des Eyrins","Château des Eyrins","Red Bordeaux Blend","La Closerie des Eyrins","Unknown","France","Bordeaux","Médoc","Margaux","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","26-E"
"200000908","0","0200000908","W2925350_750ml","39.12","750ml","2925350","Red","2013","Château des Eyrins La Closerie des Eyrins","Château des Eyrins","Red Bordeaux Blend","La Closerie des Eyrins","Unknown","France","Bordeaux","Médoc","Margaux","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","90-A"
"200000909","0","0200000909","W1797195_750ml","300.27","750ml","1797195","White - Sparkling","2008","Dom Pérignon Champagne","Dom Pérignon","Champagne Blend","Unknown","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","76-D"
"200000910","0","0200000910","W1797195_750ml","300.27","750ml","1797195","White - Sparkling","2008","Dom Pérignon Champagne","Dom Pérignon","Champagne Blend","Unknown","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","05-F"
"200000911","0","0200000911","W2297872_750ml","17.69","750ml","2297872","Red","2010","The Eyrie Vineyards Pinot Noir Willamette Valley","The Eyrie Vineyards","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","","Liner & Elsen","11/10/2024","OrderId:100000319","Closet Cooler","08-D"
"200000912","0","0200000912","W2297872_750ml","17.69","750ml","2297872","Red","2010","The Eyrie Vineyards Pinot Noir Willamette Valley","The Eyrie Vineyards","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","","Liner & Elsen","11/10/2024","OrderId:100000319","Apartment Cellar","49-A"
"200000914","0","0200000914","W4923712_750ml","16.12","750ml","4923712","Red","2022","Domaine Michel Lafarge Volnay 1er Cru Les Caillerets","Domaine Michel Lafarge","Pinot Noir","Unknown","Les Caillerets","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Winery Direct","11/18/2024","OrderId:500000017","Closet Cooler","21-E"
"200000915","0","0200000915","W4923712_750ml","16.12","750ml","4923712","Red","2022","Domaine Michel Lafarge Volnay 1er Cru Les Caillerets","Domaine Michel Lafarge","Pinot Noir","Unknown","Les Caillerets","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Winery Direct","11/18/2024","OrderId:500000017","Apartment Cellar","02-A"
"200000916","0","0200000916","W4708478_750ml","165.77","750ml","4708478","White - Sparkling","2019","Savart Champagne Premier Cru Le Mont Benoit","Savart","Champagne Blend","Le Mont Benoit","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Liner & Elsen","11/10/2024","OrderId:100000322","Closet Cooler",""
"200000917","0","0200000917","W4708478_750ml","165.77","750ml","4708478","White - Sparkling","2019","Savart Champagne Premier Cru Le Mont Benoit","Savart","Champagne Blend","Le Mont Benoit","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Liner & Elsen","11/10/2024","OrderId:100000322","Apartment Cellar","73-A"
"200000918","0","0200000918","W4708478_750ml","165.77","750ml","4708478","White - Sparkling","2019","Savart Champagne Premier Cru Le Mont Benoit","Savart","Champagne Blend","Le Mont Benoit","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Liner & Elsen","11/10/2024","OrderId:100000322","Apartment Cellar",""
"200000919","0","0200000919","W4969609_750ml","247.90","750ml","4969609","White - Sparkling","1001","Ulysse Collin Champagne Blanc de Noirs Extra Brut (2019) Les Maillons","Ulysse Collin","Pinot Noir","Blanc de Noirs Extra Brut (2019)","Les Maillons","France","Champagne","Unknown","Champagne","","Winery Direct","11/18/2024","OrderId:500000017","Closet Cooler","63-B"
"200000921","0","0200000921","W4960400_1.5L","227.43","1.5L","4960400","Rosé","2023","Château d'Aqueria Tavel","Château d'Aqueria","Red Rhone Blend","Unknown","Unknown","France","Rhône","Southern Rhône","Tavel","","K&L Auctions","11/4/2024","OrderId:100000324","Closet Cooler","54-F"
"200000922","0","0200000922","W4960400_1.5L","227.43","1.5L","4960400","Rosé","2023","Château d'Aqueria Tavel","Château d'Aqueria","Red Rhone Blend","Unknown","Unknown","France","Rhône","Southern Rhône","Tavel","","K&L Auctions","11/4/2024","OrderId:100000324","Apartment Cellar","03-E"
"200000923","0","0200000923","W4960400_1.5L","227.43","1.5L","4960400","Rosé","2023","Château d'Aqueria Tavel","Château d'Aqueria","Red Rhone Blend","Unknown","Unknown","France","Rhône","Southern Rhône","Tavel","","K&L Auctions","11/4/2024","OrderId:100000324","Closet Cooler","89-E"
"200000925","0","0200000925","W4632438_750ml","32.19","750ml","4632438","White","2021","Patricia Green Cellars Chardonnay Durant Vineyard","Patricia Green Cellars","Chardonnay","Unknown","Durant Vineyard","USA","Oregon","Willamette Valley","Dundee Hills","","K&L Auctions","11/25/2024","OrderId:100000325","Apartment Cellar","26-B"
"200000927","0","0200000927","W4632438_750ml","32.19","750ml","4632438","White","2021","Patricia Green Cellars Chardonnay Durant Vineyard","Patricia Green Cellars","Chardonnay","Unknown","Durant Vineyard","USA","Oregon","Willamette Valley","Dundee Hills","bin-soiled label","K&L Auctions","11/25/2024","OrderId:100000325","Closet Cooler","67-B"
"200000928","0","0200000928","W3655545_750ml","112.10","750ml","3655545","Red","2017","Poderi Colla Barbaresco Roncaglie","Poderi Colla","Nebbiolo","Unknown","Roncaglie","Italy","Piedmont","Langhe","Barbaresco","","Chambers Street","11/8/2024","OrderId:100000326","Apartment Cellar","98-F"
"200000929","0","0200000929","W3655545_750ml","112.10","750ml","3655545","Red","2017","Poderi Colla Barbaresco Roncaglie","Poderi Colla","Nebbiolo","Unknown","Roncaglie","Italy","Piedmont","Langhe","Barbaresco","","Chambers Street","11/8/2024","OrderId:100000326","Closet Cooler","65-C"
"200000930","0","0200000930","W3655545_750ml","112.10","750ml","3655545","Red","2017","Poderi Colla Barbaresco Roncaglie","Poderi Colla","Nebbiolo","Unknown","Roncaglie","Italy","Piedmont","Langhe","Barbaresco","","Chambers Street","11/8/2024","OrderId:100000326","Closet Cooler","62-E"
"200000933","0","0200000933","W457665_750ml","71.57","750ml","457665","White - Sparkling","1001","Vilmart & Cie Champagne Premier Cru Grande Réserve","Vilmart & Cie","Champagne Blend","Grande Réserve","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Bottle Barn","11/16/2024","OrderId:100000327","Closet Cooler",""
"200000936","0","0200000936","W5139431_750ml","64.86","750ml","5139431","White - Sparkling","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","Elise Dechannes","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne","","Flatiron Wines","11/12/2024","OrderId:100000328","Closet Cooler","68-A"
"200000938","0","0200000938","W5139431_750ml","64.86","750ml","5139431","White - Sparkling","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","Elise Dechannes","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne","","Flatiron Wines","11/12/2024","OrderId:100000328","Closet Cooler","65-C"
"200000939","0","0200000939","W5139431_750ml","64.86","750ml","5139431","White - Sparkling","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","Elise Dechannes","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne","","Flatiron Wines","11/12/2024","OrderId:100000328","Closet Cooler","60-D"
"200000941","0","0200000941","W117690_750ml","47.42","750ml","117690","Red","1996","J. Rochioli Pinot Noir Russian River Valley","J. Rochioli","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Russian River Valley","","Astor Wines","11/11/2024","OrderId:100000330","Closet Cooler","32-C"
"200000942","0","0200000942","W117690_750ml","47.42","750ml","117690","Red","1996","J. Rochioli Pinot Noir Russian River Valley","J. Rochioli","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Russian River Valley","","Astor Wines","11/11/2024","OrderId:100000330","Closet Cooler","11-F"
"200000943","0","0200000943","W62401_750ml","86.68","750ml","62401","Rosé - Sparkling","1001","Veuve Clicquot Champagne Brut Rosé","Veuve Clicquot","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne","","Chambers Street","11/2/2024","OrderId:100000331","Closet Cooler","45-B"
"200000944","0","0200000944","W62401_750ml","86.68","750ml","62401","Rosé - Sparkling","1001","Veuve Clicquot Champagne Brut Rosé","Veuve Clicquot","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne","","Chambers Street","11/2/2024","OrderId:100000331","Apartment Cellar",""
"200000945","0","0200000945","W1842651_375ml","51.65","375ml","1842651","Rosé - Sparkling","1001","Vilmart & Cie Champagne Premier Cru Cuvée Rubis","Vilmart & Cie","Champagne Blend","Cuvée Rubis","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Winery Direct","12/9/2024","OrderId:500000018","Apartment Cellar","28-F"
"200000946","0","0200000946","W1842651_375ml","51.65","375ml","1842651","Rosé - Sparkling","1001","Vilmart & Cie Champagne Premier Cru Cuvée Rubis","Vilmart & Cie","Champagne Blend","Cuvée Rubis","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Winery Direct","12/9/2024","OrderId:500000018","Apartment Cellar","98-E"
"200000949","0","0200000949","W5079959_750ml","96.10","750ml","5079959","Red","2023","COS Frappato","COS","Frappato","Unknown","Unknown","Italy","Sicily","Unknown","Terre Siciliane","","Winery Direct","12/9/2024","OrderId:500000018","Closet Cooler","17-E"
"200000950","0","0200000950","W1964289_750ml","101.04","750ml","1964289","Red","2013","Domaine des Comtes Lafon Volnay 1er Cru Santenots-Du-Milieu","Domaine des Comtes Lafon","Pinot Noir","Unknown","Santenots-Du-Milieu","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Winery Direct","12/9/2024","OrderId:500000018","Apartment Cellar","84-B"
"200000951","0","0200000951","W1964289_750ml","101.04","750ml","1964289","Red","2013","Domaine des Comtes Lafon Volnay 1er Cru Santenots-Du-Milieu","Domaine des Comtes Lafon","Pinot Noir","Unknown","Santenots-Du-Milieu","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Winery Direct","12/9/2024","OrderId:500000018","Apartment Cellar","34-E"
"200000952","0","0200000952","W5050537_750ml","109.48","750ml","5050537","White","1997","Clos Joliette Jurançon Sec Édition Limitée No 06 Millésime L97-86 (Orange Wax)","Clos Joliette","Petit Manseng","Édition Limitée No 06 Millésime","L97-86 (Orange Wax)","France","Southwest France","Unknown","Jurançon Sec","","Astor Wines","12/13/2024","OrderId:100000336","Closet Cooler","22-B"
"200000953","0","0200000953","W5050537_750ml","109.48","750ml","5050537","White","1997","Clos Joliette Jurançon Sec Édition Limitée No 06 Millésime L97-86 (Orange Wax)","Clos Joliette","Petit Manseng","Édition Limitée No 06 Millésime","L97-86 (Orange Wax)","France","Southwest France","Unknown","Jurançon Sec","","Astor Wines","12/13/2024","OrderId:100000336","Apartment Cellar",""
"200000954","0","0200000954","W5050537_750ml","109.48","750ml","5050537","White","1997","Clos Joliette Jurançon Sec Édition Limitée No 06 Millésime L97-86 (Orange Wax)","Clos Joliette","Petit Manseng","Édition Limitée No 06 Millésime","L97-86 (Orange Wax)","France","Southwest France","Unknown","Jurançon Sec","","Astor Wines","12/13/2024","OrderId:100000336","Apartment Cellar","11-D"
"200000955","0","0200000955","W5050537_750ml","109.48","750ml","5050537","White","1997","Clos Joliette Jurançon Sec Édition Limitée No 06 Millésime L97-86 (Orange Wax)","Clos Joliette","Petit Manseng","Édition Limitée No 06 Millésime","L97-86 (Orange Wax)","France","Southwest France","Unknown","Jurançon Sec","","Astor Wines","12/13/2024","OrderId:100000336","Apartment Cellar","78-E"
"200000956","0","0200000956","W5050537_750ml","109.48","750ml","5050537","White","1997","Clos Joliette Jurançon Sec Édition Limitée No 06 Millésime L97-86 (Orange Wax)","Clos Joliette","Petit Manseng","Édition Limitée No 06 Millésime","L97-86 (Orange Wax)","France","Southwest France","Unknown","Jurançon Sec","","Astor Wines","12/13/2024","OrderId:100000336","Apartment Cellar","06-C"
"200000957","0","0200000957","W205691_1.5L","121.51","1.5L","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","Bollinger","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","12/9/2024","OrderId:500000018","Closet Cooler","63-C"
"200000958","0","0200000958","W205691_1.5L","121.51","1.5L","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","Bollinger","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","12/9/2024","OrderId:500000018","Closet Cooler","09-C"
"200000959","0","0200000959","W205691_1.5L","121.51","1.5L","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","Bollinger","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","","Winery Direct","12/9/2024","OrderId:500000018","Apartment Cellar","60-C"
"200000961","0","0200000961","W232983_750ml","66.28","750ml","232983","White - Sparkling","1001","Bérêche et Fils Champagne Brut Réserve","Bérêche et Fils","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne","","K&L Wine Merchants","12/26/2024","OrderId:100000338","Apartment Cellar","49-D"
"200000964","0","0200000964","W1078221_375ml","25.83","375ml","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","","Astor Wines","12/9/2024","OrderId:100000339","Apartment Cellar","06-E"
"200000965","0","0200000965","W1078221_375ml","25.83","375ml","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","","Astor Wines","12/9/2024","OrderId:100000339","Apartment Cellar","14-B"
"200000966","0","0200000966","W1078221_375ml","25.83","375ml","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","Jacques Lassaigne","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","","Astor Wines","12/9/2024","OrderId:100000339","Apartment Cellar","60-F"
"200000970","0","0200000970","W5050213_375ml","76.54","375ml","5050213","White - Sparkling","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","Roses de Jeanne / Cédric Bouchard","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne","","Liner & Elsen","12/27/2024","OrderId:100000340","Apartment Cellar",""
"200000971","0","0200000971","W5050213_375ml","76.54","375ml","5050213","White - Sparkling","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","Roses de Jeanne / Cédric Bouchard","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne","","Liner & Elsen","12/27/2024","OrderId:100000340","Apartment Cellar","97-C"
"200000972","0","0200000972","W5050213_375ml","76.54","375ml","5050213","White - Sparkling","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","Roses de Jeanne / Cédric Bouchard","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne","","Liner & Elsen","12/27/2024","OrderId:100000340","Closet Cooler","73-D"
"200000973","0","0200000973","W4151173_750ml","88.22","750ml","4151173","White - Sparkling","1001","Pierre Gerbais Champagne Extra Brut Les Grandes Côtes","Pierre Gerbais","Pinot Noir","Extra Brut","Les Grandes Côtes","France","Champagne","Unknown","Champagne","","Astor Wines","12/24/2024","OrderId:100000341","Apartment Cellar","73-F"
"200000974","0","0200000974","W4582997_750ml","151.99","750ml","4582997","Rosé - Sparkling","1001","Egly-Ouriet Champagne Grand Cru Extra-Brut Rosé","Egly-Ouriet","Champagne Blend","Extra-Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru","","Astor Wines","12/7/2024","OrderId:100000342","Closet Cooler","14-C"
"200000976","0","0200000976","W4582997_750ml","151.99","750ml","4582997","Rosé - Sparkling","1001","Egly-Ouriet Champagne Grand Cru Extra-Brut Rosé","Egly-Ouriet","Champagne Blend","Extra-Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru","","Astor Wines","12/7/2024","OrderId:100000342","Closet Cooler","43-D"
"200000977","0","0200000977","W4582997_750ml","151.99","750ml","4582997","Rosé - Sparkling","1001","Egly-Ouriet Champagne Grand Cru Extra-Brut Rosé","Egly-Ouriet","Champagne Blend","Extra-Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru","","Astor Wines","12/7/2024","OrderId:100000342","Closet Cooler","74-B"
"200000978","0","0200000978","W2875924_750ml","581.49","750ml","2875924","Red","2016","Domaine Dujac Clos Saint-Denis","Domaine Dujac","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Bottleshop","12/14/2024","OrderId:100000343","Closet Cooler","55-F"
"200000979","0","0200000979","W2875924_750ml","581.49","750ml","2875924","Red","2016","Domaine Dujac Clos Saint-Denis","Domaine Dujac","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Bottleshop","12/14/2024","OrderId:100000343","Apartment Cellar","32-D"
"200000980","0","0200000980","W2875924_750ml","581.49","750ml","2875924","Red","2016","Domaine Dujac Clos Saint-Denis","Domaine Dujac","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","","Bottleshop","12/14/2024","OrderId:100000343","Apartment Cellar","96-A"
