"iNote","iWine","Type","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","TastingDate","Defective","Views","fHelpful","fFavorite","Rating","EventLocation","EventTitle","iEvent","EventDate","EventEndDate","TastingNotes","fLikeIt","CNotes","CScore","LikeVotes","LikePercent","Votes","Comments"
"10000063","882264","White - Sparkling","1001","Egly-Ouriet Champagne Grand Cru VP","France, Champagne, Champagne Grand Cru","Egly-Ouriet","Champagne Blend","Champagne Blend","VP","Unknown","France","Champagne","Unknown","Champagne Grand Cru","6/29/2024","False","0","","0","89","home","blind Champagne flight — June 2024","90000028","6/29/2024","6/29/2024","Nose of iodine, biscuit. Palate shows pinpoint bead, saline grip. On track.","","","","","","",""
"10000064","1397243","White - Sparkling","1001","Ulysse Collin Champagne Blanc de Noirs Extra Brut Les Maillons","France, Champagne","Ulysse Collin","Pinot Noir","Pinot Noir","Blanc de Noirs Extra Brut","Les Maillons","France","Champagne","Unknown","Champagne","1/27/2024","False","0","","0","95","home","Saturday bubbles — January 2024","90000017","1/27/2024","1/27/2024","Nose of crushed chalk, toasted almond, lemon curd. Palate shows saline grip, rich autolysis, long chalky finish. Drinking beautifully.","","","","","","",""
"10000065","2882411","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 166eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 166eme","Unknown","France","Champagne","Unknown","Champagne","6/2/2024","False","0","","0","91","","","","","","Nose of lemon curd, toasted almond, crushed chalk. Palate shows rich autolysis, cutting acidity. Good but not memorable.","","","","","","",""
"10000066","3335386","Red","2018","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Jacques-Frédéric Mugnier","Pinot Noir","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","4/26/2024","False","0","","0","88","","","","","","Nose of iron filings, cedar. Palate shows iron and minerals, polished texture, structured grip. Solid showing.","","","","","","",""
"10000067","3335386","Red","2018","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Jacques-Frédéric Mugnier","Pinot Noir","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","4/11/2026","False","0","","0","88","","","","","","Nose of violets, forest floor. Palate shows earthy depth, polished texture. Needs more time.","","","","","","",""
"10000068","5139431","White - Sparkling","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","France, Champagne","Elise Dechannes","Pinot Noir","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne","11/1/2025","False","0","","0","89","home","Saturday bubbles — November 2025","90000063","11/1/2025","11/1/2025","Nose of biscuit, brioche. Palate shows fine mousse, pinpoint bead. Pleasant if uncomplicated.","","","","","","",""
"10000069","5139431","White - Sparkling","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","France, Champagne","Elise Dechannes","Pinot Noir","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne","12/2/2023","False","0","","0","92","home","Saturday bubbles — December 2023","90000013","12/2/2023","12/2/2023","Nose of white peach, lemon curd. Palate shows saline grip, fine mousse. Outstanding bottle.","","","","","","",""
"10000070","5158344","Red","2022","Hirsch Vineyards Pinot Noir Maritime","USA, California, Sonoma County, Sonoma Coast","Hirsch Vineyards","Pinot Noir","Pinot Noir","Maritime","Unknown","USA","California","Sonoma County","Sonoma Coast","3/11/2026","False","0","","0","87","","","","","","Nose of iron filings, violets. Palate shows taut tannins, iron and minerals, pretty fruit core. Solid showing.","","","","","","",""
"10000071","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","7/16/2025","False","0","","0","88","","","","","","Nose of yellow apple, lemon curd, toasted almond. Palate shows pinpoint bead, cutting acidity. Pleasant if uncomplicated.","","","","","","",""
"10000072","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","12/4/2023","False","0","","0","95","","","","","","Nose of iodine, toasted almond, crushed chalk. Palate shows fine mousse, saline grip. Hits its stride.","","","","","","",""
"10000073","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","2/10/2024","False","0","","0","90","home","Krug édition night — February 2024","90000018","2/10/2024","2/10/2024","Nose of biscuit, brioche. Palate shows saline grip, cutting acidity, fine mousse. Solid showing.","","","","","","",""
"10000074","2918680","Red","2014","Comm. G.B. Burlotto Barolo Monvigliero","Italy, Piedmont, Langhe, Barolo","Comm. G.B. Burlotto","Nebbiolo","Nebbiolo","Unknown","Monvigliero","Italy","Piedmont","Langhe","Barolo","12/5/2023","False","0","","0","93","","","","","","Nose of cedar, dark cherry, forest floor. Palate shows iron and minerals, pretty fruit core. Better than expected.","","","","","","",""
"10000075","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","12/16/2023","False","0","","0","87","home","Krug édition night — December 2023","90000014","12/16/2023","12/16/2023","Nose of crushed chalk, toasted almond, iodine. Palate shows saline grip, rich autolysis. Pleasant if uncomplicated.","","","","","","",""
"10000076","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","1/6/2024","False","0","","0","89","","","","","","Nose of lemon curd, brioche, toasted almond. Palate shows saline grip, fine mousse, long chalky finish. Needs more time.","","","","","","",""
"10000077","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","6/1/2024","False","0","","0","91","","","","","","Nose of white peach, crushed chalk, biscuit. Palate shows fine mousse, cutting acidity. Needs more time.","","","","","","",""
"10000078","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","11/8/2023","False","0","","0","86","","","","","","Past its prime.","","","","","","",""
"10000079","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","3/23/2024","False","0","","0","90","home","blind Champagne flight — March 2024","90000021","3/23/2024","3/23/2024","Nose of toasted almond, white peach. Palate shows pinpoint bead, saline grip. Needs more time.","","","","","","",""
"10000080","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","2/7/2026","False","0","","0","87","home","Krug édition night — February 2026","90000070","2/7/2026","2/7/2026","Nose of lemon curd, brioche, white peach. Palate shows cutting acidity, pinpoint bead, rich autolysis. Pleasant if uncomplicated.","","","","","","",""
"10000081","5363184","Rosé - Sparkling","2021","Bérêche et Fils Champagne Campania Remensis Extra Brut","France, Champagne","Bérêche et Fils","Champagne Blend","Champagne Blend","Campania Remensis Extra Brut","Unknown","France","Champagne","Unknown","Champagne","9/7/2024","False","0","","0","89","home","Champagne Saturday — September 2024","90000033","9/7/2024","9/7/2024","Nose of biscuit, iodine, crushed chalk. Palate shows long chalky finish, fine mousse. Solid showing.","","","","","","",""
"10000082","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","8/10/2024","False","0","","0","93","home","blind Champagne flight — August 2024","90000031","8/10/2024","8/10/2024","Nose of crushed chalk, brioche. Palate shows cutting acidity, fine mousse, pinpoint bead. Drinking beautifully.","","","","","","",""
"10000083","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","7/27/2024","False","0","","0","89","home","blind Champagne flight — July 2024","90000030","7/27/2024","7/27/2024","Nose of white peach, biscuit, lemon curd. Palate shows cutting acidity, pinpoint bead, long chalky finish. Needs more time.","","","","","","",""
"10000084","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","4/18/2026","False","0","","0","91","home","Champagne Saturday — April 2026","90000075","4/18/2026","4/18/2026","Nose of white peach, yellow apple. Palate shows pinpoint bead, fine mousse, long chalky finish. Pleasant if uncomplicated.","","","","","","",""
"10000085","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","1/5/2024","False","0","","0","91","","","","","","Nose of crushed chalk, brioche, white peach. Palate shows long chalky finish, fine mousse, saline grip. Pleasant if uncomplicated.","","","","","","",""
"10000086","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","11/2/2023","False","0","","0","91","","","","","","Nose of toasted almond, lemon curd. Palate shows long chalky finish, rich autolysis. Needs more time.","","","","","","",""
"10000087","205691","White - Sparkling","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne","5/18/2024","False","0","","0","88","home","blind Champagne flight — May 2024","90000025","5/18/2024","5/18/2024","Nose of biscuit, white peach. Palate shows cutting acidity, saline grip, long chalky finish. Pleasant if uncomplicated.","","","","","","",""
"10000088","1947856","White - Sparkling","1001","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","Déhu Père & Fils","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne","3/23/2024","False","0","","0","94","home","blind Champagne flight — March 2024","90000021","3/23/2024","3/23/2024","Nose of lemon curd, yellow apple, biscuit. Palate shows long chalky finish, fine mousse. Better than expected.","","","","","","",""
"10000089","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","7/13/2024","False","0","","0","87","home","Krug édition night — July 2024","90000029","7/13/2024","7/13/2024","Tired and sloppy.","","","","","","",""
"10000090","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","11/16/2024","False","0","","0","92","home","Krug édition night — November 2024","90000038","11/16/2024","11/16/2024","Nose of yellow apple, toasted almond, white peach. Palate shows fine mousse, pinpoint bead. Pleasant if uncomplicated.","","","","","","",""
"10000091","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","9/7/2024","False","0","","0","85","home","Champagne Saturday — September 2024","90000033","9/7/2024","9/7/2024","Just not for me.","","","","","","",""
"10000092","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","1/11/2025","False","0","","0","94","home","Krug édition night — January 2025","90000042","1/11/2025","1/11/2025","Nose of crushed chalk, yellow apple. Palate shows pinpoint bead, fine mousse. Outstanding bottle.","","","","","","",""
"10000093","3635886","White - Sparkling","2018","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","Déhu Père & Fils","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne","11/2/2024","False","0","","0","87","home","Saturday bubbles — November 2024","90000037","11/2/2024","11/2/2024","Nose of lemon curd, toasted almond. Palate shows rich autolysis, saline grip, cutting acidity. On track.","","","","","","",""
"10000094","5050215","White - Sparkling","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne","12/13/2025","False","0","","0","93","home","blind Champagne flight — December 2025","90000066","12/13/2025","12/13/2025","Nose of brioche, yellow apple. Palate shows rich autolysis, saline grip, cutting acidity. Drinking beautifully.","","","","","","",""
"10000095","5050215","White - Sparkling","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne","4/5/2025","False","0","","0","94","home","blind Champagne flight — April 2025","90000048","4/5/2025","4/5/2025","Nose of brioche, iodine. Palate shows fine mousse, long chalky finish, rich autolysis. Better than expected.","","","","","","",""
"10000096","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","12/14/2024","False","0","","0","90","home","Krug édition night — December 2024","90000040","12/14/2024","12/14/2024","Nose of crushed chalk, toasted almond, lemon curd. Palate shows cutting acidity, long chalky finish. On track.","","","","","","",""
"10000097","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","3/17/2025","False","0","","0","91","","","","","","Nose of lemon curd, biscuit, white peach. Palate shows cutting acidity, fine mousse, rich autolysis. Good but not memorable.","","","","","","",""
"10000098","2523953","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne","1/11/2025","False","0","","0","88","home","Krug édition night — January 2025","90000042","1/11/2025","1/11/2025","Nose of iodine, lemon curd, white peach. Palate shows cutting acidity, long chalky finish, pinpoint bead. Solid showing.","","","","","","",""
"10000099","422","White - Sparkling","1001","Veuve Clicquot Champagne Brut","France, Champagne","Veuve Clicquot","Champagne Blend","Champagne Blend","Brut","Unknown","France","Champagne","Unknown","Champagne","1/13/2024","False","0","","0","93","home","blind Champagne flight — January 2024","90000016","1/13/2024","1/13/2024","Nose of white peach, lemon curd, toasted almond. Palate shows saline grip, long chalky finish. Better than expected.","","","","","","",""
"10000100","422","White - Sparkling","1001","Veuve Clicquot Champagne Brut","France, Champagne","Veuve Clicquot","Champagne Blend","Champagne Blend","Brut","Unknown","France","Champagne","Unknown","Champagne","8/24/2024","False","0","","0","94","home","Champagne Saturday — August 2024","90000032","8/24/2024","8/24/2024","Nose of brioche, crushed chalk. Palate shows saline grip, cutting acidity. Drinking beautifully.","","","","","","",""
"10000101","4271968","White - Sparkling","2015","Bollinger Champagne La Grande Année","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","La Grande Année","Unknown","France","Champagne","Unknown","Champagne","11/15/2025","False","0","","0","93","home","Champagne Saturday — November 2025","90000064","11/15/2025","11/15/2025","Nose of lemon curd, crushed chalk. Palate shows long chalky finish, cutting acidity. Better than expected.","","","","","","",""
"10000102","3558306","Rosé - Sparkling","2012","Bollinger Champagne La Grande Année Rosé","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","La Grande Année Rosé","Unknown","France","Champagne","Unknown","Champagne","9/8/2024","False","0","","0","88","","","","","","Nose of brioche, toasted almond, lemon curd. Palate shows rich autolysis, cutting acidity, pinpoint bead. On track.","","","","","","",""
"10000103","3558306","Rosé - Sparkling","2012","Bollinger Champagne La Grande Année Rosé","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","La Grande Année Rosé","Unknown","France","Champagne","Unknown","Champagne","7/26/2025","False","0","","0","91","home","blind Champagne flight — July 2025","90000056","7/26/2025","7/26/2025","Nose of toasted almond, iodine. Palate shows cutting acidity, pinpoint bead, rich autolysis. Solid showing.","","","","","","",""
"10000104","3558306","Rosé - Sparkling","2012","Bollinger Champagne La Grande Année Rosé","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","La Grande Année Rosé","Unknown","France","Champagne","Unknown","Champagne","1/27/2024","False","0","","0","94","home","Saturday bubbles — January 2024","90000017","1/27/2024","1/27/2024","Nose of biscuit, brioche, toasted almond. Palate shows cutting acidity, rich autolysis, long chalky finish. Singing right now.","","","","","","",""
"10000105","3558306","Rosé - Sparkling","2012","Bollinger Champagne La Grande Année Rosé","France, Champagne","Bollinger","Champagne Blend","Champagne Blend","La Grande Année Rosé","Unknown","France","Champagne","Unknown","Champagne","11/2/2024","False","0","","0","94","home","Saturday bubbles — November 2024","90000037","11/2/2024","11/2/2024","Nose of lemon curd, iodine, yellow apple. Palate shows pinpoint bead, fine mousse, cutting acidity. Singing right now.","","","","","","",""
"10000106","2434732","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne","6/14/2025","False","0","","0","85","home","Krug édition night — June 2025","90000053","6/14/2025","6/14/2025","Disappointing.","","","","","","",""
"10000107","2879253","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 165eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 165eme","Unknown","France","Champagne","Unknown","Champagne","10/19/2024","False","0","","0","91","home","Saturday bubbles — October 2024","90000036","10/19/2024","10/19/2024","Nose of yellow apple, crushed chalk, brioche. Palate shows cutting acidity, long chalky finish. Needs more time.","","","","","","",""
"10000108","5509529","White - Sparkling","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne","5/5/2024","False","0","","0","98","","","","","","Nose of biscuit, white peach, lemon curd. Palate shows long chalky finish, pinpoint bead, rich autolysis. Drinking beautifully. A standout.","","","","","","",""
"10000109","5050215","White - Sparkling","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne","9/27/2024","False","0","","0","92","","","","","","Nose of biscuit, brioche. Palate shows rich autolysis, pinpoint bead. Solid showing.","","","","","","",""
"10000110","5050215","White - Sparkling","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne","12/21/2024","False","0","","0","88","","","","","","Nose of white peach, toasted almond. Palate shows fine mousse, cutting acidity. Solid showing.","","","","","","",""
"10000111","5050215","White - Sparkling","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne","2/24/2024","False","0","","0","89","home","blind Champagne flight — February 2024","90000019","2/24/2024","2/24/2024","Nose of crushed chalk, white peach. Palate shows rich autolysis, saline grip, long chalky finish. On track.","","","","","","",""
"10000112","2246439","White - Sparkling","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","Savart","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru","12/2/2023","False","0","","0","89","home","Saturday bubbles — December 2023","90000013","12/2/2023","12/2/2023","Nose of white peach, crushed chalk, brioche. Palate shows fine mousse, saline grip. Pleasant if uncomplicated.","","","","","","",""
"10000113","1842651","Rosé - Sparkling","1001","Vilmart & Cie Champagne Premier Cru Cuvée Rubis","France, Champagne, Champagne Premier Cru","Vilmart & Cie","Champagne Blend","Champagne Blend","Cuvée Rubis","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/1/2024","False","0","","0","89","home","Saturday bubbles — June 2024","90000026","6/1/2024","6/1/2024","Nose of crushed chalk, toasted almond. Palate shows pinpoint bead, long chalky finish, cutting acidity. On track.","","","","","","",""
"10000114","2882411","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 166eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 166eme","Unknown","France","Champagne","Unknown","Champagne","4/20/2024","False","0","","0","92","home","Saturday bubbles — April 2024","90000023","4/20/2024","4/20/2024","Nose of iodine, lemon curd, white peach. Palate shows long chalky finish, saline grip. Better than expected.","","","","","","",""
"10000115","2246439","White - Sparkling","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","Savart","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru","11/29/2025","False","0","","0","91","home","Saturday bubbles — November 2025","90000065","11/29/2025","11/29/2025","Nose of iodine, brioche. Palate shows pinpoint bead, cutting acidity, fine mousse. Needs more time.","","","","","","",""
"10000116","5139431","White - Sparkling","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","France, Champagne","Elise Dechannes","Pinot Noir","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne","3/8/2025","False","0","","0","98","home","Champagne Saturday — March 2025","90000046","3/8/2025","3/8/2025","Nose of iodine, biscuit. Palate shows pinpoint bead, long chalky finish, fine mousse. Drinking beautifully. One of the best of this wine I've ever had.","","","","","","",""
"10000117","5050215","White - Sparkling","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne","12/28/2024","False","0","","0","93","home","Champagne Saturday — December 2024","90000041","12/28/2024","12/28/2024","Nose of toasted almond, biscuit. Palate shows saline grip, long chalky finish, pinpoint bead. Drinking beautifully.","","","","","","",""
"10000118","4100051","White - Sparkling","1001","Egly-Ouriet Champagne Premier Cru Les Vignes de Bisseuil","France, Champagne, Champagne Premier Cru","Egly-Ouriet","Champagne Blend","Champagne Blend","Les Vignes de Bisseuil","Unknown","France","Champagne","Unknown","Champagne Premier Cru","1/24/2026","False","0","","0","91","home","Champagne Saturday — January 2026","90000069","1/24/2026","1/24/2026","Nose of iodine, lemon curd, biscuit. Palate shows pinpoint bead, fine mousse, cutting acidity. Good but not memorable.","","","","","","",""
"10000119","5050213","White - Sparkling","2022","Roses de Jeanne / Cédric Bouchard Champagne VV/R22","France, Champagne","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","VV/R22","Unknown","France","Champagne","Unknown","Champagne","8/10/2024","False","0","","0","86","home","blind Champagne flight — August 2024","90000031","8/10/2024","8/10/2024","Disappointing.","","","","","","",""
"10000120","4586583","White","2022","Willi Schaefer Graacher Himmelreich Riesling Kabinett #2","Germany, Mosel Saar Ruwer","Willi Schaefer","Riesling","Riesling","Kabinett #2","Graacher Himmelreich","Germany","Mosel Saar Ruwer","Unknown","Unknown","5/22/2024","False","0","","0","93","","","","","","Nose of ginger, honeycomb, wet wool. Palate shows creamy mid-palate, vibrant cut, nervy acidity. Drinking beautifully.","","","","","","",""
"10000121","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","Jacques Lassaigne","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","8/10/2024","False","0","","0","96","home","blind Champagne flight — August 2024","90000031","8/10/2024","8/10/2024","Nose of crushed chalk, yellow apple. Palate shows long chalky finish, pinpoint bead. Hits its stride. A standout.","","","","","","",""
"10000122","2434735","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne","12/14/2024","False","0","","0","92","home","Krug édition night — December 2024","90000040","12/14/2024","12/14/2024","Nose of yellow apple, toasted almond, iodine. Palate shows pinpoint bead, cutting acidity. Needs more time.","","","","","","",""
"10000123","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","Jacques Lassaigne","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","2/24/2024","False","0","","0","90","home","blind Champagne flight — February 2024","90000019","2/24/2024","2/24/2024","Nose of brioche, yellow apple. Palate shows pinpoint bead, long chalky finish, fine mousse. On track.","","","","","","",""
"10000124","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","Jacques Lassaigne","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","2/9/2024","False","0","","0","87","","","","","","Past its prime.","","","","","","",""
"10000125","1078221","White - Sparkling","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","Jacques Lassaigne","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne","6/15/2024","False","0","","0","89","home","Champagne Saturday — June 2024","90000027","6/15/2024","6/15/2024","Nose of brioche, iodine, toasted almond. Palate shows fine mousse, pinpoint bead. Needs more time.","","","","","","",""
"10000126","1397243","White - Sparkling","1001","Ulysse Collin Champagne Blanc de Noirs Extra Brut Les Maillons","France, Champagne","Ulysse Collin","Pinot Noir","Pinot Noir","Blanc de Noirs Extra Brut","Les Maillons","France","Champagne","Unknown","Champagne","10/22/2025","False","0","","0","89","","","","","","Nose of yellow apple, brioche. Palate shows saline grip, pinpoint bead, long chalky finish. Good but not memorable.","","","","","","",""
"10000127","232983","White - Sparkling","1001","Bérêche et Fils Champagne Brut Réserve","France, Champagne","Bérêche et Fils","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","France","Champagne","Unknown","Champagne","7/27/2024","False","0","","0","91","home","blind Champagne flight — July 2024","90000030","7/27/2024","7/27/2024","Nose of brioche, toasted almond. Palate shows saline grip, pinpoint bead. Solid showing.","","","","","","",""
