"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50000197","2918680","Red","10/25/2024","2024","10","25","750ml","Drank from my cellar","USD","198.69","198.69","0","USD","","OrderId:100000069","","Closet Cooler","67-B","2014","Comm. G.B. Burlotto Barolo Monvigliero","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Monvigliero","Italy","Piedmont","Langhe","Barolo"
"50000198","2918680","Red","2/4/2024","2024","2","4","750ml","Drank from my cellar","USD","198.69","198.69","0","USD","","OrderId:100000069","","Closet Cooler","51-D","2014","Comm. G.B. Burlotto Barolo Monvigliero","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Monvigliero","Italy","Piedmont","Langhe","Barolo"
"50000199","2141780","Red","12/5/2024","2024","12","5","750ml","Drank from my cellar","USD","199.12","199.12","0","USD","","OrderId:100000070","","Closet Cooler","25-F","2014","Alain Hudelot-Noëllat Vosne-Romanée 1er Cru Les Suchots","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Suchots","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru"
"50000200","2523953","White - Sparkling","12/5/2025","2025","12","5","1.5L","Drank from my cellar","USD","498.23","498.23","0","USD","salad and leftovers with Alex","OrderId:100000071","","Closet Cooler","","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000201","2523953","White - Sparkling","1/6/2024","2024","1","6","1.5L","Drank from my cellar","USD","498.23","498.23","0","USD","Krug édition night — December 2023","OrderId:100000071","","Apartment Cellar","22-B","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000202","2523953","White - Sparkling","6/1/2024","2024","6","1","1.5L","Drank from my cellar","USD","498.23","498.23","0","USD","Saturday roast with Alex","OrderId:100000071","","Closet Cooler","88-B","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000203","2523953","White - Sparkling","11/8/2023","2023","11","8","1.5L","Drank from my cellar","USD","498.23","498.23","0","USD","Tuesday risotto with Alex and Casey","OrderId:100000071","","Closet Cooler","10-A","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000204","2523953","White - Sparkling","12/6/2023","2023","12","6","1.5L","Drank from my cellar","USD","498.23","498.23","0","USD","blind Champagne flight — March 2024","OrderId:100000071","","Closet Cooler","84-F","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000205","2523953","White - Sparkling","2/7/2026","2026","2","7","1.5L","Drank from my cellar","USD","498.23","498.23","0","USD","Krug édition night — February 2026","OrderId:100000071","","Closet Cooler","56-B","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000206","3216213","Red","10/12/2023","2023","10","12","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000072","","Closet Cooler","05-A","2017","Hubert Lignier Morey-Saint-Denis Très Girard","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Très Girard","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"50000207","3216213","Red","12/7/2024","2024","12","7","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000072","","Apartment Cellar","","2017","Hubert Lignier Morey-Saint-Denis Très Girard","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Très Girard","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"50000208","5363184","Rosé - Sparkling","1/22/2026","2026","1","22","750ml","Drank from my cellar","USD","89.08","89.08","0","USD","","OrderId:500000003","","Closet Cooler","61-C","2021","Bérêche et Fils Champagne Campania Remensis Extra Brut","France, Champagne","Rosé","Sparkling","Champagne Blend","Champagne Blend","Campania Remensis Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000209","5363184","Rosé - Sparkling","9/7/2024","2024","9","7","750ml","Drank from my cellar","USD","89.08","89.08","0","USD","Champagne Saturday — September 2024","OrderId:500000003","","Closet Cooler","78-F","2021","Bérêche et Fils Champagne Campania Remensis Extra Brut","France, Champagne","Rosé","Sparkling","Champagne Blend","Champagne Blend","Campania Remensis Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000210","5363184","Rosé - Sparkling","3/17/2025","2025","3","17","750ml","Drank from my cellar","USD","89.08","89.08","0","USD","","OrderId:500000003","","Apartment Cellar","54-F","2021","Bérêche et Fils Champagne Campania Remensis Extra Brut","France, Champagne","Rosé","Sparkling","Champagne Blend","Champagne Blend","Campania Remensis Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000211","205691","White - Sparkling","8/10/2024","2024","8","10","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","blind Champagne flight — August 2024","OrderId:100000074","","Apartment Cellar","23-F","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000212","205691","White - Sparkling","5/27/2025","2025","5","27","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000074","","Apartment Cellar","40-F","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000213","205691","White - Sparkling","7/27/2024","2024","7","27","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","blind Champagne flight — July 2024","OrderId:100000074","","Apartment Cellar","49-E","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000214","205691","White - Sparkling","7/13/2024","2024","7","13","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","duck breast with Alex and the dinner crew","OrderId:100000074","","Closet Cooler","81-C","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000215","205691","White - Sparkling","1/5/2024","2024","1","5","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","sheet-pan dinner with Alex","OrderId:100000074","","Closet Cooler","86-E","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000216","205691","White - Sparkling","11/2/2023","2023","11","2","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","ramen with Alex","OrderId:100000074","","Closet Cooler","73-C","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000217","205691","White - Sparkling","5/18/2024","2024","5","18","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","blind Champagne flight — May 2024","OrderId:100000074","","Apartment Cellar","91-A","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000218","1947856","White - Sparkling","5/20/2024","2024","5","20","750ml","Gave away","USD","66.83","66.83","0","USD","Gift to Casey","OrderId:100000075","","Apartment Cellar","78-C","1001","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000219","1947856","White - Sparkling","3/23/2024","2024","3","23","750ml","Drank from my cellar","USD","66.83","66.83","0","USD","blind Champagne flight — March 2024","OrderId:100000075","","Apartment Cellar","26-E","1001","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000220","5509529","White - Sparkling","12/23/2024","2024","12","23","750ml","Drank from my cellar","USD","144.96","144.96","0","USD","","OrderId:100000076","","Apartment Cellar","97-A","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"50000221","5509529","White - Sparkling","2/11/2024","2024","2","11","750ml","Drank from my cellar","USD","144.96","144.96","0","USD","","OrderId:100000076","","Apartment Cellar","24-C","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"50000222","5509529","White - Sparkling","1/3/2025","2025","1","3","750ml","Drank from my cellar","USD","144.96","144.96","0","USD","","OrderId:100000076","","Apartment Cellar","89-B","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"50000223","5509529","White - Sparkling","8/25/2024","2024","8","25","750ml","Drank from my cellar","USD","144.96","144.96","0","USD","","OrderId:100000076","","Closet Cooler","70-B","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"50000224","5509529","White - Sparkling","3/31/2024","2024","3","31","750ml","Drank from my cellar","USD","144.96","144.96","0","USD","","OrderId:100000076","","Closet Cooler","10-A","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"50000225","2523953","White - Sparkling","7/13/2024","2024","7","13","1.5L","Drank from my cellar","USD","585.91","585.91","0","USD","Krug édition night — July 2024","OrderId:500000003","","Apartment Cellar","83-D","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000226","2523953","White - Sparkling","12/27/2024","2024","12","27","1.5L","Drank from my cellar","USD","585.91","585.91","0","USD","tacos with Alex","OrderId:500000003","","Closet Cooler","66-B","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000227","2523953","White - Sparkling","10/19/2024","2024","10","19","1.5L","Drank from my cellar","USD","585.91","585.91","0","USD","","OrderId:500000003","","Closet Cooler","86-B","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000228","2523953","White - Sparkling","9/7/2024","2024","9","7","1.5L","Drank from my cellar","USD","585.91","585.91","0","USD","Champagne Saturday — September 2024","OrderId:500000003","","Apartment Cellar","99-D","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000229","2523953","White - Sparkling","1/11/2025","2025","1","11","1.5L","Drank from my cellar","USD","585.91","585.91","0","USD","Krug édition night — January 2025","OrderId:500000003","","Closet Cooler","80-E","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000230","2523953","White - Sparkling","7/26/2024","2024","7","26","1.5L","Drank from my cellar","USD","585.91","585.91","0","USD","","OrderId:500000003","","Apartment Cellar","24-D","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000231","3803205","Red","7/31/2025","2025","7","31","750ml","Drank from my cellar","USD","64.38","64.38","0","USD","","OrderId:500000003","","Closet Cooler","80-B","2018","Cameron Pinot Noir Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50000232","3635886","White - Sparkling","12/1/2025","2025","12","1","750ml","Drank from my cellar","USD","100.29","100.29","0","USD","roast chicken with Alex","OrderId:100000079","","Apartment Cellar","53-A","2018","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000233","1573434","Red","10/2/2024","2024","10","2","750ml","Drank from my cellar","USD","144.78","144.78","0","USD","","OrderId:500000003","","Closet Cooler","46-A","2011","Domaine Dujac Morey-Saint-Denis 1er Cru","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000234","5026937","Red","3/23/2026","2026","3","23","750ml","Drank from my cellar","USD","76.33","76.33","0","USD","","OrderId:500000005","","Closet Cooler","46-D","2022","Jean-Pierre Guyon Gevrey-Chambertin","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50000235","4442038","White - Sparkling","8/8/2024","2024","8","8","750ml","Drank from my cellar","USD","81.02","81.02","0","USD","","OrderId:100000082","","Apartment Cellar","21-C","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs La Colline Inspirée","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs La Colline Inspirée","Unknown","France","Champagne","Unknown","Champagne"
"50000236","5050215","White - Sparkling","12/27/2025","2025","12","27","375ml","Drank from my cellar","USD","118.42","118.42","0","USD","","OrderId:100000083","","Apartment Cellar","97-E","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"50000237","5050215","White - Sparkling","12/13/2025","2025","12","13","375ml","Drank from my cellar","USD","118.42","118.42","0","USD","blind Champagne flight — December 2025","OrderId:100000083","","Apartment Cellar","78-C","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"50000238","5050215","White - Sparkling","4/5/2025","2025","4","5","375ml","Drank from my cellar","USD","118.42","118.42","0","USD","blind Champagne flight — April 2025","OrderId:100000083","","Closet Cooler","97-D","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"50000239","3213789","Red","7/29/2025","2025","7","29","750ml","Drank from my cellar","USD","162.52","162.52","0","USD","","OrderId:100000084","","Closet Cooler","77-E","2017","Marchand & Tawse / Pascal Marchand Corton","France, Burgundy, Côte de Beaune, Corton Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru"
"50000240","3213789","Red","12/17/2023","2023","12","17","750ml","Drank from my cellar","USD","162.52","162.52","0","USD","","OrderId:100000084","","Apartment Cellar","20-C","2017","Marchand & Tawse / Pascal Marchand Corton","France, Burgundy, Côte de Beaune, Corton Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton Grand Cru"
"50000241","4960995","Red","1/28/2026","2026","1","28","1.5L","Drank from my cellar","USD","156.58","156.58","0","USD","","OrderId:100000085","","Apartment Cellar","38-F","2022","Jean Foillard Morgon Cuvée Corcelette","France, Burgundy, Beaujolais, Morgon","Red","Dry","Gamay","Gamay","Cuvée Corcelette","Unknown","France","Burgundy","Beaujolais","Morgon"
"50000242","4427342","White - Sparkling","9/2/2025","2025","9","2","750ml","Drank from my cellar","USD","153.66","153.66","0","USD","","OrderId:500000005","","Apartment Cellar","19-A","2012","Taittinger Champagne Comtes de Champagne Blanc de Blancs Brut","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Comtes de Champagne Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000243","4427342","White - Sparkling","6/24/2025","2025","6","24","750ml","Drank from my cellar","USD","153.66","153.66","0","USD","","OrderId:500000005","","Closet Cooler","31-D","2012","Taittinger Champagne Comtes de Champagne Blanc de Blancs Brut","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Comtes de Champagne Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000244","4427342","White - Sparkling","6/8/2025","2025","6","8","750ml","Drank from my cellar","USD","153.66","153.66","0","USD","","OrderId:500000005","","Apartment Cellar","77-F","2012","Taittinger Champagne Comtes de Champagne Blanc de Blancs Brut","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Comtes de Champagne Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000245","4798036","Red","7/18/2024","2024","7","18","750ml","Drank from my cellar","USD","101.80","101.80","0","USD","","OrderId:500000004","","Apartment Cellar","57-D","2020","Cameron Julia Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Julia","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50000246","3200520","Red","2/24/2026","2026","2","24","750ml","Drank from my cellar","USD","66.54","66.54","0","USD","","OrderId:500000005","","Apartment Cellar","31-A","2017","Domaine Stephane Magnien Morey-Saint-Denis 1er Cru Les Faconnières","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000247","3200520","Red","12/22/2025","2025","12","22","750ml","Drank from my cellar","USD","66.54","66.54","0","USD","","OrderId:500000005","","Apartment Cellar","66-F","2017","Domaine Stephane Magnien Morey-Saint-Denis 1er Cru Les Faconnières","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000248","3200520","Red","6/3/2025","2025","6","3","750ml","Drank from my cellar","USD","66.54","66.54","0","USD","","OrderId:500000005","","Apartment Cellar","18-A","2017","Domaine Stephane Magnien Morey-Saint-Denis 1er Cru Les Faconnières","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000249","3200520","Red","12/1/2025","2025","12","1","750ml","Drank from my cellar","USD","66.54","66.54","0","USD","","OrderId:500000005","","Apartment Cellar","48-A","2017","Domaine Stephane Magnien Morey-Saint-Denis 1er Cru Les Faconnières","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50000250","496195","Red","7/8/2025","2025","7","8","750ml","Drank from my cellar","USD","93.02","93.02","0","USD","","OrderId:100000089","","Closet Cooler","72-B","2006","Domaine Bruno Clair Savigny-lès-Beaune 1er Cru La Dominode","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","La Dominode","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50000251","496195","Red","11/7/2025","2025","11","7","750ml","Drank from my cellar","USD","93.02","93.02","0","USD","","OrderId:100000089","","Closet Cooler","24-D","2006","Domaine Bruno Clair Savigny-lès-Beaune 1er Cru La Dominode","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","La Dominode","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50000252","496195","Red","4/19/2025","2025","4","19","750ml","Drank from my cellar","USD","93.02","93.02","0","USD","","OrderId:100000089","","Apartment Cellar","14-D","2006","Domaine Bruno Clair Savigny-lès-Beaune 1er Cru La Dominode","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","La Dominode","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50000253","4924346","Red","5/15/2024","2024","5","15","750ml","Drank from my cellar","USD","88.14","88.14","0","USD","","OrderId:100000090","","Closet Cooler","02-A","2022","Simon Bize Savigny-lès-Beaune 1er Cru Les Fournaux","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Fournaux","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50000254","4924346","Red","11/30/2024","2024","11","30","750ml","Drank from my cellar","USD","88.14","88.14","0","USD","","OrderId:100000090","","Closet Cooler","65-B","2022","Simon Bize Savigny-lès-Beaune 1er Cru Les Fournaux","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Fournaux","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50000255","4924346","Red","2/12/2026","2026","2","12","750ml","Drank from my cellar","USD","88.14","88.14","0","USD","","OrderId:100000090","","Closet Cooler","80-B","2022","Simon Bize Savigny-lès-Beaune 1er Cru Les Fournaux","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Fournaux","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50000256","2523953","White - Sparkling","4/20/2025","2025","4","20","750ml","Drank from my cellar","USD","292.23","292.23","0","USD","","OrderId:500000004","","Closet Cooler","60-B","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000257","2523953","White - Sparkling","12/14/2024","2024","12","14","750ml","Drank from my cellar","USD","292.23","292.23","0","USD","Krug édition night — December 2024","OrderId:500000004","","Apartment Cellar","82-C","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000258","2523953","White - Sparkling","3/17/2025","2025","3","17","750ml","Drank from my cellar","USD","292.23","292.23","0","USD","Krug édition night — August 2025","OrderId:500000004","","Apartment Cellar","59-A","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000259","2523953","White - Sparkling","1/11/2025","2025","1","11","750ml","Drank from my cellar","USD","292.23","292.23","0","USD","Krug édition night — January 2025","OrderId:500000004","","Apartment Cellar","63-F","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"50000260","829003","Red","11/25/2024","2024","11","25","750ml","Drank from my cellar","USD","202.18","202.18","0","USD","","OrderId:100000092","","Closet Cooler","71-D","2006","Domaine Fourrier Chambolle-Musigny 1er Cru Les Gruenchers Vieille Vigne","France, Burgundy, Côte de Nuits, Chambolle-Musigny 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieille Vigne","Les Gruenchers","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru"
"50000261","422","White - Sparkling","1/17/2024","2024","1","17","750ml","Drank from my cellar","USD","104.67","104.67","0","USD","grilled salmon with Alex","OrderId:500000004","","Apartment Cellar","32-A","1001","Veuve Clicquot Champagne Brut","France, Champagne","Red","Dry","Champagne Blend","Champagne Blend","Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000262","422","White - Sparkling","5/22/2024","2024","5","22","750ml","Drank from my cellar","USD","104.67","104.67","0","USD","Champagne Saturday — August 2024","OrderId:500000004","","Apartment Cellar","39-F","1001","Veuve Clicquot Champagne Brut","France, Champagne","Red","Dry","Champagne Blend","Champagne Blend","Brut","Unknown","France","Champagne","Unknown","Champagne"
"50000263","457665","White - Sparkling","1/17/2025","2025","1","17","750ml","Drank from my cellar","USD","60.02","60.02","0","USD","","OrderId:100000094","","Closet Cooler","80-A","1001","Vilmart & Cie Champagne Premier Cru Grande Réserve","France, Champagne, Champagne Premier Cru","White","Sparkling","Champagne Blend","Champagne Blend","Grande Réserve","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000264","457665","White - Sparkling","9/4/2025","2025","9","4","750ml","Drank from my cellar","USD","60.02","60.02","0","USD","","OrderId:100000094","","Closet Cooler","77-A","1001","Vilmart & Cie Champagne Premier Cru Grande Réserve","France, Champagne, Champagne Premier Cru","White","Sparkling","Champagne Blend","Champagne Blend","Grande Réserve","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50000265","4852979","Red","12/18/2023","2023","12","18","750ml","Drank from my cellar","USD","65.36","65.36","0","USD","","OrderId:100000095","","Apartment Cellar","","2019","Arianna Occhipinti Cerasuolo di Vittoria Classico Grotte Alte","Italy, Sicily, Cerasuolo di Vittoria Classico","Red","Dry","Red Blend","Red Blend","Grotte Alte","Unknown","Italy","Sicily","Unknown","Cerasuolo di Vittoria Classico"
"50000266","4271968","White - Sparkling","12/8/2024","2024","12","8","750ml","Drank from my cellar","USD","129.16","129.16","0","USD","","OrderId:500000004","","Closet Cooler","20-C","2015","Bollinger Champagne La Grande Année","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","La Grande Année","Unknown","France","Champagne","Unknown","Champagne"
