"iInventory","Pending","Barcode","WineBarcode","Price","Size","iWine","Type","Vintage","Wine","Producer","Varietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","Note","StoreName","PurchaseDate","PurchaseNote","Location","Bin"
"200003809","0","0200003809","W1508099_750ml","266.25","750ml","1508099","Red","1976","Ridge Cabernet-Merlot Monte Bello","Ridge","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","WineBid","1/6/2019","OrderId:100001343","Cellar Room","04-E"
"200003810","0","0200003810","W18552_1.5L","345.44","1.5L","18552","Red","2003","Château Montrose","Château Montrose","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe","","Spectrum Wine Auctions","1/15/2019","OrderId:100001344","Off-site Storage","66-B"
"200003812","0","0200003812","W18552_1.5L","345.44","1.5L","18552","Red","2003","Château Montrose","Château Montrose","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe","","Spectrum Wine Auctions","1/15/2019","OrderId:100001344","Cellar Room","42-B"
"200003813","0","0200003813","W5949_750ml","219.25","750ml","5949","Red","1986","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","Heitz Cellar","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","","Spectrum Wine Auctions","1/8/2019","OrderId:100001345","Cellar Room","54-A"
"200003814","0","0200003814","W5949_750ml","219.25","750ml","5949","Red","1986","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","Heitz Cellar","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","","Spectrum Wine Auctions","1/8/2019","OrderId:100001345","Cellar Room","98-F"
"200003815","0","0200003815","W5949_750ml","219.25","750ml","5949","Red","1986","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","Heitz Cellar","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville","","Spectrum Wine Auctions","1/8/2019","OrderId:100001345","Cellar Room","42-F"
"200003819","0","0200003819","W3281798_750ml","13.53","750ml","3281798","Red","2018","Château Grand Corbin Manuel","Château Grand Corbin Manuel","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","","Total Wine","1/12/2019","OrderId:100001347","Kitchen Cooler","89-A"
"200003822","0","0200003822","W1508099_750ml","289.13","750ml","1508099","Red","1976","Ridge Cabernet-Merlot Monte Bello","Ridge","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Zachys","1/6/2019","OrderId:100001349","Off-site Storage","08-F"
"200003826","0","0200003826","W4379605_750ml","79.59","750ml","4379605","Red","2020","Williams Selyem Zinfandel Bacigalupi Vineyard","Williams Selyem","Zinfandel","Unknown","Bacigalupi Vineyard","USA","California","Sonoma County","Russian River Valley","","Spectrum Wine Auctions","2/19/2019","OrderId:100001351","Kitchen Cooler","07-B"
"200003827","0","0200003827","W4379605_750ml","79.59","750ml","4379605","Red","2020","Williams Selyem Zinfandel Bacigalupi Vineyard","Williams Selyem","Zinfandel","Unknown","Bacigalupi Vineyard","USA","California","Sonoma County","Russian River Valley","","Spectrum Wine Auctions","2/19/2019","OrderId:100001351","Cellar Room",""
"200003828","0","0200003828","W4379605_750ml","79.59","750ml","4379605","Red","2020","Williams Selyem Zinfandel Bacigalupi Vineyard","Williams Selyem","Zinfandel","Unknown","Bacigalupi Vineyard","USA","California","Sonoma County","Russian River Valley","","Spectrum Wine Auctions","2/19/2019","OrderId:100001351","Cellar Room","89-F"
"200003829","0","0200003829","W4379605_750ml","79.59","750ml","4379605","Red","2020","Williams Selyem Zinfandel Bacigalupi Vineyard","Williams Selyem","Zinfandel","Unknown","Bacigalupi Vineyard","USA","California","Sonoma County","Russian River Valley","","Spectrum Wine Auctions","2/19/2019","OrderId:100001351","Cellar Room","35-A"
"200003830","0","0200003830","W4379605_750ml","79.59","750ml","4379605","Red","2020","Williams Selyem Zinfandel Bacigalupi Vineyard","Williams Selyem","Zinfandel","Unknown","Bacigalupi Vineyard","USA","California","Sonoma County","Russian River Valley","","Spectrum Wine Auctions","2/19/2019","OrderId:100001351","Cellar Room","43-B"
"200003831","0","0200003831","W2039652_750ml","50.65","750ml","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","nicked capsule","Zachys","2/22/2019","OrderId:100001352","Cellar Room","74-B"
"200003836","0","0200003836","W2039652_750ml","50.65","750ml","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","","Zachys","2/22/2019","OrderId:100001352","Kitchen Cooler","73-B"
"200003838","0","0200003838","W2039652_750ml","50.65","750ml","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","Williams Selyem","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","","Zachys","2/22/2019","OrderId:100001352","Cellar Room","22-F"
"200003841","0","0200003841","W1745791_750ml","38.74","750ml","1745791","Red","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","Williams Selyem","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley","","Spectrum Wine Auctions","2/8/2019","OrderId:100001354","Kitchen Cooler","98-F"
"200003843","0","0200003843","W3584113_750ml","74.53","750ml","3584113","Red","2016","Rocca di Montegrossi Geremia Toscana IGT","Rocca di Montegrossi","Red Bordeaux Blend","Geremia","Unknown","Italy","Tuscany","Unknown","Toscana IGT","","WineBid","2/2/2019","OrderId:100001355","Cellar Room","43-E"
"200003845","0","0200003845","W1068764_750ml","713.44","750ml","1068764","White - Sparkling","2008","Laurent-Perrier Champagne Brut Millésimé","Laurent-Perrier","Champagne Blend","Brut Millésimé","Unknown","France","Champagne","Unknown","Champagne","","Zachys","2/24/2019","OrderId:100001356","Cellar Room","99-E"
"200003847","0","0200003847","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Cellar Room","80-B"
"200003849","0","0200003849","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Cellar Room","35-D"
"200003850","0","0200003850","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Kitchen Cooler","57-D"
"200003851","0","0200003851","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Kitchen Cooler","40-E"
"200003852","0","0200003852","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Kitchen Cooler",""
"200003853","0","0200003853","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Cellar Room","70-D"
"200003854","0","0200003854","W10714_750ml","75.51","750ml","10714","Red","1999","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Premier Cru","2/21/2019","OrderId:100001357","Kitchen Cooler","51-E"
"200003856","0","0200003856","W4727493_750ml","74.07","750ml","4727493","Red","2020","Vietti Barbaresco Roncaglie Masseria","Vietti","Nebbiolo","Unknown","Roncaglie Masseria","Italy","Piedmont","Langhe","Barbaresco","","WineBid","2/27/2019","OrderId:100001359","Cellar Room","94-F"
"200003857","0","0200003857","W4727493_750ml","74.07","750ml","4727493","Red","2020","Vietti Barbaresco Roncaglie Masseria","Vietti","Nebbiolo","Unknown","Roncaglie Masseria","Italy","Piedmont","Langhe","Barbaresco","","WineBid","2/27/2019","OrderId:100001359","Kitchen Cooler","63-F"
"200003858","0","0200003858","W4727493_750ml","74.07","750ml","4727493","Red","2020","Vietti Barbaresco Roncaglie Masseria","Vietti","Nebbiolo","Unknown","Roncaglie Masseria","Italy","Piedmont","Langhe","Barbaresco","","WineBid","2/27/2019","OrderId:100001359","Kitchen Cooler","78-F"
"200003860","0","0200003860","W4727493_750ml","74.07","750ml","4727493","Red","2020","Vietti Barbaresco Roncaglie Masseria","Vietti","Nebbiolo","Unknown","Roncaglie Masseria","Italy","Piedmont","Langhe","Barbaresco","","WineBid","2/27/2019","OrderId:100001359","Cellar Room","25-B"
"200003861","0","0200003861","W4727493_750ml","74.07","750ml","4727493","Red","2020","Vietti Barbaresco Roncaglie Masseria","Vietti","Nebbiolo","Unknown","Roncaglie Masseria","Italy","Piedmont","Langhe","Barbaresco","","WineBid","2/27/2019","OrderId:100001359","Cellar Room","48-B"
"200003863","0","0200003863","W282540_750ml","72.34","750ml","282540","Red","1993","Edmunds St. John Zinfandel Story","Edmunds St. John","Zinfandel","Unknown","Story","USA","California","North Coast","Mendocino County","","Wally's","2/1/2019","OrderId:100001361","Cellar Room","96-C"
"200003864","0","0200003864","W2659331_1.5L","74.02","1.5L","2659331","Red","2015","Simon Bize Savigny-lès-Beaune 1er Cru Les Fournaux","Simon Bize","Pinot Noir","Unknown","Les Fournaux","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru","","Mailing List","2/1/2019","OrderId:500000009","Off-site Storage","60-C"
"200003866","0","0200003866","W3717786_750ml","76.86","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Hart Davis Hart","2/7/2019","OrderId:100001363","Kitchen Cooler","92-E"
"200003867","0","0200003867","W2061850_1.5L","53.77","1.5L","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","Failla","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Zachys","2/12/2019","OrderId:100001364","Kitchen Cooler","74-C"
"200003870","0","0200003870","W3530018_750ml","46.39","750ml","3530018","Red","2018","Domaine Bruno Clair Gevrey-Chambertin","Domaine Bruno Clair","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","signs of past seepage","WineBid","2/19/2019","OrderId:100001365","Cellar Room","89-C"
"200003871","0","0200003871","W1905611_750ml","73.49","750ml","1905611","Red","2010","Cappellano Barolo Piè Rupestris Otin Fiorin (Gabutti)","Cappellano","Nebbiolo","Piè Rupestris","Otin Fiorin (Gabutti)","Italy","Piedmont","Langhe","Barolo","","Storyteller","2/25/2019","OrderId:100001366","Kitchen Cooler","14-E"
"200003872","0","0200003872","W1905611_750ml","73.49","750ml","1905611","Red","2010","Cappellano Barolo Piè Rupestris Otin Fiorin (Gabutti)","Cappellano","Nebbiolo","Piè Rupestris","Otin Fiorin (Gabutti)","Italy","Piedmont","Langhe","Barolo","","Storyteller","2/25/2019","OrderId:100001366","Kitchen Cooler","71-A"
"200003873","0","0200003873","W1905611_750ml","73.49","750ml","1905611","Red","2010","Cappellano Barolo Piè Rupestris Otin Fiorin (Gabutti)","Cappellano","Nebbiolo","Piè Rupestris","Otin Fiorin (Gabutti)","Italy","Piedmont","Langhe","Barolo","","Storyteller","2/25/2019","OrderId:100001366","Cellar Room","93-A"
"200003874","0","0200003874","W1905611_750ml","73.49","750ml","1905611","Red","2010","Cappellano Barolo Piè Rupestris Otin Fiorin (Gabutti)","Cappellano","Nebbiolo","Piè Rupestris","Otin Fiorin (Gabutti)","Italy","Piedmont","Langhe","Barolo","","Storyteller","2/25/2019","OrderId:100001366","Kitchen Cooler","77-F"
"200003875","0","0200003875","W2030020_1.5L","793.34","1.5L","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","","Acker Merrall","2/3/2019","OrderId:100001367","Cellar Room","91-C"
"200003876","0","0200003876","W1642349_750ml","74.07","750ml","1642349","Red","2011","BOND St. Eden","BOND","Red Bordeaux Blend","St. Eden","Unknown","USA","California","Napa Valley","Napa Valley","","Hart Davis Hart","2/10/2019","OrderId:100001368","Off-site Storage",""
"200003877","0","0200003877","W4938096_1.5L","218.42","1.5L","4938096","Red","2015","Château des Tours Côtes du Rhône Grande Réserve","Château des Tours","Red Rhone Blend","Grande Réserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône","","Zachys","2/6/2019","OrderId:100001369","Cellar Room",""
"200003878","0","0200003878","W4938096_1.5L","218.42","1.5L","4938096","Red","2015","Château des Tours Côtes du Rhône Grande Réserve","Château des Tours","Red Rhone Blend","Grande Réserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône","","Zachys","2/6/2019","OrderId:100001369","Cellar Room","87-F"
"200003880","0","0200003880","W4938096_1.5L","218.42","1.5L","4938096","Red","2015","Château des Tours Côtes du Rhône Grande Réserve","Château des Tours","Red Rhone Blend","Grande Réserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône","","Zachys","2/6/2019","OrderId:100001369","Kitchen Cooler","64-A"
"200003881","0","0200003881","W4938096_1.5L","218.42","1.5L","4938096","Red","2015","Château des Tours Côtes du Rhône Grande Réserve","Château des Tours","Red Rhone Blend","Grande Réserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône","","Zachys","2/6/2019","OrderId:100001369","Cellar Room","45-E"
"200003882","0","0200003882","W4247989_1.5L","76.74","1.5L","4247989","Red","2019","Nervi-Conterno Gattinara","Nervi-Conterno","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara","","Total Wine","2/23/2019","OrderId:100001370","Cellar Room","25-B"
"200003884","0","0200003884","W3274427_750ml","83.47","750ml","3274427","Red","2018","Château Léoville Poyferré","Château Léoville Poyferré","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Julien","","Mailing List","2/1/2019","OrderId:500000009","Kitchen Cooler","77-D"
"200003885","0","0200003885","W3274427_750ml","83.47","750ml","3274427","Red","2018","Château Léoville Poyferré","Château Léoville Poyferré","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Julien","","Mailing List","2/1/2019","OrderId:500000009","Kitchen Cooler","65-C"
"200003886","0","0200003886","W3274427_750ml","83.47","750ml","3274427","Red","2018","Château Léoville Poyferré","Château Léoville Poyferré","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Julien","","Mailing List","2/1/2019","OrderId:500000009","Cellar Room","73-A"
"200003887","0","0200003887","W3274427_750ml","83.47","750ml","3274427","Red","2018","Château Léoville Poyferré","Château Léoville Poyferré","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Julien","","Mailing List","2/1/2019","OrderId:500000009","Cellar Room",""
"200003889","0","0200003889","W1745791_750ml","41.43","750ml","1745791","Red","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","Williams Selyem","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley","","Acker Merrall","2/16/2019","OrderId:100001374","Kitchen Cooler","35-E"
"200003890","0","0200003890","W1745791_750ml","41.43","750ml","1745791","Red","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","Williams Selyem","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley","","Acker Merrall","2/16/2019","OrderId:100001374","Off-site Storage","50-F"
"200003891","0","0200003891","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Cellar Room","68-E"
"200003892","0","0200003892","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Kitchen Cooler","52-C"
"200003893","0","0200003893","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Cellar Room","02-C"
"200003895","0","0200003895","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","signs of past seepage","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Cellar Room","57-D"
"200003896","0","0200003896","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Kitchen Cooler","67-D"
"200003897","0","0200003897","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Off-site Storage","80-F"
"200003898","0","0200003898","W3697140_750ml","22.02","750ml","3697140","Red","2019","Claire Hill Syrah Grist Vineyard","Claire Hill","Syrah","Unknown","Grist Vineyard","USA","California","Sonoma County","Dry Creek Valley","","Spectrum Wine Auctions","2/2/2019","OrderId:100001375","Kitchen Cooler","62-A"
"200003903","0","0200003903","W4215292_750ml","349.02","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","WineBid","3/11/2019","OrderId:100001379","Kitchen Cooler","73-D"
"200003905","0","0200003905","W3208698_750ml","66.81","750ml","3208698","Red","2008","Egly-Ouriet Coteaux Champenois Cuvée des Grands Côtés Vieilles Vignes Rouge Ambonnay","Egly-Ouriet","Pinot Noir","Cuvée des Grands Côtés Vieilles Vignes Rouge","Ambonnay","France","Champagne","Unknown","Coteaux Champenois","","Spectrum Wine Auctions","3/1/2019","OrderId:100001380","Kitchen Cooler","25-A"
"200003906","0","0200003906","W4153522_750ml","0.00","750ml","4153522","Red","2020","Domaine Dujac Morey-Saint-Denis","Domaine Dujac","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis","","Gift","3/19/2019","OrderId:100001381","Kitchen Cooler",""
"200003907","0","0200003907","W15079_1.5L","154.98","1.5L","15079","Red","1989","Château La Mission Haut-Brion","Château La Mission Haut-Brion","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan","","Acker Merrall","3/22/2019","OrderId:100001382","Off-site Storage","57-A"
"200003908","0","0200003908","W15079_1.5L","154.98","1.5L","15079","Red","1989","Château La Mission Haut-Brion","Château La Mission Haut-Brion","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan","","Acker Merrall","3/22/2019","OrderId:100001382","Cellar Room",""
"200003909","0","0200003909","W15079_1.5L","154.98","1.5L","15079","Red","1989","Château La Mission Haut-Brion","Château La Mission Haut-Brion","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan","signs of past seepage","Acker Merrall","3/22/2019","OrderId:100001382","Cellar Room","14-B"
"200003910","0","0200003910","W2428595_750ml","46.46","750ml","2428595","Red","2014","Williams Selyem Pinot Noir Burt Williams' Morning Dew Ranch","Williams Selyem","Pinot Noir","Unknown","Burt Williams' Morning Dew Ranch","USA","California","North Coast","Anderson Valley","","K&L Auctions","3/10/2019","OrderId:100001383","Cellar Room","26-E"
"200003911","0","0200003911","W2921866_750ml","88.86","750ml","2921866","Red","2016","Bartolo Mascarello Langhe Nebbiolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","","Spectrum Wine Auctions","3/1/2019","OrderId:100001384","Kitchen Cooler","04-F"
"200003912","0","0200003912","W2921866_750ml","88.86","750ml","2921866","Red","2016","Bartolo Mascarello Langhe Nebbiolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","","Spectrum Wine Auctions","3/1/2019","OrderId:100001384","Kitchen Cooler","59-B"
"200003914","0","0200003914","W6277_750ml","56.62","750ml","6277","Red - Fortified","1997","Graham Porto Vintage","Graham","Port Blend","Vintage","Unknown","Portugal","Douro","Unknown","Porto","","Premier Cru","3/24/2019","OrderId:100001385","Cellar Room","34-C"
"200003916","0","0200003916","W6277_750ml","56.62","750ml","6277","Red - Fortified","1997","Graham Porto Vintage","Graham","Port Blend","Vintage","Unknown","Portugal","Douro","Unknown","Porto","","Premier Cru","3/24/2019","OrderId:100001385","Cellar Room","40-C"
"200003920","0","0200003920","W1599171_750ml","192.25","750ml","1599171","Red","2012","Domaine Lignier-Michelot Morey-Saint-Denis 1er Cru Les Faconnières","Domaine Lignier-Michelot","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","Hart Davis Hart","3/27/2019","OrderId:100001387","Cellar Room","58-B"
"200003921","0","0200003921","W1599171_750ml","192.25","750ml","1599171","Red","2012","Domaine Lignier-Michelot Morey-Saint-Denis 1er Cru Les Faconnières","Domaine Lignier-Michelot","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","Hart Davis Hart","3/27/2019","OrderId:100001387","Off-site Storage","27-B"
"200003922","0","0200003922","W1599171_750ml","192.25","750ml","1599171","Red","2012","Domaine Lignier-Michelot Morey-Saint-Denis 1er Cru Les Faconnières","Domaine Lignier-Michelot","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","","Hart Davis Hart","3/27/2019","OrderId:100001387","Cellar Room","62-B"
"200003923","0","0200003923","W4026813_750ml","52.54","750ml","4026813","Red","2019","Charles Van Canneyt Bourgogne","Charles Van Canneyt","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Garagiste","3/20/2019","OrderId:100001388","Off-site Storage","58-E"
"200003924","0","0200003924","W4026813_750ml","52.54","750ml","4026813","Red","2019","Charles Van Canneyt Bourgogne","Charles Van Canneyt","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Garagiste","3/20/2019","OrderId:100001388","Off-site Storage",""
"200003925","0","0200003925","W4026813_750ml","52.54","750ml","4026813","Red","2019","Charles Van Canneyt Bourgogne","Charles Van Canneyt","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Garagiste","3/20/2019","OrderId:100001388","Kitchen Cooler","71-A"
"200003927","0","0200003927","W4026813_750ml","52.54","750ml","4026813","Red","2019","Charles Van Canneyt Bourgogne","Charles Van Canneyt","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Garagiste","3/20/2019","OrderId:100001388","Off-site Storage","35-E"
"200003928","0","0200003928","W4026813_750ml","52.54","750ml","4026813","Red","2019","Charles Van Canneyt Bourgogne","Charles Van Canneyt","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Garagiste","3/20/2019","OrderId:100001388","Off-site Storage","87-D"
"200003930","0","0200003930","W3834586_750ml","285.05","750ml","3834586","Red","2019","Domaine des Lambrays Clos des Lambrays","Domaine des Lambrays","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","","Acker Merrall","3/2/2019","OrderId:100001389","Kitchen Cooler","43-A"
"200003931","0","0200003931","W3185456_750ml","122.61","750ml","3185456","Red","2017","Domaine Chandon de Briailles Corton-Clos du Roi","Domaine Chandon de Briailles","Pinot Noir","Unknown","Clos du Roi","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Acker Merrall","3/2/2019","OrderId:100001390","Off-site Storage","14-B"
"200003932","0","0200003932","W3185456_750ml","122.61","750ml","3185456","Red","2017","Domaine Chandon de Briailles Corton-Clos du Roi","Domaine Chandon de Briailles","Pinot Noir","Unknown","Clos du Roi","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Acker Merrall","3/2/2019","OrderId:100001390","Off-site Storage","60-D"
"200003933","0","0200003933","W3185456_750ml","122.61","750ml","3185456","Red","2017","Domaine Chandon de Briailles Corton-Clos du Roi","Domaine Chandon de Briailles","Pinot Noir","Unknown","Clos du Roi","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Acker Merrall","3/2/2019","OrderId:100001390","Kitchen Cooler","68-A"
"200003935","0","0200003935","W3185456_750ml","122.61","750ml","3185456","Red","2017","Domaine Chandon de Briailles Corton-Clos du Roi","Domaine Chandon de Briailles","Pinot Noir","Unknown","Clos du Roi","France","Burgundy","Côte de Beaune","Corton Grand Cru","","Acker Merrall","3/2/2019","OrderId:100001390","Cellar Room","22-E"
"200003936","0","0200003936","W4215292_750ml","345.15","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Acker Merrall","3/23/2019","OrderId:100001391","Cellar Room","03-F"
"200003943","0","0200003943","W4127917_750ml","60.23","750ml","4127917","Red","2019","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","K&L Auctions","3/13/2019","OrderId:100001395","Kitchen Cooler","94-F"
"200003944","0","0200003944","W4070252_750ml","12.52","750ml","4070252","Red","2019","Saint-Galet Châteauneuf-du-Pape","Saint-Galet","Red Rhone Blend","Unknown","Unknown","France","Rhône","Southern Rhône","Châteauneuf-du-Pape","","Premier Cru","3/22/2019","OrderId:100001396","Cellar Room","44-C"
"200003946","0","0200003946","W2783522_1.5L","2217.64","1.5L","2783522","Red","2014","Bartolo Mascarello Barolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barolo","","K&L Wine Merchants","3/6/2019","OrderId:100001397","Cellar Room","17-B"
"200003947","0","0200003947","W4247989_750ml","37.55","750ml","4247989","Red","2019","Nervi-Conterno Gattinara","Nervi-Conterno","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara","","Chambers Street","3/20/2019","OrderId:100001398","Cellar Room",""
"200003948","0","0200003948","W4247989_750ml","37.55","750ml","4247989","Red","2019","Nervi-Conterno Gattinara","Nervi-Conterno","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara","","Chambers Street","3/20/2019","OrderId:100001398","Off-site Storage","55-C"
