"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50001092","528214","Red","3/17/2015","2015","3","17","750ml","Drank from my cellar","USD","33.00","33.00","0","USD","","OrderId:100000449","","Cellar Room","12-C","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001093","528214","Red","10/27/2017","2017","10","27","750ml","Drank from my cellar","USD","33.00","33.00","0","USD","","OrderId:100000449","","Cellar Room","40-C","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001094","528214","Red","4/27/2015","2015","4","27","750ml","Drank from my cellar","USD","33.00","33.00","0","USD","","OrderId:100000449","","Kitchen Cooler","47-F","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001095","528214","Red","9/28/2019","2019","9","28","750ml","Drank from my cellar","USD","33.00","33.00","0","USD","","OrderId:100000449","","Off-site Storage","75-A","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001096","528214","Red","10/28/2015","2015","10","28","750ml","Drank from my cellar","USD","33.00","33.00","0","USD","","OrderId:100000449","","Cellar Room","24-D","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001097","1436116","Red","1/24/2022","2022","1","24","1.5L","Drank from my cellar","USD","105.18","105.18","0","USD","","OrderId:100000450","","Cellar Room","35-E","2009","Vietti Barolo Brunate","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo"
"50001098","5682576","Red","10/12/2020","2020","10","12","750ml","Drank from my cellar","USD","101.44","101.44","0","USD","","OrderId:100000451","","Cellar Room","61-E","1001","Cellier Saint Benoit Arbois Pupillin Ploussard La Ronde","France, Jura, Arbois Pupillin","Red","Dry","Poulsard","Poulsard","Ploussard La Ronde","Unknown","France","Jura","Unknown","Arbois Pupillin"
"50001099","769709","Red","7/24/2016","2016","7","24","750ml","Drank from my cellar","USD","84.59","84.59","0","USD","","OrderId:100000452","","Kitchen Cooler","23-E","2007","Bruno Giacosa Barbaresco Santo Stefano Albesani di Nieve","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Santo Stefano Albesani di Nieve","Italy","Piedmont","Langhe","Barbaresco"
"50001100","769709","Red","5/25/2015","2015","5","25","750ml","Drank from my cellar","USD","84.59","84.59","0","USD","sheet-pan dinner with Ellen","OrderId:100000452","","Off-site Storage","73-E","2007","Bruno Giacosa Barbaresco Santo Stefano Albesani di Nieve","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Santo Stefano Albesani di Nieve","Italy","Piedmont","Langhe","Barbaresco"
"50001101","2625265","Red","5/7/2021","2021","5","7","750ml","Drank from my cellar","USD","66.90","66.90","0","USD","","OrderId:100000453","","Cellar Room","32-E","2015","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001102","27426","Red","10/19/2021","2021","10","19","750ml","Drank from my cellar","USD","26.83","26.83","0","USD","","OrderId:100000454","slightly depressed cork","Cellar Room","95-F","1994","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001103","27426","Red","6/20/2022","2022","6","20","750ml","Sold","USD","26.83","26.83","22.81","USD","Zachys consignment, June 2022","OrderId:100000454","","Cellar Room","96-A","1994","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001104","1146435","Red","6/28/2015","2015","6","28","750ml","Drank from my cellar","USD","89.66","89.66","0","USD","","OrderId:100000455","","Kitchen Cooler","51-F","2009","Giacomo Conterno Barolo Cascina Francia","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Cascina Francia","Italy","Piedmont","Langhe","Barolo"
"50001105","1146435","Red","3/19/2024","2024","3","19","750ml","Drank from my cellar","USD","89.66","89.66","0","USD","","OrderId:100000455","","Kitchen Cooler","","2009","Giacomo Conterno Barolo Cascina Francia","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Cascina Francia","Italy","Piedmont","Langhe","Barolo"
"50001106","2039652","Red","7/15/2015","2015","7","15","750ml","Drank from my cellar","USD","38.05","38.05","0","USD","","OrderId:100000456","","Kitchen Cooler","52-F","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50001107","523883","Red","3/9/2017","2017","3","9","750ml","Drank from my cellar","USD","347.60","347.60","0","USD","","OrderId:100000457","","Cellar Room","53-B","1964","Giacomo Conterno Barolo Riserva","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Riserva","Unknown","Italy","Piedmont","Langhe","Barolo"
"50001108","1745791","Red","10/6/2015","2015","10","6","750ml","Drank from my cellar","USD","31.66","31.66","0","USD","weeknight pasta with Ellen","OrderId:100000459","","Cellar Room","31-C","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001109","1745791","Red","7/2/2021","2021","7","2","750ml","Drank from my cellar","USD","31.66","31.66","0","USD","","OrderId:100000459","","Kitchen Cooler","25-E","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001110","1745791","Red","9/14/2016","2016","9","14","750ml","Drank from my cellar","USD","31.66","31.66","0","USD","","OrderId:100000459","","Off-site Storage","24-C","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001111","2682918","White","11/11/2019","2019","11","11","750ml","Drank from my cellar","USD","55.40","55.40","0","USD","","OrderId:100000460","","Off-site Storage","98-D","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001112","2682918","White","12/4/2015","2015","12","4","750ml","Missing","USD","55.40","55.40","0","USD","Inventory audit — bottle not found.","OrderId:100000460","top-shoulder fill","Cellar Room","69-F","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001113","2682918","White","11/3/2017","2017","11","3","750ml","Missing","USD","55.40","55.40","0","USD","Inventory audit — bottle not found.","OrderId:100000460","lightly scuffed label","Off-site Storage","50-D","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001114","2682918","White","3/3/2018","2018","3","3","750ml","Missing","USD","55.40","55.40","0","USD","Inventory audit — bottle not found.","OrderId:100000460","","Off-site Storage","14-F","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001115","2682918","White","9/14/2015","2015","9","14","750ml","Drank from my cellar","USD","55.40","55.40","0","USD","","OrderId:100000460","","Cellar Room","45-E","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001116","2682918","White","8/19/2015","2015","8","19","750ml","Drank from my cellar","USD","55.40","55.40","0","USD","","OrderId:100000460","","Cellar Room","49-F","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001117","2682918","White","9/14/2018","2018","9","14","750ml","Drank from my cellar","USD","55.40","55.40","0","USD","","OrderId:100000460","","Cellar Room","10-F","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001118","2682918","White","6/16/2022","2022","6","16","750ml","Sold","USD","55.40","55.40","47.09","USD","Zachys consignment, June 2022","OrderId:100000460","","Cellar Room","76-F","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001119","1668152","Red","10/10/2020","2020","10","10","750ml","Drank from my cellar","USD","80.88","80.88","0","USD","","OrderId:100000461","","Cellar Room","52-C","2012","Alain Hudelot-Noëllat Vosne-Romanée 1er Cru Les Suchots","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Suchots","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru"
"50001120","1668152","Red","9/23/2017","2017","9","23","750ml","Drank from my cellar","USD","80.88","80.88","0","USD","","OrderId:100000461","","Off-site Storage","79-E","2012","Alain Hudelot-Noëllat Vosne-Romanée 1er Cru Les Suchots","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Suchots","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru"
"50001121","1386884","Red","8/20/2019","2019","8","20","750ml","Drank from my cellar","USD","33.87","33.87","0","USD","","OrderId:100000462","","Cellar Room","70-F","2010","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001122","1386884","Red","5/10/2017","2017","5","10","750ml","Drank from my cellar","USD","33.87","33.87","0","USD","","OrderId:100000462","","Cellar Room","06-E","2010","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001123","1386884","Red","5/27/2023","2023","5","27","750ml","Drank from my cellar","USD","33.87","33.87","0","USD","","OrderId:100000462","","Kitchen Cooler","62-D","2010","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001124","1386884","Red","12/8/2017","2017","12","8","750ml","Missing","USD","33.87","33.87","0","USD","Inventory audit — bottle not found.","OrderId:100000462","","Kitchen Cooler","20-A","2010","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001125","1508099","Red","5/21/2020","2020","5","21","750ml","Drank from my cellar","USD","216.12","216.12","0","USD","","OrderId:100000463","","Cellar Room","","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001126","1877923","Red","3/25/2019","2019","3","25","750ml","Drank from my cellar","USD","49.33","49.33","0","USD","","OrderId:100000464","","Kitchen Cooler","08-F","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50001127","1877923","Red","9/1/2023","2023","9","1","750ml","Drank from my cellar","USD","49.33","49.33","0","USD","","OrderId:100000464","","Kitchen Cooler","56-E","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50001128","1877923","Red","6/19/2022","2022","6","19","750ml","Sold","USD","49.33","49.33","41.93","USD","Zachys consignment, June 2022","OrderId:100000464","","Cellar Room","14-B","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"50001129","15181","Red","6/15/2022","2022","6","15","750ml","Sold","USD","66.86","66.86","56.83","USD","Zachys consignment, June 2022","OrderId:100000465","bin-soiled label","Cellar Room","36-F","1989","Pétrus","France, Bordeaux, Libournais, Pomerol","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Pomerol"
"50001130","1575","Red","6/18/2022","2022","6","18","750ml","Sold","USD","63.82","63.82","54.25","USD","Zachys consignment, June 2022","OrderId:100000466","","Kitchen Cooler","95-D","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50001131","1575","Red","6/5/2015","2015","6","5","750ml","Drank from my cellar","USD","63.82","63.82","0","USD","","OrderId:100000466","","Off-site Storage","17-D","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50001132","1575","Red","3/26/2021","2021","3","26","750ml","Gave away","USD","63.82","63.82","0","USD","Gift to the Hartwells","OrderId:100000466","top-shoulder fill","Cellar Room","68-B","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50001133","42493","Red","7/3/2018","2018","7","3","750ml","Drank from my cellar","USD","62.57","62.57","0","USD","","OrderId:100000467","","Cellar Room","68-F","1996","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"50001134","4774381","White","5/24/2021","2021","5","24","750ml","Missing","USD","0.00","0.00","0","USD","Inventory audit — bottle not found.","OrderId:100000468","","Cellar Room","96-B","2022","Perlegos Wine Co. Assyrtiko Thera Block","USA, California, Central Valley, Clements Hills","White","Dry","Assyrtiko","Assyrtiko","Thera Block","Unknown","USA","California","Central Valley","Clements Hills"
"50001135","2061850","Red","9/25/2016","2016","9","25","750ml","Drank from my cellar","USD","22.59","22.59","0","USD","","OrderId:100000469","","Cellar Room","77-A","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001136","2061850","Red","6/23/2024","2024","6","23","750ml","Drank from my cellar","USD","22.59","22.59","0","USD","","OrderId:100000469","","Cellar Room","50-D","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001137","1745791","Red","11/2/2015","2015","11","2","750ml","Missing","USD","28.72","28.72","0","USD","Inventory audit — bottle not found.","OrderId:100000470","","Cellar Room","12-F","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50001138","3152221","Red","6/16/2022","2022","6","16","750ml","Sold","USD","6.89","6.89","5.86","USD","Zachys consignment, June 2022","OrderId:100000472","","Off-site Storage","40-B","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001139","3152221","Red","11/10/2019","2019","11","10","750ml","Drank from my cellar","USD","6.89","6.89","0","USD","","OrderId:100000472","","Kitchen Cooler","18-B","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001140","3152221","Red","9/24/2016","2016","9","24","750ml","Drank from my cellar","USD","6.89","6.89","0","USD","","OrderId:100000472","","Cellar Room","80-E","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001141","3152221","Red","2/5/2017","2017","2","5","750ml","Missing","USD","6.89","6.89","0","USD","Inventory audit — bottle not found.","OrderId:100000472","","Kitchen Cooler","61-E","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001142","3152221","Red","6/19/2022","2022","6","19","750ml","Sold","USD","6.89","6.89","5.86","USD","Zachys consignment, June 2022","OrderId:100000472","","Kitchen Cooler","05-B","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50001143","2992807","Red","7/22/2015","2015","7","22","750ml","Drank from my cellar","USD","24.17","24.17","0","USD","California Cab vertical — July 2018","OrderId:100000473","","Cellar Room","34-B","2016","Galerie Cabernet Sauvignon Latro","USA, California, Sonoma County, Knights Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Latro","Unknown","USA","California","Sonoma County","Knights Valley"
"50001144","2262886","Red","8/11/2016","2016","8","11","750ml","Drank from my cellar","USD","67.18","67.18","0","USD","salad and leftovers with Ellen","OrderId:100000474","signs of past seepage","Cellar Room","64-C","2014","Domaine Denis Bachelet Gevrey-Chambertin 1er Cru Les Corbeaux Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Corbeaux","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50001145","2262886","Red","6/9/2020","2020","6","9","750ml","Drank from my cellar","USD","67.18","67.18","0","USD","","OrderId:100000474","","Kitchen Cooler","86-A","2014","Domaine Denis Bachelet Gevrey-Chambertin 1er Cru Les Corbeaux Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Corbeaux","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50001146","2262886","Red","8/25/2018","2018","8","25","750ml","Drank from my cellar","USD","67.18","67.18","0","USD","","OrderId:100000474","","Kitchen Cooler","94-C","2014","Domaine Denis Bachelet Gevrey-Chambertin 1er Cru Les Corbeaux Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Corbeaux","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50001147","87135","Red","6/20/2022","2022","6","20","750ml","Sold","USD","23.57","23.57","20.03","USD","Zachys consignment, June 2022","OrderId:100000476","","Cellar Room","76-B","1992","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001148","87135","Red","11/22/2020","2020","11","22","750ml","Drank from my cellar","USD","23.57","23.57","0","USD","","OrderId:100000476","","Off-site Storage","06-E","1992","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001149","87135","Red","3/4/2025","2025","3","4","750ml","Drank from my cellar","USD","23.57","23.57","0","USD","","OrderId:100000476","","Cellar Room","02-A","1992","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001150","87135","Red","6/16/2022","2022","6","16","750ml","Sold","USD","23.57","23.57","20.03","USD","Zachys consignment, June 2022","OrderId:100000476","","Cellar Room","","1992","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001151","87135","Red","7/1/2018","2018","7","1","750ml","Drank from my cellar","USD","23.57","23.57","0","USD","","OrderId:100000476","","Kitchen Cooler","41-C","1992","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001152","87135","Red","12/21/2016","2016","12","21","750ml","Drank from my cellar","USD","23.57","23.57","0","USD","","OrderId:100000476","","Kitchen Cooler","92-D","1992","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"50001153","2894456","Red","9/6/2016","2016","9","6","750ml","Drank from my cellar","USD","73.89","73.89","0","USD","","OrderId:100000477","","Off-site Storage","30-C","2014","Vietti Barolo Rocche di Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo"
"50001154","1508099","Red","9/23/2018","2018","9","23","1.5L","Drank from my cellar","USD","493.81","493.81","0","USD","","OrderId:100000478","","Cellar Room","76-C","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001155","1508099","Red","6/3/2022","2022","6","3","1.5L","Drank from my cellar","USD","493.81","493.81","0","USD","","OrderId:100000478","","Off-site Storage","82-D","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001156","1508099","Red","7/8/2015","2015","7","8","1.5L","Drank from my cellar","USD","493.81","493.81","0","USD","","OrderId:100000478","","Cellar Room","56-E","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001157","4427342","White - Sparkling","5/6/2016","2016","5","6","1.5L","Drank from my cellar","USD","218.32","218.32","0","USD","","OrderId:100000479","","Kitchen Cooler","13-C","2012","Taittinger Champagne Comtes de Champagne Blanc de Blancs Brut","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Comtes de Champagne Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"50001158","4427342","White - Sparkling","11/22/2015","2015","11","22","1.5L","Missing","USD","218.32","218.32","0","USD","Inventory audit — bottle not found.","OrderId:100000479","","Cellar Room","36-E","2012","Taittinger Champagne Comtes de Champagne Blanc de Blancs Brut","France, Champagne","White","Sparkling","Chardonnay","Chardonnay","Comtes de Champagne Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"50001159","2061850","Red","6/19/2022","2022","6","19","750ml","Sold","USD","25.00","25.00","21.25","USD","Zachys consignment, June 2022","OrderId:100000480","nicked capsule","Kitchen Cooler","03-D","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001160","2061850","Red","3/2/2019","2019","3","2","750ml","Drank from my cellar","USD","25.00","25.00","0","USD","","OrderId:100000480","","Kitchen Cooler","32-F","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001161","5320","Red","6/20/2022","2022","6","20","750ml","Sold","USD","134.53","134.53","114.35","USD","Zachys consignment, June 2022","OrderId:100000481","","Cellar Room","56-B","1991","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville"
"50001162","1208","Red","6/18/2022","2022","6","18","750ml","Sold","USD","63.37","63.37","53.86","USD","Zachys consignment, June 2022","OrderId:100000482","","Cellar Room","41-F","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001163","18552","Red","6/16/2022","2022","6","16","750ml","Sold","USD","140.72","140.72","119.61","USD","Zachys consignment, June 2022","OrderId:100000483","","Off-site Storage","14-F","2003","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"50001164","3152221","Red","6/16/2022","2022","6","16","750ml","Sold","USD","6.89","6.89","5.86","USD","Zachys consignment, June 2022","OrderId:100000485","lightly scuffed label","Kitchen Cooler","","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
