"iNote","iWine","Type","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","TastingDate","Defective","Views","fHelpful","fFavorite","Rating","EventLocation","EventTitle","iEvent","EventDate","EventEndDate","TastingNotes","fLikeIt","CNotes","CScore","LikeVotes","LikePercent","Votes","Comments"
"10000126","2684446","Red","2013","Produttori del Barbaresco Barbaresco Riserva Pora","Italy, Piedmont, Langhe, Barbaresco","Produttori del Barbaresco","Nebbiolo","Nebbiolo","Riserva","Pora","Italy","Piedmont","Langhe","Barbaresco","7/15/2017","False","0","","0","91","the cellar room","Piedmont Riserva tasting — July 2017","90000016","7/15/2017","7/15/2017","Nose of tobacco leaf, rose petal. Palate shows taut tannins, long savory finish. Good but not memorable.","","","","","","",""
"10000127","1366736","Red","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2019","False","0","","0","95","the cellar room","Right Bank vertical — July 2019","90000024","7/15/2019","7/15/2019","Nose of tobacco leaf, forest floor, wet stone. Palate shows earthy depth, pretty fruit core, bright acidity. Better than expected.","","","","","","",""
"10000128","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","10/15/2015","False","0","","0","94","the cellar room","Burgundy GC night — October 2015","90000009","10/15/2015","10/15/2015","Nose of wet stone, forest floor, dark cherry. Palate shows taut tannins, bright acidity. Hits its stride.","","","","","","",""
"10000129","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2016","False","0","","0","95","the cellar room","Rousseau retrospective — April 2016","90000011","4/15/2016","4/15/2016","Nose of blackberry, rose petal. Palate shows long savory finish, iron and minerals, pretty fruit core. Singing right now. One of the best of this wine I've ever had.","","","","","","",""
"10000130","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2016","False","0","","0","91","the cellar room","Rousseau retrospective — April 2016","90000011","4/15/2016","4/15/2016","Nose of smoked meat, violets, blackberry. Palate shows iron and minerals, taut tannins. On track.","","","","","","",""
"10000131","1599171","Red","2012","Domaine Lignier-Michelot Morey-Saint-Denis 1er Cru Les Faconnières","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Domaine Lignier-Michelot","Pinot Noir","Pinot Noir","Unknown","Les Faconnières","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","2/1/2018","False","0","","0","86","","","","","","Just not for me.","","","","","","",""
"10000132","12923","Red","1992","Heitz Cellar Cabernet Sauvignon","USA, California, Napa Valley","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","4/15/2019","False","0","","0","90","the cellar room","California Cab vertical — April 2019","90000023","4/15/2019","4/15/2019","Nose of violets, dark cherry, raspberry. Palate shows pretty fruit core, structured grip. On track.","","","","","","",""
"10000133","2475577","Red","2013","Mt. Brave Cabernet Sauvignon","USA, California, Napa Valley, Mt. Veeder","Mt. Brave","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Mt. Veeder","1/15/2026","False","0","","0","89","the cellar room","California Cab vertical — January 2026","90000050","1/15/2026","1/15/2026","Nose of rose petal, smoked meat. Palate shows structured grip, long savory finish, iron and minerals. Pleasant if uncomplicated.","","","","","","",""
"10000134","368938","Red","2006","Château Rayas Châteauneuf-du-Pape Reserve","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Château Rayas","Grenache","Grenache","Reserve","Unknown","France","Rhône","Southern Rhône","Châteauneuf-du-Pape","9/10/2015","False","0","","0","90","","","","","","Nose of tobacco leaf, raspberry, violets. Palate shows taut tannins, bright acidity, iron and minerals. Needs more time.","","","","","","",""
"10000135","1085809","Red","2007","Emidio Pepe Montepulciano d'Abruzzo","Italy, Abruzzi, Montepulciano d'Abruzzo","Emidio Pepe","Montepulciano","Montepulciano","Unknown","Unknown","Italy","Abruzzi","Unknown","Montepulciano d'Abruzzo","3/25/2016","False","0","","0","90","","","","","","Nose of tobacco leaf, violets. Palate shows structured grip, bright acidity. Pleasant if uncomplicated.","","","","","","",""
"10000136","368","Red","1997","Pride Mountain Vineyards Cabernet Sauvignon Reserve","USA, California, Napa Valley","Pride Mountain Vineyards","Cabernet Sauvignon","Cabernet Sauvignon","Reserve","Unknown","USA","California","Napa Valley","Napa Valley","1/15/2025","False","0","","0","91","the cellar room","California Cab vertical — January 2025","90000046","1/15/2025","1/15/2025","Nose of forest floor, rose petal, cedar. Palate shows taut tannins, polished texture, iron and minerals. Pleasant if uncomplicated.","","","","","","",""
"10000137","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","12/8/2017","False","0","","0","93","","","","","","Nose of iron filings, forest floor, blackberry. Palate shows pretty fruit core, structured grip, polished texture. Better than expected.","","","","","","",""
"10000138","2996505","Red - Fortified","2016","Taylor (Fladgate) Porto Vintage","Portugal, Douro, Porto","Taylor (Fladgate)","Port Blend","Port Blend","Vintage","Unknown","Portugal","Douro","Unknown","Porto","6/4/2021","False","0","","0","90","","","","","","Nose of raspberry, rose petal, forest floor. Palate shows long savory finish, earthy depth. Pleasant if uncomplicated.","","","","","","",""
"10000139","1436116","Red","2009","Vietti Barolo Brunate","Italy, Piedmont, Langhe, Barolo","Vietti","Nebbiolo","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo","1/24/2022","False","0","","0","97","","","","","","Nose of forest floor, dark cherry. Palate shows structured grip, taut tannins, iron and minerals. Singing right now. Keeps showing more in the glass.","","","","","","",""
"10000140","769709","Red","2007","Bruno Giacosa Barbaresco Santo Stefano Albesani di Nieve","Italy, Piedmont, Langhe, Barbaresco","Bruno Giacosa","Nebbiolo","Nebbiolo","Unknown","Santo Stefano Albesani di Nieve","Italy","Piedmont","Langhe","Barbaresco","7/24/2016","False","0","","0","92","","","","","","Nose of rose petal, smoked meat. Palate shows polished texture, structured grip, bright acidity. Hits its stride.","","","","","","",""
"10000141","1146435","Red","2009","Giacomo Conterno Barolo Cascina Francia","Italy, Piedmont, Langhe, Barolo","Giacomo Conterno","Nebbiolo","Nebbiolo","Unknown","Cascina Francia","Italy","Piedmont","Langhe","Barolo","3/19/2024","False","0","","0","87","","","","","","Nose of iron filings, blackberry. Palate shows iron and minerals, polished texture. Solid showing.","","","","","","",""
"10000142","2682918","White","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","Aubert","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast","9/14/2018","False","0","","0","92","","","","","","Nose of white flowers, lemon zest, honeycomb. Palate shows saline finish, tight focus. Singing right now.","","","","","","",""
"10000143","1668152","Red","2012","Alain Hudelot-Noëllat Vosne-Romanée 1er Cru Les Suchots","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Alain Hudelot-Noëllat","Pinot Noir","Pinot Noir","Unknown","Les Suchots","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru","10/10/2020","False","0","","0","90","","","","","","Nose of smoked meat, wet stone, rose petal. Palate shows structured grip, polished texture. Needs more time.","","","","","","",""
"10000144","2992807","Red","2016","Galerie Cabernet Sauvignon Latro","USA, California, Sonoma County, Knights Valley","Galerie","Cabernet Sauvignon","Cabernet Sauvignon","Latro","Unknown","USA","California","Sonoma County","Knights Valley","7/15/2018","False","0","","0","93","the cellar room","California Cab vertical — July 2018","90000020","7/15/2018","7/15/2018","Nose of rose petal, dark cherry, blackberry. Palate shows taut tannins, long savory finish. Drinking beautifully.","","","","","","",""
"10000145","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","3/2/2019","False","0","","0","91","","","","","","Nose of dark cherry, wet stone, blackberry. Palate shows bright acidity, pretty fruit core, structured grip. Needs more time.","","","","","","",""
"10000146","3152221","Red","2016","Château de Panigon","France, Bordeaux, Médoc","Château de Panigon","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc","10/22/2015","False","0","","0","92","","","","","","Nose of cedar, raspberry. Palate shows polished texture, pretty fruit core, earthy depth. Pleasant if uncomplicated.","","","","","","",""
"10000147","1208","Red","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe","8/5/2015","False","0","","0","93","","","","","","Nose of iron filings, cedar, tobacco leaf. Palate shows iron and minerals, bright acidity, taut tannins. Drinking beautifully.","","","","","","",""
"10000148","4778","Red","1989","Château Latour Grand Vin","France, Bordeaux, Médoc, Pauillac","Château Latour","Red Bordeaux Blend","Red Bordeaux Blend","Grand Vin","Unknown","France","Bordeaux","Médoc","Pauillac","7/15/2015","False","0","","0","93","the cellar room","Bordeaux first-growth flight — July 2015","90000008","7/15/2015","7/15/2015","Nose of blackberry, smoked meat, tobacco leaf. Palate shows taut tannins, earthy depth, pretty fruit core. Singing right now.","","","","","","",""
"10000149","2670644","Red","2016","Alpha Omega Era","USA, California, Napa Valley","Alpha Omega","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley","8/4/2016","False","0","","0","90","","","","","","Nose of smoked meat, graphite, blackberry. Palate shows taut tannins, structured grip, pretty fruit core. Pleasant if uncomplicated.","","","","","","",""
"10000150","5222982","Red","2023","Marchand & Tawse / Pascal Marchand Mazis-Chambertin Vignes de la Famille Tawse","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Marchand & Tawse / Pascal Marchand","Pinot Noir","Pinot Noir","Vignes de la Famille Tawse","Unknown","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","10/15/2015","False","0","","0","93","the cellar room","Burgundy GC night — October 2015","90000009","10/15/2015","10/15/2015","Nose of smoked meat, forest floor. Palate shows pretty fruit core, taut tannins, long savory finish. Hits its stride.","","","","","","",""
"10000151","5222982","Red","2023","Marchand & Tawse / Pascal Marchand Mazis-Chambertin Vignes de la Famille Tawse","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Marchand & Tawse / Pascal Marchand","Pinot Noir","Pinot Noir","Vignes de la Famille Tawse","Unknown","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","1/15/2017","False","0","","0","93","the cellar room","Burgundy GC night — January 2017","90000014","1/15/2017","1/15/2017","Nose of tobacco leaf, violets, rose petal. Palate shows polished texture, bright acidity, earthy depth. Better than expected.","","","","","","",""
"10000152","929699","Red","2010","Domaine Méo-Camuzet Clos Vougeot","France, Burgundy, Côte de Nuits, Clos Vougeot Grand Cru","Domaine Méo-Camuzet","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Vougeot Grand Cru","10/15/2016","False","0","","0","93","the cellar room","Burgundy GC night — October 2016","90000013","10/15/2016","10/15/2016","Nose of wet stone, tobacco leaf, violets. Palate shows long savory finish, taut tannins, structured grip. Singing right now.","","","","","","",""
"10000153","1811707","Red","2013","Domaine Lignier-Michelot Clos de la Roche","France, Burgundy, Côte de Nuits, Clos de la Roche Grand Cru","Domaine Lignier-Michelot","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru","10/15/2015","False","0","","0","91","the cellar room","Burgundy GC night — October 2015","90000009","10/15/2015","10/15/2015","Nose of graphite, rose petal. Palate shows bright acidity, iron and minerals. On track.","","","","","","",""
"10000154","1811707","Red","2013","Domaine Lignier-Michelot Clos de la Roche","France, Burgundy, Côte de Nuits, Clos de la Roche Grand Cru","Domaine Lignier-Michelot","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru","1/15/2017","False","0","","0","90","the cellar room","Burgundy GC night — January 2017","90000014","1/15/2017","1/15/2017","Nose of iron filings, wet stone, graphite. Palate shows polished texture, bright acidity, structured grip. Pleasant if uncomplicated.","","","","","","",""
"10000155","1811707","Red","2013","Domaine Lignier-Michelot Clos de la Roche","France, Burgundy, Côte de Nuits, Clos de la Roche Grand Cru","Domaine Lignier-Michelot","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru","1/15/2017","False","0","","0","92","the cellar room","Burgundy GC night — January 2017","90000014","1/15/2017","1/15/2017","Nose of cedar, raspberry. Palate shows taut tannins, structured grip, long savory finish. Drinking beautifully.","","","","","","",""
"10000156","147150","Red","2004","Rene Rostaing Côte-Rôtie La Landonne","France, Rhône, Northern Rhône, Côte-Rôtie","Rene Rostaing","Syrah","Syrah","Unknown","La Landonne","France","Rhône","Northern Rhône","Côte-Rôtie","10/11/2019","False","0","","0","96","","","","","","Nose of wet stone, forest floor. Palate shows structured grip, polished texture. Better than expected. Keeps showing more in the glass.","","","","","","",""
"10000157","147150","Red","2004","Rene Rostaing Côte-Rôtie La Landonne","France, Rhône, Northern Rhône, Côte-Rôtie","Rene Rostaing","Syrah","Syrah","Unknown","La Landonne","France","Rhône","Northern Rhône","Côte-Rôtie","3/12/2016","False","0","","0","88","","","","","","Nose of rose petal, blackberry. Palate shows pretty fruit core, long savory finish. Pleasant if uncomplicated.","","","","","","",""
"10000158","98351","Red","1999","Giacomo Conterno Barolo Riserva Monfortino","Italy, Piedmont, Langhe, Barolo","Giacomo Conterno","Nebbiolo","Nebbiolo","Riserva Monfortino","Unknown","Italy","Piedmont","Langhe","Barolo","1/15/2016","False","0","","0","89","the cellar room","Piedmont Riserva tasting — January 2016","90000010","1/15/2016","1/15/2016","Nose of blackberry, smoked meat, violets. Palate shows earthy depth, polished texture, pretty fruit core. Solid showing.","","","","","","",""
"10000159","98351","Red","1999","Giacomo Conterno Barolo Riserva Monfortino","Italy, Piedmont, Langhe, Barolo","Giacomo Conterno","Nebbiolo","Nebbiolo","Riserva Monfortino","Unknown","Italy","Piedmont","Langhe","Barolo","1/15/2016","False","0","","0","89","the cellar room","Piedmont Riserva tasting — January 2016","90000010","1/15/2016","1/15/2016","Nose of blackberry, iron filings. Palate shows pretty fruit core, long savory finish, taut tannins. Solid showing.","","","","","","",""
"10000160","8456","Red","1989","Château Ausone","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Ausone","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2016","False","0","","0","89","the cellar room","Right Bank vertical — July 2016","90000012","7/15/2016","7/15/2016","Nose of tobacco leaf, cedar, graphite. Palate shows long savory finish, pretty fruit core, iron and minerals. On track.","","","","","","",""
"10000161","8456","Red","1989","Château Ausone","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Ausone","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2021","False","0","","0","90","the cellar room","Right Bank vertical — July 2021","90000032","7/15/2021","7/15/2021","Nose of iron filings, rose petal. Palate shows iron and minerals, taut tannins. Good but not memorable.","","","","","","",""
"10000162","8456","Red","1989","Château Ausone","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Ausone","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2016","False","0","","0","92","the cellar room","Right Bank vertical — July 2016","90000012","7/15/2016","7/15/2016","Nose of dark cherry, forest floor, violets. Palate shows iron and minerals, taut tannins, earthy depth. Hits its stride.","","","","","","",""
"10000163","2353309","Red","2015","Château Clos de Sarpe","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Clos de Sarpe","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2019","False","0","","0","91","the cellar room","Right Bank vertical — July 2019","90000024","7/15/2019","7/15/2019","Nose of blackberry, rose petal. Palate shows polished texture, taut tannins, earthy depth. Solid showing.","","","","","","",""
"10000164","1366736","Red","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","10/15/2022","False","0","","0","94","the cellar room","Right Bank vertical — October 2022","90000037","10/15/2022","10/15/2022","Nose of dark cherry, smoked meat, iron filings. Palate shows polished texture, pretty fruit core, bright acidity. Better than expected.","","","","","","",""
"10000165","1366736","Red","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","10/15/2024","False","0","","0","88","the cellar room","Right Bank vertical — October 2024","90000045","10/15/2024","10/15/2024","Nose of smoked meat, rose petal. Palate shows bright acidity, polished texture. Solid showing.","","","","","","",""
"10000166","1366736","Red","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2022","False","0","","0","92","the cellar room","Right Bank vertical — July 2022","90000036","7/15/2022","7/15/2022","Nose of smoked meat, blackberry, forest floor. Palate shows bright acidity, long savory finish. Good but not memorable.","","","","","","",""
"10000167","1366736","Red","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2016","False","0","","0","94","the cellar room","Right Bank vertical — July 2016","90000012","7/15/2016","7/15/2016","Nose of rose petal, violets. Palate shows pretty fruit core, iron and minerals. Drinking beautifully.","","","","","","",""
"10000168","1366736","Red","2011","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru","7/15/2016","False","0","","0","87","the cellar room","Right Bank vertical — July 2016","90000012","7/15/2016","7/15/2016","Nose of graphite, blackberry. Palate shows taut tannins, long savory finish. Needs more time.","","","","","","",""
"10000169","1155604","Red","2009","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","2/7/2022","False","0","","0","93","","","","","","Nose of raspberry, wet stone. Palate shows pretty fruit core, iron and minerals. Drinking beautifully.","","","","","","",""
"10000170","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2016","False","0","","0","91","the cellar room","Rousseau retrospective — April 2016","90000011","4/15/2016","4/15/2016","Nose of wet stone, graphite. Palate shows bright acidity, earthy depth. Solid showing.","","","","","","",""
"10000171","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2016","False","0","","0","92","the cellar room","Rousseau retrospective — April 2016","90000011","4/15/2016","4/15/2016","Nose of tobacco leaf, violets, blackberry. Palate shows pretty fruit core, taut tannins, bright acidity. Drinking beautifully.","","","","","","",""
"10000172","770953","Red","2007","Beringer Vineyards Cabernet Sauvignon Private Reserve","USA, California, Napa Valley","Beringer Vineyards","Cabernet Sauvignon","Cabernet Sauvignon","Private Reserve","Unknown","USA","California","Napa Valley","Napa Valley","7/15/2018","False","0","","0","91","the cellar room","California Cab vertical — July 2018","90000020","7/15/2018","7/15/2018","Nose of wet stone, smoked meat, violets. Palate shows bright acidity, pretty fruit core. Needs more time.","","","","","","",""
"10000173","770953","Red","2007","Beringer Vineyards Cabernet Sauvignon Private Reserve","USA, California, Napa Valley","Beringer Vineyards","Cabernet Sauvignon","Cabernet Sauvignon","Private Reserve","Unknown","USA","California","Napa Valley","Napa Valley","1/15/2025","False","0","","0","92","the cellar room","California Cab vertical — January 2025","90000046","1/15/2025","1/15/2025","Nose of rose petal, violets, blackberry. Palate shows long savory finish, structured grip. Pleasant if uncomplicated.","","","","","","",""
"10000174","770953","Red","2007","Beringer Vineyards Cabernet Sauvignon Private Reserve","USA, California, Napa Valley","Beringer Vineyards","Cabernet Sauvignon","Cabernet Sauvignon","Private Reserve","Unknown","USA","California","Napa Valley","Napa Valley","1/15/2026","False","0","","0","91","the cellar room","California Cab vertical — January 2026","90000050","1/15/2026","1/15/2026","Nose of rose petal, cedar, forest floor. Palate shows pretty fruit core, structured grip. Solid showing.","","","","","","",""
"10000175","694246","Red","2007","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","2/27/2016","False","0","","0","97","","","","","","Nose of wet stone, forest floor, violets. Palate shows structured grip, taut tannins, iron and minerals. Drinking beautifully. A standout.","","","","","","",""
"10000176","694246","Red","2007","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","8/15/2016","False","0","","0","91","","","","","","Nose of violets, graphite, blackberry. Palate shows bright acidity, earthy depth. On track.","","","","","","",""
"10000177","2246439","White - Sparkling","1001","Savart Champagne Premier Cru l'Ouverture Brut","France, Champagne, Champagne Premier Cru","Savart","Pinot Noir","Pinot Noir","l'Ouverture Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru","1/24/2017","False","0","","0","92","","","","","","Nose of toasted almond, yellow apple, biscuit. Palate shows cutting acidity, pinpoint bead, rich autolysis. Singing right now.","","","","","","",""
"10000178","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","4/15/2016","False","0","","0","91","the cellar room","Rousseau retrospective — April 2016","90000011","4/15/2016","4/15/2016","Nose of raspberry, cedar. Palate shows bright acidity, structured grip, polished texture. Solid showing.","","","","","","",""
"10000179","2030020","Red","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru","1/15/2022","False","0","","0","92","the cellar room","Burgundy GC night — January 2022","90000034","1/15/2022","1/15/2022","Nose of tobacco leaf, violets, graphite. Palate shows taut tannins, structured grip. Pleasant if uncomplicated.","","","","","","",""
"10000180","528214","Red","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","2/22/2016","False","0","","0","89","","","","","","Nose of graphite, dark cherry. Palate shows pretty fruit core, polished texture. Pleasant if uncomplicated.","","","","","","",""
"10000181","2385792","Red","2014","Diamond Creek Cabernet Sauvignon Gravelly Meadow","USA, California, Napa Valley, Diamond Mountain","Diamond Creek","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Gravelly Meadow","USA","California","Napa Valley","Diamond Mountain","1/15/2026","False","0","","0","96","the cellar room","California Cab vertical — January 2026","90000050","1/15/2026","1/15/2026","Nose of wet stone, tobacco leaf, violets. Palate shows bright acidity, taut tannins, earthy depth. Outstanding bottle. A standout.","","","","","","",""
"10000182","2039652","Red","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County","1/26/2016","False","0","","0","89","","","","","","Nose of graphite, dark cherry, iron filings. Palate shows pretty fruit core, earthy depth, polished texture. On track.","","","","","","",""
"10000183","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","10/8/2018","False","0","","0","92","","","","","","Nose of blackberry, tobacco leaf. Palate shows pretty fruit core, bright acidity, iron and minerals. Pleasant if uncomplicated.","","","","","","",""
"10000184","2117533","Red","2015","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe","4/16/2016","False","0","","0","90","","","","","","Nose of forest floor, blackberry, violets. Palate shows iron and minerals, taut tannins, polished texture. Good but not memorable.","","","","","","",""
"10000185","3784822","Red","2016","Claire Hill Côtes du Rhône-Brézème","France, Rhône, Northern Rhône, Côtes du Rhône-Brézème","Claire Hill","Syrah","Syrah","Unknown","Unknown","France","Rhône","Northern Rhône","Côtes du Rhône-Brézème","7/15/2016","False","0","","0","93","","","","","","Nose of rose petal, smoked meat. Palate shows earthy depth, long savory finish, taut tannins. Outstanding bottle.","","","","","","",""
"10000186","2008","Red","2000","Château Lafite Rothschild","France, Bordeaux, Médoc, Pauillac","Château Lafite Rothschild","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac","1/15/2024","False","0","","0","93","the cellar room","Bordeaux first-growth flight — January 2024","90000042","1/15/2024","1/15/2024","Nose of graphite, blackberry, dark cherry. Palate shows iron and minerals, bright acidity, structured grip. Outstanding bottle.","","","","","","",""
"10000187","2008","Red","2000","Château Lafite Rothschild","France, Bordeaux, Médoc, Pauillac","Château Lafite Rothschild","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac","4/15/2017","False","0","","0","98","the cellar room","Bordeaux first-growth flight — April 2017","90000015","4/15/2017","4/15/2017","Nose of cedar, forest floor, smoked meat. Palate shows taut tannins, long savory finish. Outstanding bottle. One of the best of this wine I've ever had.","","","","","","",""
