"iWine","iPurchase","PurchaseDate","DeliveryDate","StoreName","Currency","ExchangeRate","Price","NativePrice","NativePriceCurrency","Quantity","Remaining","OrderNumber","Delivered","Size","Vintage","Wine","Locale","Type","Color","Category","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"2030020","100000704","4/6/2016","6/6/2016","Hart Davis Hart","USD","1","263.16","263.16","USD","5","1","OrderId:100000704","True","750ml","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Red","Red","Dry","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru"
"2902423","100000705","4/24/2016","7/21/2016","WineBid","USD","1","61.30","61.30","USD","3","0","OrderId:100000705","True","750ml","2016","Williams Selyem Pinot Noir Westside Road Neighbors","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Westside Road Neighbors","USA","California","Sonoma County","Russian River Valley"
"18552","100000706","5/20/2016","7/5/2016","Hart Davis Hart","USD","1","149.63","149.63","USD","1","0","OrderId:100000706","True","750ml","2003","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Red","Dry","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"2658523","100000707","5/17/2016","8/7/2016","Wally's","USD","1","64.95","64.95","USD","1","0","OrderId:100000707","True","750ml","2016","Château Pape Clément","France, Bordeaux, Graves, Pessac-Léognan","Red","Red","Dry","Château Pape Clément","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan"
"4778","100000708","5/6/2016","8/31/2016","Winery Direct","USD","1","77.29","77.29","USD","2","0","OrderId:100000708","True","750ml","1989","Château Latour Grand Vin","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Latour","Red Bordeaux Blend","Red Bordeaux Blend","Grand Vin","Unknown","France","Bordeaux","Médoc","Pauillac"
"2039652","100000709","5/20/2016","8/11/2016","Hart Davis Hart","USD","1","88.37","88.37","USD","1","1","OrderId:100000709","True","1.5L","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"4596539","100000710","5/23/2016","6/7/2016","Total Wine","USD","1","105.27","105.27","USD","5","0","OrderId:100000710","True","750ml","2016","Bérêche et Fils Champagne Premier Cru Le Cran","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Bérêche et Fils","Champagne Blend","Champagne Blend","Le Cran","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"3152221","100000711","5/26/2016","6/9/2016","Liner & Elsen","USD","1","6.99","6.99","USD","6","3","OrderId:100000711","True","750ml","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Red","Dry","Château de Panigon","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"3191640","100000712","5/5/2016","5/27/2016","Acker Merrall","USD","1","128.55","128.55","USD","2","1","OrderId:100000712","True","750ml","2017","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Red","Red","Dry","Domaine des Lambrays","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru"
"1573434","100000713","5/27/2016","7/24/2016","Spectrum Wine Auctions","USD","1","83.14","83.14","USD","2","2","OrderId:100000713","True","750ml","2011","Domaine Dujac Morey-Saint-Denis 1er Cru","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Red","Dry","Domaine Dujac","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"2800894","100000714","5/4/2016","5/19/2016","WineBid","USD","1","74.09","74.09","USD","1","0","OrderId:100000714","True","750ml","2016","Rhys Pinot Noir Alpine Vineyard","USA, California, Santa Cruz Mountains","Red","Red","Dry","Rhys","Pinot Noir","Pinot Noir","Unknown","Alpine Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"3152221","100000715","5/16/2016","7/11/2016","Vinopolis","USD","1","7.79","7.79","USD","2","2","OrderId:100000715","True","750ml","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Red","Dry","Château de Panigon","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"1508099","100000716","5/5/2016","7/21/2016","Spectrum Wine Auctions","USD","1","247.71","247.71","USD","4","0","OrderId:100000716","True","750ml","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Red","Dry","Ridge","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"475","100000717","5/13/2016","5/30/2016","Acker Merrall","USD","1","147.50","147.50","USD","2","0","OrderId:100000717","True","750ml","2000","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"523883","100000718","5/8/2016","5/23/2016","Acker Merrall","USD","1","319.33","319.33","USD","3","0","OrderId:100000718","True","750ml","1964","Giacomo Conterno Barolo Riserva","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Giacomo Conterno","Nebbiolo","Nebbiolo","Riserva","Unknown","Italy","Piedmont","Langhe","Barolo"
"2039652","100000719","5/26/2016","6/15/2016","Acker Merrall","USD","1","42.32","42.32","USD","3","1","OrderId:100000719","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"1745791","100000720","5/11/2016","6/10/2016","Wally's","USD","1","29.07","29.07","USD","3","1","OrderId:100000720","True","750ml","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"2061739","100000721","5/8/2016","8/2/2016","Chambers Street","USD","1","68.70","68.70","USD","2","0","OrderId:100000721","True","750ml","2013","Bartolo Mascarello Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Red","Red","Dry","Bartolo Mascarello","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC"
"2783522","100000722","5/25/2016","7/13/2016","Total Wine","USD","1","89.15","89.15","USD","2","1","OrderId:100000722","True","750ml","2014","Bartolo Mascarello Barolo","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Bartolo Mascarello","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barolo"
"172534","100000723","5/11/2016","7/14/2016","K&L Auctions","USD","1","296.42","296.42","USD","6","3","OrderId:100000723","True","750ml","1994","Thierry Allemand Cornas Reynard","France, Rhône, Northern Rhône, Cornas","Red","Red","Dry","Thierry Allemand","Syrah","Syrah","Unknown","Reynard","France","Rhône","Northern Rhône","Cornas"
"3806778","100000724","5/26/2016","8/1/2016","Liner & Elsen","USD","1","104.66","104.66","USD","1","1","OrderId:100000724","True","750ml","2017","Giuseppe Rinaldi Barolo Tre Tine","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Giuseppe Rinaldi","Nebbiolo","Nebbiolo","Tre Tine","Unknown","Italy","Piedmont","Langhe","Barolo"
"224093","100000725","5/18/2016","6/17/2016","Spectrum Wine Auctions","USD","1","64.44","64.44","USD","4","0","OrderId:100000725","True","750ml","2005","Château Giscours","France, Bordeaux, Médoc, Margaux","Red","Red","Dry","Château Giscours","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Margaux"
"1208","100000726","6/14/2016","8/14/2016","Spectrum Wine Auctions","USD","1","76.28","76.28","USD","4","1","OrderId:100000726","True","750ml","1989","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Red","Dry","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"589258","100000727","6/5/2016","7/7/2016","Spectrum Wine Auctions","USD","1","36.21","36.21","USD","2","0","OrderId:100000727","True","750ml","2007","Williams Selyem Pinot Noir Weir Vineyard","USA, California, North Coast, Yorkville Highlands","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Weir Vineyard","USA","California","North Coast","Yorkville Highlands"
"1508099","100000728","6/24/2016","7/26/2016","Wally's","USD","1","250.05","250.05","USD","1","0","OrderId:100000728","True","750ml","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Red","Dry","Ridge","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"3011094","100000729","6/1/2016","7/22/2016","Acker Merrall","USD","1","95.99","95.99","USD","4","2","OrderId:100000729","True","750ml","2017","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Red","Dry","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"1822886","100000730","6/20/2016","8/24/2016","WineBid","USD","1","48.54","48.54","USD","5","2","OrderId:100000730","True","750ml","2012","Williams Selyem Pinot Noir Olivet Lane Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Olivet Lane Vineyard","USA","California","Sonoma County","Russian River Valley"
"1738775","100000731","6/22/2016","8/12/2016","Liner & Elsen","USD","1","60.69","60.69","USD","5","3","OrderId:100000731","True","750ml","2010","Bartolo Mascarello Barolo","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Bartolo Mascarello","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barolo"
"2352825","100000732","6/16/2016","8/26/2016","Total Wine","USD","1","58.13","58.13","USD","3","1","OrderId:100000732","True","750ml","1001","Savart Champagne Premier Cru L'Accomplie Extra Brut Vieilles Vignes","France, Champagne, Champagne Premier Cru","White - Sparkling","Red","Dry","Savart","Champagne Blend","Champagne Blend","L'Accomplie Extra Brut Vieilles Vignes","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"1575","100000733","6/23/2016","7/14/2016","Garagiste","USD","1","63.58","63.58","USD","2","0","OrderId:100000733","True","750ml","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"3152221","100000734","6/19/2016","8/6/2016","K&L Wine Merchants","USD","1","7.23","7.23","USD","7","3","OrderId:100000734","True","750ml","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Red","Dry","Château de Panigon","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"2061850","100000735","6/27/2016","7/31/2016","Garagiste","USD","1","23.32","23.32","USD","1","0","OrderId:100000735","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"151837","100000736","6/8/2016","9/3/2016","K&L Auctions","USD","1","92.97","92.97","USD","2","0","OrderId:100000736","True","750ml","1990","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Red","Dry","Joseph Drouhin","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"2611984","100000737","6/4/2016","8/20/2016","K&L Auctions","USD","1","128.94","128.94","USD","3","1","OrderId:100000737","True","750ml","2013","Château des Tours Côtes du Rhône Reserve","France, Rhône, Southern Rhône, Côtes du Rhône","Red","Red","Dry","Château des Tours","Red Rhone Blend","Red Rhone Blend","Reserve","Unknown","France","Rhône","Southern Rhône","Côtes du Rhône"
"18552","100000738","6/20/2016","7/15/2016","WineBid","USD","1","116.49","116.49","USD","1","0","OrderId:100000738","True","750ml","2003","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Red","Dry","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"1745791","100000739","6/19/2016","8/25/2016","Zachys","USD","1","37.58","37.58","USD","1","1","OrderId:100000739","True","750ml","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"2008","100000740","6/16/2016","9/1/2016","Zachys","USD","1","77.05","77.05","USD","2","0","OrderId:100000740","True","750ml","2000","Château Lafite Rothschild","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lafite Rothschild","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"622907","100000741","6/6/2016","2/17/2017","Mailing List","USD","1","62.65","62.65","USD","6","3","OrderId:100000741","True","750ml","2007","Araujo Estate Cabernet Sauvignon Eisele Vineyard","USA, California, Napa Valley","Red","Red","Dry","Araujo Estate","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Eisele Vineyard","USA","California","Napa Valley","Napa Valley"
"3191625","100000742","6/16/2016","7/3/2016","K&L Auctions","USD","1","106.80","106.80","USD","1","1","OrderId:100000742","True","750ml","2017","Domaine Rossignol Trapet Chapelle-Chambertin","France, Burgundy, Côte de Nuits, Chapelle-Chambertin Grand Cru","Red","Red","Dry","Domaine Rossignol Trapet","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chapelle-Chambertin Grand Cru"
"27426","100000743","6/13/2016","8/3/2016","Total Wine","USD","1","28.17","28.17","USD","3","0","OrderId:100000743","True","750ml","1994","A. Rafanelli Zinfandel","USA, California, Sonoma County, Dry Creek Valley","Red","Red","Dry","A. Rafanelli","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Dry Creek Valley"
"502723","100000744","7/21/2016","10/8/2016","Premier Cru","USD","1","210.76","210.76","USD","2","1","OrderId:100000744","True","1.5L","2006","Domaine Bruno Clair Bonnes Mares","France, Burgundy, Côte de Nuits, Bonnes Mares Grand Cru","Red","Red","Dry","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Bonnes Mares Grand Cru"
"42493","100000745","7/8/2016","7/19/2016","Gift","USD","1","0.00","0.00","USD","2","2","OrderId:100000745","True","750ml","1996","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Red","Dry","Joseph Drouhin","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"2783522","100000746","7/25/2016","9/2/2016","K&L Wine Merchants","USD","1","105.72","105.72","USD","6","4","OrderId:100000746","True","750ml","2014","Bartolo Mascarello Barolo","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Bartolo Mascarello","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barolo"
"1969622","100000747","7/24/2016","8/17/2016","Acker Merrall","USD","1","30.27","30.27","USD","3","0","OrderId:100000747","True","750ml","2012","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Red","Dry","Cameron","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"2893837","100000748","7/2/2016","8/31/2016","Hart Davis Hart","USD","1","104.02","104.02","USD","2","0","OrderId:100000748","True","750ml","2015","Domaine Denis Bachelet Gevrey-Chambertin Les Evocelles Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Red","Dry","Domaine Denis Bachelet","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Evocelles","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"1745791","100000749","7/3/2016","7/14/2016","Spectrum Wine Auctions","USD","1","38.08","38.08","USD","2","0","OrderId:100000749","True","750ml","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"2988525","100000750","7/8/2016","8/6/2016","Chambers Street","USD","1","63.50","63.50","USD","2","2","OrderId:100000750","True","1.5L","2017","M. Chapoutier Saint-Joseph Les Granits","France, Rhône, Northern Rhône, Saint-Joseph","Red","Red","Dry","M. Chapoutier","Syrah","Syrah","Unknown","Les Granits","France","Rhône","Northern Rhône","Saint-Joseph"
"1436116","100000751","7/11/2016","7/29/2016","K&L Auctions","USD","1","55.77","55.77","USD","1","0","OrderId:100000751","True","750ml","2009","Vietti Barolo Brunate","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo"
"3021342","100000752","7/13/2016","8/6/2016","Storyteller","USD","1","129.72","129.72","USD","4","1","OrderId:100000752","True","750ml","2017","Azienda Agricola Valentini Cerasuolo d'Abruzzo","Italy, Abruzzi, Cerasuolo d'Abruzzo","Rosé","Rosé","Dry","Azienda Agricola Valentini","Montepulciano","Montepulciano","Unknown","Unknown","Italy","Abruzzi","Unknown","Cerasuolo d'Abruzzo"
"3757315","100000753","7/13/2016","8/2/2016","Spectrum Wine Auctions","USD","1","42.72","42.72","USD","2","2","OrderId:100000753","True","750ml","2014","Nervi-Conterno Gattinara Vigna Molsino","Italy, Piedmont, Northern Piedmont, Gattinara","Red","Red","Dry","Nervi-Conterno","Nebbiolo","Nebbiolo","Unknown","Vigna Molsino","Italy","Piedmont","Northern Piedmont","Gattinara"
"15912","100000754","7/4/2016","10/1/2016","WineBid","USD","1","62.13","62.13","USD","4","1","OrderId:100000754","True","750ml","2000","Château Magdelaine","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Red","Red","Dry","Château Magdelaine","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Saint-Émilion Grand Cru"
"1394741","100000755","7/17/2016","9/2/2016","K&L Wine Merchants","USD","1","176.97","176.97","USD","7","1","OrderId:100000755","True","750ml","1997","Château Coutet Cuvée Madame","France, Bordeaux, Sauternais, Barsac","White - Sweet/Dessert","White","Sweet/Dessert","Château Coutet","Sémillon-Sauvignon Blanc Blend","Sémillon-Sauvignon Blanc Blend","Cuvée Madame","Unknown","France","Bordeaux","Sauternais","Barsac"
"2007640","100000756","7/23/2016","10/15/2016","Storyteller","USD","1","40.94","40.94","USD","2","0","OrderId:100000756","True","750ml","2013","Domaine Robert Chevillon Nuits-Saint-Georges 1er Cru Les Chaignots","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Red","Red","Dry","Domaine Robert Chevillon","Pinot Noir","Pinot Noir","Unknown","Les Chaignots","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru"
"2039652","100000757","7/19/2016","9/28/2016","Hart Davis Hart","USD","1","44.81","44.81","USD","2","1","OrderId:100000757","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"2461424","100000758","7/12/2016","8/1/2016","Wally's","USD","1","121.33","121.33","USD","2","1","OrderId:100000758","True","375ml","2004","Krug Champagne Vintage Brut","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Vintage Brut","Unknown","France","Champagne","Unknown","Champagne"
"1049921","100000759","8/20/2016","10/30/2016","Spectrum Wine Auctions","USD","1","88.14","88.14","USD","1","0","OrderId:100000759","True","750ml","2009","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Red","Red","Dry","Domaine des Lambrays","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru"
"2783522","100000760","8/8/2016","8/22/2016","Hart Davis Hart","USD","1","222.71","222.71","USD","1","1","OrderId:100000760","True","1.5L","2014","Bartolo Mascarello Barolo","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Bartolo Mascarello","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barolo"
"2117533","100000761","8/6/2016","9/29/2016","Premier Cru","USD","1","77.15","77.15","USD","1","0","OrderId:100000761","True","750ml","2015","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Red","Dry","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"2894457","100000762","8/1/2016","8/21/2016","K&L Auctions","USD","1","71.42","71.42","USD","5","3","OrderId:100000762","True","750ml","2014","Vietti Barolo Lazzarito","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Lazzarito","Italy","Piedmont","Langhe","Barolo"
"1811707","100000763","8/26/2016","10/31/2016","Zachys","USD","1","93.82","93.82","USD","3","2","OrderId:100000763","True","750ml","2013","Domaine Lignier-Michelot Clos de la Roche","France, Burgundy, Côte de Nuits, Clos de la Roche Grand Cru","Red","Red","Dry","Domaine Lignier-Michelot","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos de la Roche Grand Cru"
"3918832","100000764","8/27/2016","10/27/2016","Zachys","USD","1","61.77","61.77","USD","3","1","OrderId:100000764","True","750ml","2017","Conterno Fantino Barolo Vigna Ped Mosconi","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Conterno Fantino","Nebbiolo","Nebbiolo","Vigna Ped","Mosconi","Italy","Piedmont","Langhe","Barolo"
"42493","100000765","8/22/2016","9/4/2016","Spectrum Wine Auctions","USD","1","145.18","145.18","USD","3","1","OrderId:100000765","True","1.5L","1996","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Red","Dry","Joseph Drouhin","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"2682918","100000766","8/22/2016","11/6/2016","Zachys","USD","1","64.67","64.67","USD","2","0","OrderId:100000766","True","750ml","2016","Aubert Chardonnay Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","White","Dry","Aubert","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"15079","100000767","8/11/2016","8/29/2016","WineBid","USD","1","77.23","77.23","USD","10","2","OrderId:100000767","True","750ml","1989","Château La Mission Haut-Brion","France, Bordeaux, Graves, Pessac-Léognan","Red","Red","Dry","Château La Mission Haut-Brion","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Graves","Pessac-Léognan"
"769708","100000768","8/13/2016","10/29/2016","Acker Merrall","USD","1","567.00","567.00","USD","3","1","OrderId:100000768","True","1.5L","2007","Bruno Giacosa Barbaresco Riserva Asili","Italy, Piedmont, Langhe, Barbaresco","Red","Red","Dry","Bruno Giacosa","Nebbiolo","Nebbiolo","Riserva","Asili","Italy","Piedmont","Langhe","Barbaresco"
"3208698","100000769","8/27/2016","9/6/2016","Spectrum Wine Auctions","USD","1","29.50","29.50","USD","5","2","OrderId:100000769","True","375ml","2008","Egly-Ouriet Coteaux Champenois Cuvée des Grands Côtés Vieilles Vignes Rouge Ambonnay","France, Champagne, Coteaux Champenois","Red","Red","Dry","Egly-Ouriet","Pinot Noir","Pinot Noir","Cuvée des Grands Côtés Vieilles Vignes Rouge","Ambonnay","France","Champagne","Unknown","Coteaux Champenois"
"1600852","100000770","8/9/2016","3/19/2019","Total Wine","USD","1","62.63","62.63","USD","8","5","OrderId:100000770","True","750ml","2012","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"2635713","100000771","8/10/2016","8/27/2016","Chambers Street","USD","1","36.70","36.70","USD","1","0","OrderId:100000771","True","750ml","2015","Hubert Lignier Morey-Saint-Denis Très Girard","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Red","Dry","Hubert Lignier","Pinot Noir","Pinot Noir","Unknown","Très Girard","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"3037423","100000772","8/17/2016","10/7/2016","Hart Davis Hart","USD","1","244.49","244.49","USD","2","1","OrderId:100000772","True","1.5L","2017","Joseph Drouhin Griotte-Chambertin","France, Burgundy, Côte de Nuits, Griotte-Chambertin Grand Cru","Red","Red","Dry","Joseph Drouhin","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Griotte-Chambertin Grand Cru"
"2593329","100000773","8/20/2016","9/6/2016","WineBid","USD","1","29.67","29.67","USD","2","0","OrderId:100000773","True","750ml","2015","Hubert Lignier Gevrey-Chambertin Les Seuvrées","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Red","Dry","Hubert Lignier","Pinot Noir","Pinot Noir","Unknown","Les Seuvrées","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"3327702","100000774","8/7/2016","10/18/2016","Acker Merrall","USD","1","62.44","62.44","USD","2","2","OrderId:100000774","True","750ml","2017","Antica Terra Chardonnay Aequorin","USA, Oregon, Willamette Valley","White","Red","Dry","Antica Terra","Chardonnay","Chardonnay","Aequorin","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"2670644","100000775","8/15/2016","10/9/2016","Acker Merrall","USD","1","127.79","127.79","USD","2","0","OrderId:100000775","True","750ml","2016","Alpha Omega Era","USA, California, Napa Valley","Red","Red","Dry","Alpha Omega","Red Bordeaux Blend","Red Bordeaux Blend","Era","Unknown","USA","California","Napa Valley","Napa Valley"
"183853","100000776","9/24/2016","10/7/2016","K&L Auctions","USD","1","76.42","76.42","USD","4","3","OrderId:100000776","True","750ml","1967","Oddero Barolo","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Oddero","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Barolo"
